game_uid,pair,starter,winner,end_reason,plies_total,opening,time_p1,time_p2,moves_p1,moves_p2,branch_sum_p1,branch_sum_p2,forced_p1,forced_p2,missed_win_p1,missed_win_p2,gave_opp_win_p1,gave_opp_win_p2
Génétique (éval AB)__vs__MCTS+__seed1040008__Bstart,,B,B,victory,7,"1,2,CIRCLE | 1,1,SQUARE | 3,3,DIAMOND | 2,0,CIRCLE",9.530649,3.600882,3,4,118,175,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed1050007__Astart,,A,B,victory,10,"3,2,SQUARE | 2,0,DIAMOND | 2,1,CIRCLE | 3,3,TRIANGLE",4.778156,4.800382,5,5,179,140,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed1050008__Bstart,,B,B,victory,9,"3,1,TRIANGLE | 1,2,DIAMOND | 0,0,CIRCLE | 2,3,SQUARE",7.946568,4.804169,4,5,132,187,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed1060007__Astart,,A,A,victory,9,"2,0,SQUARE | 0,1,TRIANGLE | 1,1,CIRCLE | 3,0,DIAMOND",4.720892,4.800392,5,4,181,135,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed1060008__Bstart,,B,B,victory,9,"2,0,CIRCLE | 1,1,SQUARE | 3,2,SQUARE | 0,2,CIRCLE",10.538065,4.800497,4,5,133,189,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed1070007__Astart,,A,A,victory,9,"3,1,TRIANGLE | 0,2,DIAMOND | 0,0,CIRCLE | 2,3,SQUARE",4.415199,4.800379,5,4,189,138,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed1070008__Bstart,,B,A,victory,10,"3,1,SQUARE | 2,2,TRIANGLE | 2,3,CIRCLE | 3,0,DIAMOND",8.833941,6.000744,5,5,144,185,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed1080007__Astart,,A,A,victory,11,"2,2,DIAMOND | 1,3,SQUARE | 1,1,TRIANGLE | 3,2,CIRCLE",5.799309,6.000401,6,5,183,134,1,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed1080008__Bstart,,B,A,victory,10,"2,1,TRIANGLE | 1,1,DIAMOND | 0,3,CIRCLE | 3,0,SQUARE",8.572514,6.000455,5,5,148,185,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed1090007__Astart,,A,A,victory,11,"2,2,CIRCLE | 3,0,SQUARE | 1,1,DIAMOND | 2,3,TRIANGLE",5.847056,6.000490,6,5,188,132,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed1090008__Bstart,,B,A,victory,8,"1,3,CIRCLE | 2,2,CIRCLE | 3,0,TRIANGLE | 3,1,SQUARE",9.622119,4.800484,4,4,135,173,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed1100007__Astart,,A,A,victory,11,"1,3,DIAMOND | 3,2,TRIANGLE | 2,1,CIRCLE | 2,0,SQUARE",4.977063,6.000514,6,5,181,133,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed1100008__Bstart,,B,B,victory,9,"3,0,TRIANGLE | 1,2,SQUARE | 2,3,SQUARE | 0,1,CIRCLE",7.815642,4.800762,4,5,125,185,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed1110007__Astart,,A,A,victory,11,"2,2,DIAMOND | 0,1,TRIANGLE | 1,1,SQUARE | 3,0,CIRCLE",4.744068,6.000374,6,5,188,133,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed1110008__Bstart,,B,A,victory,10,"3,2,SQUARE | 2,1,SQUARE | 1,0,CIRCLE | 0,0,DIAMOND",10.054901,6.000717,5,5,144,180,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed1120007__Astart,,A,A,victory,9,"0,2,SQUARE | 2,3,SQUARE | 2,1,TRIANGLE | 1,0,DIAMOND",5.987951,4.800364,5,4,194,135,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed1120008__Bstart,,B,B,victory,9,"3,0,DIAMOND | 1,2,SQUARE | 2,3,TRIANGLE | 0,1,DIAMOND",7.742060,4.800711,4,5,131,188,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed1130007__Astart,,A,A,victory,9,"0,0,TRIANGLE | 1,1,DIAMOND | 1,2,CIRCLE | 0,3,SQUARE",4.141717,4.800543,5,4,186,130,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed1130008__Bstart,,B,B,victory,9,"3,0,DIAMOND | 1,1,CIRCLE | 2,2,TRIANGLE | 0,3,DIAMOND",8.110509,4.806360,4,5,124,189,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed1140007__Astart,,A,A,victory,9,"0,2,CIRCLE | 2,1,DIAMOND | 1,1,TRIANGLE | 3,3,CIRCLE",6.038452,4.800456,5,4,188,136,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed1140008__Bstart,,B,B,victory,9,"2,1,TRIANGLE | 1,2,CIRCLE | 0,0,CIRCLE | 3,3,SQUARE",9.107387,4.800567,4,5,125,188,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed1150007__Astart,,A,A,victory,9,"2,2,SQUARE | 3,3,TRIANGLE | 1,1,CIRCLE | 0,2,DIAMOND",4.689312,4.800521,5,4,184,129,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed1150008__Bstart,,B,B,victory,9,"3,1,SQUARE | 1,2,DIAMOND | 2,3,DIAMOND | 1,0,SQUARE",8.190019,4.800667,4,5,133,187,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed1160007__Astart,,A,A,victory,11,"1,0,DIAMOND | 2,2,CIRCLE | 3,1,TRIANGLE | 0,3,TRIANGLE",5.953515,6.000438,6,5,193,143,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed1160008__Bstart,,B,B,victory,7,"2,2,DIAMOND | 2,1,SQUARE | 1,3,TRIANGLE | 1,0,DIAMOND",7.462304,3.600687,3,4,119,178,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed1170007__Astart,,A,A,victory,11,"2,0,TRIANGLE | 3,2,SQUARE | 1,1,DIAMOND | 0,3,CIRCLE",4.397371,6.000645,6,5,194,143,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed1170008__Bstart,,B,B,victory,7,"1,1,CIRCLE | 2,2,DIAMOND | 3,0,TRIANGLE | 0,1,SQUARE",9.723626,3.600659,3,4,118,167,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed1180007__Astart,,A,A,victory,9,"2,3,CIRCLE | 3,0,CIRCLE | 1,2,DIAMOND | 0,1,DIAMOND",6.158377,4.800365,5,4,188,136,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed1180008__Bstart,,B,A,victory,10,"0,2,TRIANGLE | 2,1,CIRCLE | 3,3,CIRCLE | 1,0,SQUARE",9.081566,6.000633,5,5,144,179,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed1190007__Astart,,A,B,victory,8,"2,2,TRIANGLE | 1,3,DIAMOND | 1,1,CIRCLE | 3,0,SQUARE",4.957413,3.600520,4,4,173,140,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed1190008__Bstart,,B,A,victory,10,"0,1,DIAMOND | 1,2,DIAMOND | 2,0,CIRCLE | 3,2,CIRCLE",7.814767,6.000705,5,5,138,187,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed1200007__Astart,,A,B,victory,10,"1,3,TRIANGLE | 2,2,CIRCLE | 2,1,DIAMOND | 0,3,SQUARE",5.921995,4.800402,5,5,188,146,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed1200008__Bstart,,B,B,victory,9,"3,1,DIAMOND | 2,2,SQUARE | 1,0,CIRCLE | 0,1,TRIANGLE",8.100890,4.800483,4,5,139,174,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed1210007__Astart,,A,A,victory,11,"2,3,CIRCLE | 3,1,SQUARE | 1,2,TRIANGLE | 2,2,DIAMOND",5.272968,6.007149,6,5,193,148,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed1210008__Bstart,,B,B,victory,9,"3,0,CIRCLE | 1,2,CIRCLE | 2,3,SQUARE | 0,0,SQUARE",9.140066,4.800508,4,5,129,192,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed1220007__Astart,,A,B,victory,12,"3,2,DIAMOND | 3,0,CIRCLE | 2,2,CIRCLE | 0,3,SQUARE",4.490294,6.000546,6,6,185,161,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed1220008__Bstart,,B,B,victory,9,"0,1,CIRCLE | 1,2,DIAMOND | 2,0,TRIANGLE | 3,0,CIRCLE",8.338107,4.800555,4,5,132,184,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed1230007__Astart,,A,A,victory,9,"1,2,SQUARE | 3,3,CIRCLE | 2,1,CIRCLE | 0,2,TRIANGLE",5.813036,4.800432,5,4,187,136,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed1230008__Bstart,,B,B,victory,9,"2,1,CIRCLE | 2,2,TRIANGLE | 0,0,DIAMOND | 0,3,CIRCLE",9.841362,4.800576,4,5,126,188,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed1240007__Astart,,A,B,victory,10,"2,2,DIAMOND | 3,3,SQUARE | 1,1,SQUARE | 2,0,TRIANGLE",4.684686,4.800757,5,5,180,146,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed1240008__Bstart,,B,B,victory,7,"0,2,TRIANGLE | 2,1,DIAMOND | 3,3,SQUARE | 1,2,SQUARE",8.304356,3.600591,3,4,118,177,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed1250007__Astart,,A,A,victory,11,"2,0,TRIANGLE | 3,1,SQUARE | 1,1,DIAMOND | 0,0,CIRCLE",4.567535,6.000591,6,5,195,141,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed1250008__Bstart,,B,A,victory,10,"1,0,TRIANGLE | 2,2,SQUARE | 3,1,CIRCLE | 0,1,DIAMOND",8.458535,6.000551,5,5,149,182,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed1260007__Astart,,A,A,victory,11,"2,3,CIRCLE | 3,1,SQUARE | 1,1,DIAMOND | 2,2,TRIANGLE",5.741315,6.000392,6,5,183,134,1,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed1260008__Bstart,,B,A,victory,10,"3,1,CIRCLE | 1,2,TRIANGLE | 0,0,DIAMOND | 2,1,SQUARE",8.356362,6.000627,5,5,143,173,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed1270007__Astart,,A,A,victory,9,"0,2,TRIANGLE | 1,1,TRIANGLE | 2,1,DIAMOND | 3,3,CIRCLE",6.679209,4.813465,5,4,188,138,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed1270008__Bstart,,B,B,victory,7,"2,0,SQUARE | 1,1,SQUARE | 3,3,CIRCLE | 1,2,CIRCLE",7.961254,3.600671,3,4,117,176,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed1280007__Astart,,A,A,victory,9,"1,1,DIAMOND | 3,0,TRIANGLE | 2,2,TRIANGLE | 0,1,CIRCLE",5.141356,4.808638,5,4,186,137,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed1280008__Bstart,,B,B,victory,9,"3,0,TRIANGLE | 1,2,SQUARE | 2,3,DIAMOND | 2,1,CIRCLE",8.321586,4.800620,4,5,139,175,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed1290007__Astart,,A,A,victory,11,"1,2,DIAMOND | 0,0,SQUARE | 2,1,CIRCLE | 3,1,DIAMOND",5.554971,6.000415,6,5,182,133,1,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed1290008__Bstart,,B,B,victory,7,"3,3,SQUARE | 1,1,DIAMOND | 0,2,TRIANGLE | 2,2,CIRCLE",7.744515,3.603808,3,4,119,176,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed1300007__Astart,,A,A,victory,11,"0,2,CIRCLE | 2,3,SQUARE | 2,1,DIAMOND | 1,2,TRIANGLE",5.465302,6.000338,6,5,187,134,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed1300008__Bstart,,B,A,victory,10,"1,3,DIAMOND | 2,1,TRIANGLE | 0,0,SQUARE | 1,2,CIRCLE",7.358681,6.000429,5,5,143,173,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed1310007__Astart,,A,A,victory,9,"1,1,SQUARE | 0,2,DIAMOND | 2,2,TRIANGLE | 1,0,CIRCLE",5.465754,4.800368,5,4,184,129,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed1310008__Bstart,,B,B,victory,7,"2,3,SQUARE | 1,2,CIRCLE | 3,1,DIAMOND | 2,0,TRIANGLE",7.869332,3.600408,3,4,119,176,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed1320007__Astart,,A,A,victory,9,"3,1,CIRCLE | 1,2,CIRCLE | 1,0,DIAMOND | 2,3,SQUARE",6.939756,4.800484,5,4,189,138,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed1320008__Bstart,,B,B,victory,9,"2,0,CIRCLE | 1,1,DIAMOND | 0,1,SQUARE | 3,3,TRIANGLE",8.833433,4.800490,4,5,125,183,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed1330007__Astart,,A,A,victory,9,"2,0,SQUARE | 0,3,TRIANGLE | 1,1,CIRCLE | 3,2,SQUARE",4.973817,4.800472,5,4,186,135,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed1330008__Bstart,,B,B,victory,9,"0,3,SQUARE | 2,1,DIAMOND | 1,0,CIRCLE | 3,3,CIRCLE",9.325394,4.814712,4,5,134,190,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed1340007__Astart,,A,A,victory,11,"2,3,SQUARE | 3,1,DIAMOND | 1,0,TRIANGLE | 0,0,SQUARE",4.186070,6.000548,6,5,182,131,1,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed1340008__Bstart,,B,B,victory,9,"3,0,TRIANGLE | 1,2,SQUARE | 2,3,CIRCLE | 2,1,DIAMOND",8.697979,4.800647,4,5,139,176,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed1350007__Astart,,A,A,victory,9,"1,3,DIAMOND | 2,2,SQUARE | 2,1,TRIANGLE | 0,0,CIRCLE",5.173420,4.806221,5,4,192,135,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed1350008__Bstart,,B,B,victory,7,"0,3,CIRCLE | 2,1,SQUARE | 3,2,DIAMOND | 1,2,TRIANGLE",8.151120,3.600559,3,4,119,177,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed1360007__Astart,,A,B,victory,12,"0,1,TRIANGLE | 3,2,SQUARE | 2,2,CIRCLE | 1,3,DIAMOND",5.111522,6.000494,6,6,181,134,1,1,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed1360008__Bstart,,B,B,victory,7,"3,0,DIAMOND | 1,2,CIRCLE | 0,1,CIRCLE | 2,2,DIAMOND",8.141206,3.600580,3,4,117,176,0,0,0,0,1,0
