game_uid,pair,starter,winner,end_reason,plies_total,opening,time_p1,time_p2,moves_p1,moves_p2,branch_sum_p1,branch_sum_p2,forced_p1,forced_p2,missed_win_p1,missed_win_p2,gave_opp_win_p1,gave_opp_win_p2
AlphaBeta++__vs__Génétique (éval AB)__seed4040013__Astart,,A,A,victory,7,"1,1,CIRCLE | 2,1,DIAMOND | 3,0,SQUARE | 0,2,SQUARE",3.790290,8.585176,4,3,179,122,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed4040014__Bstart,,B,A,victory,10,"0,1,DIAMOND | 1,2,CIRCLE | 2,2,SQUARE | 3,3,DIAMOND",2.758257,5.867839,5,5,149,186,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed5050013__Astart,,A,A,victory,7,"1,1,CIRCLE | 1,2,TRIANGLE | 0,3,SQUARE | 3,0,DIAMOND",3.788287,9.082378,4,3,176,121,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed5050014__Bstart,,B,A,victory,10,"1,3,SQUARE | 2,2,TRIANGLE | 2,1,CIRCLE | 3,0,SQUARE",2.754934,6.394548,5,5,150,186,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed6060013__Astart,,A,A,victory,7,"1,1,CIRCLE | 1,2,TRIANGLE | 0,3,SQUARE | 3,0,DIAMOND",3.788822,9.527561,4,3,176,121,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed6060014__Bstart,,B,B,victory,9,"2,2,DIAMOND | 1,1,CIRCLE | 0,3,SQUARE | 3,2,TRIANGLE",2.636496,6.412656,4,5,140,185,0,0,0,0,1,0
AlphaBeta++__vs__Génétique (éval AB)__seed7070013__Astart,,A,A,victory,7,"1,1,CIRCLE | 1,2,TRIANGLE | 0,3,SQUARE | 3,0,DIAMOND",3.802928,10.577739,4,3,176,121,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed7070014__Bstart,,B,B,victory,9,"0,0,CIRCLE | 2,2,SQUARE | 2,1,TRIANGLE | 3,1,CIRCLE",2.763545,6.351289,4,5,138,185,0,0,0,0,1,0
AlphaBeta++__vs__Génétique (éval AB)__seed8080013__Astart,,A,A,victory,7,"1,1,CIRCLE | 2,2,SQUARE | 0,3,SQUARE | 2,0,CIRCLE",3.657001,10.786396,4,3,176,117,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed8080014__Bstart,,B,B,victory,7,"0,1,DIAMOND | 1,2,CIRCLE | 2,0,SQUARE | 1,3,TRIANGLE",2.536590,5.223809,3,4,122,168,0,0,0,0,1,0
AlphaBeta++__vs__Génétique (éval AB)__seed9090013__Astart,,A,A,victory,7,"1,1,CIRCLE | 1,2,TRIANGLE | 0,3,SQUARE | 3,0,DIAMOND",3.786915,9.091380,4,3,177,121,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed9090014__Bstart,,B,A,victory,12,"1,0,CIRCLE | 2,1,CIRCLE | 1,1,SQUARE | 0,3,TRIANGLE",2.740332,7.346740,6,6,165,187,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed1120013__Astart,,A,A,victory,7,"1,1,CIRCLE | 2,1,SQUARE | 0,3,SQUARE | 3,3,TRIANGLE",3.201368,10.084091,4,3,179,121,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed1120014__Bstart,,B,A,victory,12,"2,3,CIRCLE | 1,1,CIRCLE | 1,2,DIAMOND | 2,0,DIAMOND",2.842992,8.007023,6,6,156,192,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed2130013__Astart,,A,A,victory,7,"1,1,CIRCLE | 2,2,TRIANGLE | 0,2,SQUARE | 0,3,CIRCLE",3.076508,10.551686,4,3,178,119,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed2130014__Bstart,,B,B,victory,11,"0,3,SQUARE | 2,1,CIRCLE | 1,1,TRIANGLE | 1,2,DIAMOND",2.709394,6.380884,5,6,136,197,0,0,0,0,1,0
AlphaBeta++__vs__Génétique (éval AB)__seed3140013__Astart,,A,A,victory,7,"1,1,CIRCLE | 1,2,DIAMOND | 0,3,SQUARE | 2,0,TRIANGLE",3.787120,9.062995,4,3,178,121,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed3140014__Bstart,,B,B,victory,11,"1,2,SQUARE | 2,1,CIRCLE | 0,1,DIAMOND | 2,0,TRIANGLE",2.819893,6.195410,5,6,139,192,0,0,0,0,1,0
AlphaBeta++__vs__Génétique (éval AB)__seed4150013__Astart,,A,B,victory,12,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 3,1,SQUARE",3.936916,12.233801,6,6,191,158,0,0,0,0,1,0
AlphaBeta++__vs__Génétique (éval AB)__seed4150014__Bstart,,B,B,victory,9,"0,0,DIAMOND | 2,2,CIRCLE | 1,2,TRIANGLE | 1,1,SQUARE",2.718097,5.444716,4,5,138,195,0,0,0,0,1,0
AlphaBeta++__vs__Génétique (éval AB)__seed5160013__Astart,,A,A,victory,7,"1,1,CIRCLE | 2,2,SQUARE | 0,3,SQUARE | 3,0,DIAMOND",3.789217,11.285858,4,3,173,117,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed5160014__Bstart,,B,A,victory,10,"3,1,TRIANGLE | 2,2,CIRCLE | 1,2,DIAMOND | 0,3,TRIANGLE",2.771809,6.131031,5,5,150,186,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed6170013__Astart,,A,A,victory,7,"1,1,CIRCLE | 1,2,TRIANGLE | 0,3,SQUARE | 3,0,DIAMOND",3.783490,9.259571,4,3,176,121,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed6170014__Bstart,,B,A,victory,8,"2,1,DIAMOND | 1,2,CIRCLE | 0,2,SQUARE | 3,3,TRIANGLE",2.688077,6.307640,4,4,139,174,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed7180013__Astart,,A,A,victory,7,"1,1,CIRCLE | 2,1,TRIANGLE | 3,0,SQUARE | 0,3,DIAMOND",3.790751,9.079916,4,3,176,121,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed7180014__Bstart,,B,A,victory,8,"1,0,TRIANGLE | 2,1,CIRCLE | 2,2,SQUARE | 3,3,TRIANGLE",2.723140,6.419827,4,4,140,173,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed8190013__Astart,,A,A,victory,13,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 2,1,SQUARE",3.940553,12.504647,7,6,199,154,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed8190014__Bstart,,B,A,victory,10,"1,0,CIRCLE | 2,1,CIRCLE | 2,2,SQUARE | 3,3,DIAMOND",2.836286,7.616801,5,5,143,189,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed9200013__Astart,,A,A,victory,7,"1,1,CIRCLE | 2,2,DIAMOND | 0,2,SQUARE | 3,0,SQUARE",3.798131,10.236929,4,3,177,120,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed9200014__Bstart,,B,A,victory,10,"3,2,CIRCLE | 1,1,CIRCLE | 2,1,SQUARE | 0,2,SQUARE",2.836017,8.934266,5,5,148,185,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed1010015__Astart,,A,B,no_move,12,"1,1,CIRCLE | 1,2,SQUARE | 3,0,SQUARE | 3,3,CIRCLE",3.959768,11.707134,6,6,193,158,0,0,0,0,0,0
AlphaBeta++__vs__Génétique (éval AB)__seed1010016__Bstart,,B,A,victory,10,"2,1,CIRCLE | 1,2,CIRCLE | 0,3,TRIANGLE | 0,0,SQUARE",2.755012,7.967810,5,5,148,186,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed2020015__Astart,,A,A,victory,9,"1,1,CIRCLE | 2,1,TRIANGLE | 3,0,SQUARE | 1,0,DIAMOND",3.880236,9.816838,5,4,197,138,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed2020016__Bstart,,B,A,victory,8,"2,1,DIAMOND | 1,2,CIRCLE | 1,3,SQUARE | 0,0,TRIANGLE",2.682318,5.943741,4,4,139,174,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed3030015__Astart,,A,A,victory,9,"1,1,CIRCLE | 2,2,TRIANGLE | 0,2,SQUARE | 3,0,DIAMOND",3.520987,10.400863,5,4,183,134,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed3030016__Bstart,,B,A,victory,10,"1,2,CIRCLE | 2,1,CIRCLE | 3,0,TRIANGLE | 0,0,SQUARE",2.751545,7.840859,5,5,148,186,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed4040015__Astart,,A,A,victory,9,"1,1,CIRCLE | 1,2,SQUARE | 3,0,SQUARE | 2,3,DIAMOND",3.596895,10.392389,5,4,194,133,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed4040016__Bstart,,B,A,victory,8,"1,1,SQUARE | 2,2,CIRCLE | 2,3,DIAMOND | 3,0,TRIANGLE",2.729593,7.173743,4,4,140,174,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed5050015__Astart,,A,B,victory,12,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 3,1,SQUARE",3.938788,11.673310,6,6,191,158,0,0,0,0,1,0
AlphaBeta++__vs__Génétique (éval AB)__seed5050016__Bstart,,B,B,victory,9,"3,2,DIAMOND | 1,1,CIRCLE | 0,3,CIRCLE | 2,1,DIAMOND",2.768716,5.589299,4,5,137,192,0,0,0,0,1,0
AlphaBeta++__vs__Génétique (éval AB)__seed6060015__Astart,,A,A,victory,7,"1,1,CIRCLE | 1,2,DIAMOND | 0,3,SQUARE | 3,0,TRIANGLE",3.764734,9.106541,4,3,176,121,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed6060016__Bstart,,B,A,victory,10,"3,3,CIRCLE | 1,1,CIRCLE | 1,2,SQUARE | 3,0,SQUARE",2.787122,9.378392,5,5,153,185,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed7070015__Astart,,A,A,victory,7,"1,1,CIRCLE | 2,2,TRIANGLE | 0,2,SQUARE | 3,1,SQUARE",3.168086,10.641139,4,3,179,121,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed7070016__Bstart,,B,B,victory,9,"1,3,SQUARE | 2,2,TRIANGLE | 0,1,DIAMOND | 2,0,SQUARE",2.747377,5.384993,4,5,136,195,0,0,0,0,1,0
AlphaBeta++__vs__Génétique (éval AB)__seed8080015__Astart,,A,A,victory,7,"1,1,CIRCLE | 1,2,TRIANGLE | 0,3,SQUARE | 3,0,DIAMOND",3.789641,8.571321,4,3,177,121,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed8080016__Bstart,,B,B,victory,11,"3,3,TRIANGLE | 1,1,CIRCLE | 1,2,SQUARE | 3,2,DIAMOND",2.849216,5.498349,5,6,134,197,0,0,0,0,1,0
AlphaBeta++__vs__Génétique (éval AB)__seed9090015__Astart,,A,A,victory,7,"1,1,CIRCLE | 2,1,TRIANGLE | 3,0,SQUARE | 0,3,DIAMOND",3.787312,9.595040,4,3,176,121,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed9090016__Bstart,,B,B,victory,7,"0,0,CIRCLE | 2,2,SQUARE | 1,2,TRIANGLE | 2,3,CIRCLE",2.582722,6.151502,3,4,118,180,0,0,0,0,1,0
AlphaBeta++__vs__Génétique (éval AB)__seed1120015__Astart,,A,A,victory,7,"1,1,CIRCLE | 2,2,SQUARE | 0,3,SQUARE | 2,0,CIRCLE",3.669123,11.805851,4,3,176,117,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed1120016__Bstart,,B,B,victory,11,"0,3,CIRCLE | 2,1,SQUARE | 1,1,TRIANGLE | 2,0,DIAMOND",2.763566,6.562865,5,6,151,195,0,0,0,0,1,0
AlphaBeta++__vs__Génétique (éval AB)__seed2130015__Astart,,A,A,victory,7,"1,1,CIRCLE | 2,1,TRIANGLE | 3,0,SQUARE | 0,2,DIAMOND",3.783331,9.680556,4,3,179,121,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed2130016__Bstart,,B,B,victory,11,"0,1,TRIANGLE | 2,2,CIRCLE | 3,0,CIRCLE | 3,1,DIAMOND",2.929104,6.024693,5,6,148,192,0,0,0,0,1,0
AlphaBeta++__vs__Génétique (éval AB)__seed3140015__Astart,,A,A,victory,7,"1,1,CIRCLE | 1,2,DIAMOND | 0,3,SQUARE | 3,0,TRIANGLE",3.757381,8.658613,4,3,176,121,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed3140016__Bstart,,B,B,victory,11,"3,3,SQUARE | 1,1,CIRCLE | 1,2,DIAMOND | 2,2,TRIANGLE",2.793965,5.973797,5,6,147,201,0,0,0,0,1,0
AlphaBeta++__vs__Génétique (éval AB)__seed4150015__Astart,,A,A,victory,7,"1,1,CIRCLE | 2,2,TRIANGLE | 0,2,SQUARE | 3,1,SQUARE",3.177876,9.946409,4,3,177,121,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed4150016__Bstart,,B,A,victory,10,"3,3,CIRCLE | 1,1,CIRCLE | 1,2,SQUARE | 3,0,SQUARE",2.789239,7.529524,5,5,153,185,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed5160015__Astart,,A,B,victory,12,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 3,1,SQUARE",3.939045,11.676375,6,6,191,158,0,0,0,0,1,0
AlphaBeta++__vs__Génétique (éval AB)__seed5160016__Bstart,,B,A,victory,10,"2,0,TRIANGLE | 1,1,CIRCLE | 1,2,SQUARE | 0,3,TRIANGLE",2.744837,6.398679,5,5,150,186,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed6170015__Astart,,A,A,victory,7,"1,1,CIRCLE | 2,1,DIAMOND | 3,0,SQUARE | 0,3,TRIANGLE",3.724905,8.872179,4,3,175,121,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed6170016__Bstart,,B,A,victory,10,"3,0,CIRCLE | 1,2,CIRCLE | 2,2,TRIANGLE | 0,0,TRIANGLE",2.783966,7.310294,5,5,153,185,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed7180015__Astart,,A,A,victory,7,"1,1,CIRCLE | 2,1,TRIANGLE | 3,0,SQUARE | 0,3,DIAMOND",3.786167,9.128280,4,3,175,121,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed7180016__Bstart,,B,B,victory,11,"0,3,SQUARE | 2,1,CIRCLE | 2,2,DIAMOND | 3,1,TRIANGLE",2.780699,6.045455,5,6,129,193,1,0,0,0,1,0
AlphaBeta++__vs__Génétique (éval AB)__seed8190015__Astart,,A,A,victory,7,"1,1,CIRCLE | 2,1,TRIANGLE | 3,0,SQUARE | 0,2,DIAMOND",3.789832,9.291922,4,3,177,121,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed8190016__Bstart,,B,A,victory,10,"1,0,DIAMOND | 2,1,CIRCLE | 2,2,TRIANGLE | 3,3,DIAMOND",2.780367,6.302426,5,5,149,186,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed9200015__Astart,,A,B,victory,10,"1,1,CIRCLE | 1,2,TRIANGLE | 0,3,SQUARE | 0,0,DIAMOND",3.882949,10.666845,5,5,177,163,0,0,0,0,1,0
AlphaBeta++__vs__Génétique (éval AB)__seed9200016__Bstart,,B,B,victory,9,"1,3,DIAMOND | 2,1,CIRCLE | 2,2,SQUARE | 3,1,TRIANGLE",2.761359,5.621814,4,5,138,190,0,0,0,0,1,0
AlphaBeta++__vs__Génétique (éval AB)__seed1010017__Astart,,A,A,victory,7,"1,1,CIRCLE | 1,2,TRIANGLE | 0,3,SQUARE | 3,0,DIAMOND",3.790642,9.565266,4,3,175,121,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed1010018__Bstart,,B,A,victory,10,"3,2,CIRCLE | 1,1,CIRCLE | 1,3,SQUARE | 3,0,SQUARE",2.804622,7.473869,5,5,148,185,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed2020017__Astart,,A,A,victory,7,"1,1,CIRCLE | 2,2,TRIANGLE | 0,2,SQUARE | 3,0,DIAMOND",3.471242,10.889312,4,3,174,120,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed2020018__Bstart,,B,B,victory,11,"1,2,DIAMOND | 2,1,CIRCLE | 0,0,TRIANGLE | 3,1,SQUARE",2.815563,6.690630,5,6,133,204,0,0,0,0,1,0
AlphaBeta++__vs__Génétique (éval AB)__seed3030017__Astart,,A,A,victory,7,"1,1,CIRCLE | 1,2,TRIANGLE | 0,3,SQUARE | 2,0,DIAMOND",3.786314,9.224898,4,3,175,121,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed3030018__Bstart,,B,B,victory,9,"0,3,TRIANGLE | 2,1,CIRCLE | 1,1,SQUARE | 1,2,DIAMOND",2.717590,5.515552,4,5,139,195,0,0,0,0,1,0
AlphaBeta++__vs__Génétique (éval AB)__seed4040017__Astart,,A,A,victory,7,"1,1,CIRCLE | 2,2,DIAMOND | 0,2,SQUARE | 3,0,SQUARE",3.797886,9.867213,4,3,175,120,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed4040018__Bstart,,B,B,victory,9,"2,2,SQUARE | 1,1,CIRCLE | 3,1,DIAMOND | 1,0,TRIANGLE",2.799928,6.777550,4,5,131,187,0,0,0,0,1,0
AlphaBeta++__vs__Génétique (éval AB)__seed5050017__Astart,,A,B,victory,14,"1,1,CIRCLE | 2,1,SQUARE | 0,3,SQUARE | 3,3,CIRCLE",3.949834,11.106946,7,7,193,160,1,1,0,0,1,0
AlphaBeta++__vs__Génétique (éval AB)__seed5050018__Bstart,,B,B,victory,9,"3,0,SQUARE | 1,2,CIRCLE | 2,2,TRIANGLE | 1,0,DIAMOND",2.712054,6.016488,4,5,136,197,0,0,0,0,1,0
AlphaBeta++__vs__Génétique (éval AB)__seed6060017__Astart,,A,A,victory,7,"1,1,CIRCLE | 2,1,DIAMOND | 3,0,SQUARE | 0,3,TRIANGLE",3.727419,9.001397,4,3,175,121,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed6060018__Bstart,,B,A,victory,10,"0,2,TRIANGLE | 1,1,CIRCLE | 2,1,DIAMOND | 3,0,TRIANGLE",2.774073,6.025637,5,5,149,186,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed7070017__Astart,,A,A,victory,9,"1,1,CIRCLE | 2,2,DIAMOND | 0,2,SQUARE | 3,0,TRIANGLE",3.376553,10.107178,5,4,189,131,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed7070018__Bstart,,B,A,victory,10,"0,2,SQUARE | 1,1,CIRCLE | 2,1,TRIANGLE | 3,0,SQUARE",2.759478,7.183350,5,5,150,186,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed8080017__Astart,,A,B,victory,14,"1,1,CIRCLE | 2,1,SQUARE | 0,3,SQUARE | 3,3,CIRCLE",3.949298,10.999081,7,7,193,160,1,1,0,0,1,0
AlphaBeta++__vs__Génétique (éval AB)__seed8080018__Bstart,,B,B,victory,9,"1,2,SQUARE | 2,1,CIRCLE | 0,0,DIAMOND | 2,2,DIAMOND",2.787686,6.800573,4,5,132,195,0,0,0,0,1,0
AlphaBeta++__vs__Génétique (éval AB)__seed9090017__Astart,,A,A,victory,7,"1,1,CIRCLE | 1,2,TRIANGLE | 0,3,SQUARE | 2,0,DIAMOND",3.791048,9.292227,4,3,175,121,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed9090018__Bstart,,B,A,victory,10,"2,3,CIRCLE | 1,1,CIRCLE | 1,2,TRIANGLE | 2,0,TRIANGLE",2.804139,8.352925,5,5,155,185,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed1120017__Astart,,A,A,victory,7,"1,1,CIRCLE | 2,2,DIAMOND | 0,2,SQUARE | 3,1,SQUARE",3.100420,10.142057,4,3,177,121,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed1120018__Bstart,,B,A,victory,10,"1,0,TRIANGLE | 2,1,CIRCLE | 2,2,SQUARE | 3,3,TRIANGLE",2.775431,6.572833,5,5,150,186,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed2130017__Astart,,A,A,victory,7,"1,1,CIRCLE | 2,1,TRIANGLE | 3,0,SQUARE | 0,3,DIAMOND",3.787824,9.219421,4,3,175,121,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed2130018__Bstart,,B,B,victory,9,"3,2,SQUARE | 1,1,CIRCLE | 2,1,DIAMOND | 2,3,TRIANGLE",2.731493,6.162726,4,5,136,187,0,0,0,0,1,0
AlphaBeta++__vs__Génétique (éval AB)__seed3140017__Astart,,A,A,victory,7,"1,1,CIRCLE | 1,2,TRIANGLE | 0,3,SQUARE | 3,0,DIAMOND",3.787601,9.738457,4,3,175,121,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed3140018__Bstart,,B,B,victory,11,"0,1,TRIANGLE | 2,2,CIRCLE | 3,0,CIRCLE | 3,1,DIAMOND",2.925045,6.144313,5,6,148,192,0,0,0,0,1,0
AlphaBeta++__vs__Génétique (éval AB)__seed4150017__Astart,,A,A,victory,7,"1,1,CIRCLE | 1,2,TRIANGLE | 0,3,SQUARE | 3,0,DIAMOND",3.786439,9.453062,4,3,175,121,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed4150018__Bstart,,B,B,victory,9,"2,3,TRIANGLE | 1,1,CIRCLE | 1,2,SQUARE | 3,2,DIAMOND",2.833195,6.139741,4,5,137,186,0,0,0,0,1,0
AlphaBeta++__vs__Génétique (éval AB)__seed5160017__Astart,,A,A,victory,7,"1,1,CIRCLE | 2,2,TRIANGLE | 0,2,SQUARE | 3,0,DIAMOND",3.429686,11.102050,4,3,174,120,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed5160018__Bstart,,B,B,victory,7,"2,1,DIAMOND | 1,2,CIRCLE | 0,0,TRIANGLE | 1,3,SQUARE",2.539406,6.243253,3,4,122,168,0,0,0,0,1,0
AlphaBeta++__vs__Génétique (éval AB)__seed6170017__Astart,,A,A,victory,7,"1,1,CIRCLE | 1,2,TRIANGLE | 0,3,SQUARE | 3,0,DIAMOND",3.786179,9.704173,4,3,176,121,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed6170018__Bstart,,B,B,victory,9,"1,3,TRIANGLE | 2,1,CIRCLE | 2,2,DIAMOND | 0,2,SQUARE",2.756844,5.601623,4,5,136,192,0,0,0,0,1,0
AlphaBeta++__vs__Génétique (éval AB)__seed7180017__Astart,,A,A,victory,7,"1,1,CIRCLE | 1,2,TRIANGLE | 0,3,SQUARE | 2,1,SQUARE",3.785976,9.546567,4,3,179,122,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed7180018__Bstart,,B,B,victory,9,"1,3,TRIANGLE | 2,1,CIRCLE | 2,2,DIAMOND | 0,2,SQUARE",2.766970,5.802370,4,5,136,192,0,0,0,0,1,0
AlphaBeta++__vs__Génétique (éval AB)__seed8190017__Astart,,A,A,victory,7,"1,1,CIRCLE | 2,1,TRIANGLE | 3,0,SQUARE | 0,2,DIAMOND",3.791260,9.247037,4,3,178,121,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed8190018__Bstart,,B,B,victory,11,"1,3,DIAMOND | 2,1,CIRCLE | 2,2,SQUARE | 3,1,TRIANGLE",2.799923,5.738241,5,6,151,195,0,0,0,0,1,0
AlphaBeta++__vs__Génétique (éval AB)__seed9200017__Astart,,A,A,victory,7,"1,1,CIRCLE | 2,1,TRIANGLE | 3,0,SQUARE | 0,3,DIAMOND",3.788942,10.095636,4,3,176,121,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed9200018__Bstart,,B,A,victory,10,"1,2,CIRCLE | 2,1,CIRCLE | 2,3,TRIANGLE | 1,0,TRIANGLE",2.849247,8.512768,5,5,148,185,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed1010019__Astart,,A,A,victory,7,"1,1,CIRCLE | 2,1,DIAMOND | 3,0,SQUARE | 0,3,TRIANGLE",3.741302,9.267070,4,3,177,121,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed1010020__Bstart,,B,A,victory,10,"1,2,TRIANGLE | 2,1,CIRCLE | 3,3,CIRCLE | 3,2,DIAMOND",2.756314,6.270630,5,5,140,185,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed2020019__Astart,,A,A,victory,7,"1,1,CIRCLE | 2,1,TRIANGLE | 3,0,SQUARE | 0,3,DIAMOND",3.788010,9.203076,4,3,175,121,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed2020020__Bstart,,B,A,victory,10,"0,2,CIRCLE | 1,1,CIRCLE | 2,1,SQUARE | 3,0,DIAMOND",2.864754,7.875530,5,5,143,189,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed3030019__Astart,,A,A,victory,9,"1,1,CIRCLE | 2,2,SQUARE | 0,3,SQUARE | 2,0,CIRCLE",3.806206,11.596550,5,4,196,132,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed3030020__Bstart,,B,B,victory,9,"3,3,DIAMOND | 1,1,CIRCLE | 1,2,TRIANGLE | 0,1,DIAMOND",2.761565,4.788989,4,5,138,192,0,0,0,0,1,0
AlphaBeta++__vs__Génétique (éval AB)__seed4040019__Astart,,A,A,victory,7,"1,1,CIRCLE | 2,2,SQUARE | 0,3,SQUARE | 2,0,CIRCLE",3.687432,11.633243,4,3,176,117,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed4040020__Bstart,,B,B,victory,9,"0,0,TRIANGLE | 2,2,CIRCLE | 1,3,CIRCLE | 0,2,SQUARE",2.648618,5.474785,4,5,134,200,0,0,0,0,1,0
AlphaBeta++__vs__Génétique (éval AB)__seed5050019__Astart,,A,B,victory,12,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 3,1,SQUARE",3.954943,12.894450,6,6,191,158,0,0,0,0,1,0
AlphaBeta++__vs__Génétique (éval AB)__seed5050020__Bstart,,B,A,victory,10,"3,3,CIRCLE | 1,1,CIRCLE | 1,2,SQUARE | 3,0,SQUARE",2.790980,7.588945,5,5,153,185,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed6060019__Astart,,A,B,victory,14,"1,1,CIRCLE | 2,1,SQUARE | 0,3,SQUARE | 3,3,CIRCLE",3.969163,11.620074,7,7,193,160,1,1,0,0,1,0
AlphaBeta++__vs__Génétique (éval AB)__seed6060020__Bstart,,B,A,victory,12,"3,2,CIRCLE | 1,1,CIRCLE | 2,1,SQUARE | 0,2,SQUARE",2.859457,9.174559,6,6,157,192,0,0,0,0,0,1
