game_uid,pair,starter,winner,end_reason,plies_total,opening,time_p1,time_p2,moves_p1,moves_p2,branch_sum_p1,branch_sum_p2,forced_p1,forced_p2,missed_win_p1,missed_win_p2,gave_opp_win_p1,gave_opp_win_p2
AlphaBeta++__vs__MCTS+__seed6170004__Bstart,,B,A,victory,8,"1,0,CIRCLE | 2,1,CIRCLE | 0,2,TRIANGLE | 0,0,SQUARE",2.572046,4.800697,4,4,144,175,0,0,0,0,0,1
AlphaBeta++__vs__MCTS+__seed7180003__Astart,,A,B,no_move,12,"1,1,CIRCLE | 2,3,DIAMOND | 2,2,SQUARE | 3,0,TRIANGLE",3.896395,7.201338,6,6,173,140,0,0,0,0,0,0
AlphaBeta++__vs__MCTS+__seed7180004__Bstart,,B,B,victory,9,"1,0,CIRCLE | 2,1,CIRCLE | 0,2,SQUARE | 3,3,SQUARE",3.119450,4.807093,4,5,133,182,0,0,0,0,1,0
AlphaBeta++__vs__MCTS+__seed8190003__Astart,,A,A,victory,9,"1,1,CIRCLE | 3,1,DIAMOND | 2,2,SQUARE | 2,3,TRIANGLE",4.024193,4.800567,5,4,186,130,0,0,0,0,0,1
AlphaBeta++__vs__MCTS+__seed8190004__Bstart,,B,B,victory,9,"3,0,SQUARE | 1,2,CIRCLE | 2,2,TRIANGLE | 2,3,SQUARE",2.896865,4.801309,4,5,139,186,0,0,0,0,1,0
AlphaBeta++__vs__MCTS+__seed9200003__Astart,,A,B,no_move,10,"1,1,CIRCLE | 0,3,SQUARE | 0,2,TRIANGLE | 1,0,DIAMOND",3.828886,6.000679,5,5,171,132,0,0,0,0,0,0
AlphaBeta++__vs__MCTS+__seed9200004__Bstart,,B,B,victory,9,"3,3,SQUARE | 1,1,CIRCLE | 2,0,CIRCLE | 0,2,SQUARE",2.878234,4.801340,4,5,136,187,0,0,0,0,1,0
AlphaBeta++__vs__MCTS+__seed1010005__Astart,,A,A,victory,9,"1,1,CIRCLE | 1,3,DIAMOND | 2,2,SQUARE | 3,2,TRIANGLE",3.928383,4.800690,5,4,185,128,0,0,0,0,0,1
AlphaBeta++__vs__MCTS+__seed1010006__Bstart,,B,B,victory,11,"3,3,SQUARE | 1,1,CIRCLE | 2,0,DIAMOND | 0,3,DIAMOND",3.006002,6.001088,5,6,134,200,0,0,0,0,1,0
AlphaBeta++__vs__MCTS+__seed2020005__Astart,,A,B,victory,8,"1,1,CIRCLE | 0,0,DIAMOND | 2,2,DIAMOND | 1,3,SQUARE",3.792084,3.601562,4,4,164,145,0,0,0,0,1,0
AlphaBeta++__vs__MCTS+__seed2020006__Bstart,,B,B,victory,13,"1,3,TRIANGLE | 1,1,CIRCLE | 2,0,SQUARE | 2,2,DIAMOND",2.968931,7.201848,6,7,138,200,0,0,0,0,1,0
AlphaBeta++__vs__MCTS+__seed3030005__Astart,,A,B,victory,8,"1,1,CIRCLE | 0,0,TRIANGLE | 2,2,TRIANGLE | 1,3,DIAMOND",3.802594,3.601165,4,4,164,145,0,0,0,0,1,0
AlphaBeta++__vs__MCTS+__seed3030006__Bstart,,B,A,victory,14,"1,1,DIAMOND | 2,2,CIRCLE | 0,3,CIRCLE | 3,3,DIAMOND",3.077811,8.401135,7,7,154,188,0,1,0,0,0,1
AlphaBeta++__vs__MCTS+__seed4040005__Astart,,A,A,victory,9,"1,1,CIRCLE | 0,2,DIAMOND | 2,2,SQUARE | 3,3,TRIANGLE",3.942878,4.800926,5,4,183,131,0,0,0,0,0,1
AlphaBeta++__vs__MCTS+__seed4040006__Bstart,,B,B,victory,9,"1,2,SQUARE | 2,1,CIRCLE | 0,0,DIAMOND | 2,2,DIAMOND",3.025622,4.810168,4,5,124,191,0,0,0,0,1,0
AlphaBeta++__vs__MCTS+__seed5050005__Astart,,A,B,victory,8,"1,1,CIRCLE | 3,0,DIAMOND | 2,0,SQUARE | 0,1,TRIANGLE",3.800979,3.600876,4,4,164,137,0,0,0,0,1,0
AlphaBeta++__vs__MCTS+__seed5050006__Bstart,,B,A,victory,10,"3,3,CIRCLE | 1,1,CIRCLE | 0,2,TRIANGLE | 2,0,TRIANGLE",2.982151,6.000869,5,5,147,184,0,0,0,0,0,1
AlphaBeta++__vs__MCTS+__seed6060005__Astart,,A,B,victory,12,"1,1,CIRCLE | 0,0,TRIANGLE | 2,2,TRIANGLE | 1,3,SQUARE",4.020287,6.000813,6,6,178,160,1,0,0,0,1,0
AlphaBeta++__vs__MCTS+__seed6060006__Bstart,,B,B,victory,9,"0,1,TRIANGLE | 2,2,CIRCLE | 1,3,SQUARE | 0,0,SQUARE",2.968363,4.801595,4,5,132,184,0,0,0,0,1,0
AlphaBeta++__vs__MCTS+__seed7070005__Astart,,A,A,victory,9,"1,1,CIRCLE | 3,1,DIAMOND | 2,2,SQUARE | 2,3,TRIANGLE",4.039791,4.800940,5,4,186,130,0,0,0,0,0,1
AlphaBeta++__vs__MCTS+__seed7070006__Bstart,,B,A,victory,10,"3,1,SQUARE | 2,2,TRIANGLE | 0,3,CIRCLE | 1,3,DIAMOND",2.878709,6.001178,5,5,145,188,0,0,0,0,0,1
AlphaBeta++__vs__MCTS+__seed8080005__Astart,,A,A,victory,9,"1,1,CIRCLE | 3,3,SQUARE | 0,2,SQUARE | 2,0,TRIANGLE",3.880702,4.800940,5,4,188,135,0,0,0,0,0,1
AlphaBeta++__vs__MCTS+__seed8080006__Bstart,,B,B,victory,9,"3,0,TRIANGLE | 1,2,CIRCLE | 0,1,CIRCLE | 1,0,DIAMOND",2.741312,4.800936,4,5,134,200,0,0,0,0,1,0
AlphaBeta++__vs__MCTS+__seed9090005__Astart,,A,A,victory,9,"1,1,CIRCLE | 3,3,SQUARE | 0,2,SQUARE | 2,0,CIRCLE",3.925694,4.800831,5,4,187,135,0,0,0,0,0,1
AlphaBeta++__vs__MCTS+__seed9090006__Bstart,,B,A,victory,10,"3,0,CIRCLE | 1,2,CIRCLE | 0,1,DIAMOND | 2,3,DIAMOND",2.932212,6.007127,5,5,147,184,0,0,0,0,0,1
AlphaBeta++__vs__MCTS+__seed1120005__Astart,,A,B,victory,10,"1,1,CIRCLE | 3,3,DIAMOND | 2,3,SQUARE | 0,2,TRIANGLE",3.829929,4.801011,5,5,170,139,0,0,0,0,1,0
AlphaBeta++__vs__MCTS+__seed1120006__Bstart,,B,B,victory,11,"3,3,CIRCLE | 1,1,CIRCLE | 2,0,SQUARE | 0,2,SQUARE",2.919515,6.000940,5,6,134,199,0,0,0,0,1,0
AlphaBeta++__vs__MCTS+__seed2130005__Astart,,A,B,no_move,12,"1,1,CIRCLE | 1,0,SQUARE | 2,2,TRIANGLE | 0,3,DIAMOND",3.895947,7.200917,6,6,175,139,0,0,0,0,0,0
AlphaBeta++__vs__MCTS+__seed2130006__Bstart,,B,B,victory,9,"2,3,DIAMOND | 1,1,CIRCLE | 0,2,SQUARE | 3,3,SQUARE",2.949244,4.800866,4,5,130,184,0,0,0,0,1,0
AlphaBeta++__vs__MCTS+__seed3140005__Astart,,A,A,victory,9,"1,1,CIRCLE | 1,2,TRIANGLE | 0,3,SQUARE | 0,0,DIAMOND",4.062494,4.801257,5,4,193,134,0,0,0,0,0,1
AlphaBeta++__vs__MCTS+__seed3140006__Bstart,,B,A,victory,10,"0,2,SQUARE | 1,1,CIRCLE | 1,0,TRIANGLE | 0,3,DIAMOND",2.955099,6.001592,5,5,144,185,0,0,0,0,0,1
AlphaBeta++__vs__MCTS+__seed4150005__Astart,,A,B,no_move,12,"1,1,CIRCLE | 2,3,DIAMOND | 2,2,SQUARE | 3,0,TRIANGLE",3.899808,7.200978,6,6,173,138,0,0,0,0,0,0
AlphaBeta++__vs__MCTS+__seed4150006__Bstart,,B,B,victory,11,"1,3,TRIANGLE | 2,1,CIRCLE | 0,0,DIAMOND | 2,2,SQUARE",2.957692,6.001281,5,6,142,178,0,0,0,0,1,0
AlphaBeta++__vs__MCTS+__seed5160005__Astart,,A,B,victory,12,"1,1,CIRCLE | 0,0,DIAMOND | 2,2,DIAMOND | 3,1,SQUARE",3.956829,6.001151,6,6,177,152,0,0,0,0,1,0
AlphaBeta++__vs__MCTS+__seed5160006__Bstart,,B,B,victory,9,"0,0,CIRCLE | 2,2,SQUARE | 1,3,TRIANGLE | 3,1,TRIANGLE",2.843207,4.814700,4,5,135,180,0,0,0,0,1,0
AlphaBeta++__vs__MCTS+__seed6170005__Astart,,A,A,victory,9,"1,1,CIRCLE | 0,3,TRIANGLE | 0,2,SQUARE | 1,0,DIAMOND",3.888226,4.801168,5,4,186,128,0,0,0,0,0,1
AlphaBeta++__vs__MCTS+__seed6170006__Bstart,,B,B,victory,9,"3,2,CIRCLE | 1,1,CIRCLE | 2,0,DIAMOND | 0,2,DIAMOND",2.976641,4.800936,4,5,133,190,0,0,0,0,1,0
AlphaBeta++__vs__MCTS+__seed7180005__Astart,,A,B,victory,10,"1,1,CIRCLE | 0,0,SQUARE | 2,2,SQUARE | 3,1,TRIANGLE",3.727681,4.801013,5,5,187,146,0,0,0,0,1,0
AlphaBeta++__vs__MCTS+__seed7180006__Bstart,,B,B,victory,9,"0,0,DIAMOND | 2,2,CIRCLE | 1,3,TRIANGLE | 0,1,TRIANGLE",2.915093,4.800909,4,5,136,183,0,0,0,0,1,0
AlphaBeta++__vs__MCTS+__seed8190005__Astart,,A,A,victory,9,"1,1,CIRCLE | 2,0,TRIANGLE | 2,2,SQUARE | 0,1,DIAMOND",3.885852,4.800754,5,4,187,129,0,0,0,0,0,1
AlphaBeta++__vs__MCTS+__seed8190006__Bstart,,B,B,victory,11,"0,3,TRIANGLE | 2,1,CIRCLE | 3,2,SQUARE | 1,3,SQUARE",2.943487,6.000846,5,6,145,180,0,0,0,0,1,0
AlphaBeta++__vs__MCTS+__seed9200005__Astart,,A,A,victory,11,"1,1,CIRCLE | 2,0,SQUARE | 2,2,TRIANGLE | 0,1,DIAMOND",3.943052,6.000934,6,5,196,141,0,0,0,0,0,1
AlphaBeta++__vs__MCTS+__seed9200006__Bstart,,B,B,no_move,9,"3,3,TRIANGLE | 1,1,CIRCLE | 2,0,DIAMOND | 3,2,SQUARE",2.871055,6.001132,4,5,127,170,0,0,0,0,0,0
Génétique+__vs__MCTS+__seed1010001__Astart,,A,B,victory,12,"1,2,DIAMOND | 1,1,TRIANGLE | 0,2,CIRCLE | 2,3,SQUARE",6.139585,6.001447,6,6,175,146,0,0,0,0,1,0
Génétique+__vs__MCTS+__seed1010002__Bstart,,B,B,victory,9,"1,3,DIAMOND | 2,2,TRIANGLE | 0,1,TRIANGLE | 0,3,CIRCLE",4.325327,4.801156,4,5,134,178,0,0,0,0,1,0
Génétique+__vs__MCTS+__seed2020001__Astart,,A,B,victory,10,"2,2,CIRCLE | 1,2,TRIANGLE | 0,0,SQUARE | 0,1,DIAMOND",5.498050,4.801281,5,5,176,147,0,0,0,0,1,0
Génétique+__vs__MCTS+__seed2020002__Bstart,,B,A,victory,10,"2,0,SQUARE | 3,3,DIAMOND | 1,1,TRIANGLE | 2,1,CIRCLE",4.640990,6.000836,5,5,146,185,0,0,0,0,0,1
Génétique+__vs__MCTS+__seed3030001__Astart,,A,B,victory,12,"1,2,DIAMOND | 2,3,CIRCLE | 3,2,TRIANGLE | 0,2,SQUARE",6.113015,6.000618,6,6,173,157,0,0,0,0,1,0
Génétique+__vs__MCTS+__seed3030002__Bstart,,B,B,victory,9,"0,2,TRIANGLE | 1,1,SQUARE | 2,1,DIAMOND | 2,0,CIRCLE",4.289762,4.800817,4,5,129,185,0,0,0,0,1,0
Génétique+__vs__MCTS+__seed4040001__Astart,,A,A,victory,9,"1,1,SQUARE | 2,2,CIRCLE | 3,0,TRIANGLE | 0,3,TRIANGLE",4.919665,4.800867,5,4,188,136,0,0,0,0,0,1
Génétique+__vs__MCTS+__seed4040002__Bstart,,B,B,no_move,11,"3,2,TRIANGLE | 1,1,CIRCLE | 2,0,CIRCLE | 2,2,DIAMOND",5.202520,7.200894,5,6,128,192,0,0,0,0,0,0
Génétique+__vs__MCTS+__seed5050001__Astart,,A,B,victory,8,"1,2,SQUARE | 2,0,DIAMOND | 3,1,SQUARE | 0,0,CIRCLE",4.419150,3.600557,4,4,155,144,0,0,0,0,1,0
Génétique+__vs__MCTS+__seed5050002__Bstart,,B,A,no_move,8,"3,1,DIAMOND | 1,2,SQUARE | 2,3,CIRCLE | 1,0,SQUARE",4.077415,4.800990,4,4,115,167,0,0,0,0,0,0
Génétique+__vs__MCTS+__seed6060001__Astart,,A,A,victory,9,"1,1,CIRCLE | 3,0,SQUARE | 0,2,TRIANGLE | 2,3,CIRCLE",5.093174,4.800863,5,4,186,134,0,0,0,0,0,1
Génétique+__vs__MCTS+__seed6060002__Bstart,,B,B,no_move,9,"3,0,SQUARE | 2,2,CIRCLE | 2,3,DIAMOND | 1,1,TRIANGLE",4.277583,6.001655,4,5,128,169,0,0,0,0,0,0
Génétique+__vs__MCTS+__seed7070001__Astart,,A,B,victory,8,"1,1,SQUARE | 1,0,CIRCLE | 0,2,DIAMOND | 0,3,TRIANGLE",4.709450,3.601071,4,4,173,140,0,0,0,0,1,0
Génétique+__vs__MCTS+__seed7070002__Bstart,,B,B,victory,7,"0,3,TRIANGLE | 1,2,SQUARE | 2,2,CIRCLE | 0,0,DIAMOND",3.303662,3.600903,3,4,122,180,0,0,0,0,1,0
Génétique+__vs__MCTS+__seed8080001__Astart,,A,B,victory,10,"2,1,CIRCLE | 3,0,DIAMOND | 1,1,CIRCLE | 3,3,SQUARE",5.185050,4.800565,5,5,166,152,0,0,0,0,1,0
Génétique+__vs__MCTS+__seed8080002__Bstart,,B,B,victory,9,"2,2,DIAMOND | 3,1,SQUARE | 3,0,TRIANGLE | 2,3,CIRCLE",4.602448,4.801203,4,5,126,186,0,0,0,0,1,0
Génétique+__vs__MCTS+__seed9090001__Astart,,A,A,no_move,9,"1,1,SQUARE | 2,3,DIAMOND | 3,0,TRIANGLE | 3,1,CIRCLE",4.725574,4.800558,5,4,167,128,0,0,0,0,0,0
Génétique+__vs__MCTS+__seed9090002__Bstart,,B,B,no_move,11,"0,0,TRIANGLE | 3,1,DIAMOND | 2,1,CIRCLE | 1,0,SQUARE",5.053855,7.200978,5,6,131,186,0,0,0,0,0,0
Génétique+__vs__MCTS+__seed1120001__Astart,,A,B,victory,8,"0,0,CIRCLE | 3,0,SQUARE | 2,2,TRIANGLE | 2,3,DIAMOND",4.554927,3.600747,4,4,165,139,0,0,0,0,1,0
Génétique+__vs__MCTS+__seed1120002__Bstart,,B,B,victory,11,"0,2,CIRCLE | 1,1,SQUARE | 2,3,DIAMOND | 0,3,TRIANGLE",4.650117,6.001017,5,6,144,183,0,0,0,0,1,0
Génétique+__vs__MCTS+__seed2130001__Astart,,A,B,victory,10,"0,1,CIRCLE | 1,3,SQUARE | 1,2,TRIANGLE | 0,0,DIAMOND",5.118531,4.800706,5,5,173,137,0,0,0,0,1,0
Génétique+__vs__MCTS+__seed2130002__Bstart,,B,A,victory,12,"0,2,CIRCLE | 1,1,DIAMOND | 2,3,SQUARE | 2,2,DIAMOND",4.997803,7.201004,6,6,117,190,1,0,0,0,0,1
Génétique+__vs__MCTS+__seed3140001__Astart,,A,B,victory,10,"0,0,CIRCLE | 1,3,SQUARE | 2,1,TRIANGLE | 3,2,DIAMOND",5.381244,4.800932,5,5,171,140,0,0,0,0,1,0
Génétique+__vs__MCTS+__seed3140002__Bstart,,B,B,victory,11,"1,1,DIAMOND | 1,2,CIRCLE | 2,0,SQUARE | 3,3,TRIANGLE",5.249338,6.001031,5,6,133,192,0,0,0,0,1,0
Génétique+__vs__MCTS+__seed4150001__Astart,,A,B,victory,10,"2,1,SQUARE | 3,1,TRIANGLE | 0,3,SQUARE | 1,0,CIRCLE",4.923933,4.800481,5,5,158,137,0,0,0,0,1,0
Génétique+__vs__MCTS+__seed4150002__Bstart,,B,B,victory,7,"1,1,CIRCLE | 1,3,TRIANGLE | 3,0,DIAMOND | 2,0,TRIANGLE",3.144789,3.600573,3,4,111,178,0,0,0,0,1,0
Génétique+__vs__MCTS+__seed5160001__Astart,,A,B,victory,8,"2,1,DIAMOND | 0,3,CIRCLE | 2,2,TRIANGLE | 3,2,SQUARE",4.772570,3.600726,4,4,162,135,0,0,0,0,1,0
Génétique+__vs__MCTS+__seed5160002__Bstart,,B,B,victory,7,"0,0,DIAMOND | 1,1,SQUARE | 2,1,TRIANGLE | 2,2,SQUARE",3.420003,3.600698,3,4,111,179,0,0,0,0,1,0
Génétique+__vs__MCTS+__seed6170001__Astart,,A,B,victory,10,"2,2,TRIANGLE | 0,1,SQUARE | 1,1,TRIANGLE | 3,0,CIRCLE",5.503126,4.801006,5,5,158,145,0,0,0,0,1,0
Génétique+__vs__MCTS+__seed6170002__Bstart,,B,B,no_move,13,"1,2,CIRCLE | 3,3,SQUARE | 0,0,SQUARE | 2,1,TRIANGLE",5.394024,8.401062,6,7,144,187,0,1,0,0,0,0
Génétique+__vs__MCTS+__seed7180001__Astart,,A,B,victory,8,"3,1,TRIANGLE | 1,0,DIAMOND | 2,2,SQUARE | 0,3,TRIANGLE",4.631670,3.601300,4,4,162,144,0,0,0,0,1,0
Génétique+__vs__MCTS+__seed7180002__Bstart,,B,B,no_move,11,"1,3,SQUARE | 2,2,DIAMOND | 3,2,TRIANGLE | 0,3,CIRCLE",4.934921,7.201539,5,6,131,184,0,1,0,0,0,0
Génétique+__vs__MCTS+__seed8190001__Astart,,A,B,victory,8,"2,2,TRIANGLE | 1,0,CIRCLE | 2,1,TRIANGLE | 3,1,SQUARE",4.473440,3.600412,4,4,152,144,0,0,0,0,1,0
Génétique+__vs__MCTS+__seed8190002__Bstart,,B,B,no_move,11,"0,3,DIAMOND | 1,1,CIRCLE | 1,0,TRIANGLE | 0,2,SQUARE",5.104242,7.200937,5,6,131,184,0,1,0,0,0,0
Génétique+__vs__MCTS+__seed9200001__Astart,,A,B,victory,10,"1,2,CIRCLE | 0,0,DIAMOND | 3,2,CIRCLE | 1,3,SQUARE",5.387125,4.800814,5,5,158,143,0,0,0,0,1,0
Génétique+__vs__MCTS+__seed9200002__Bstart,,B,B,victory,7,"0,2,DIAMOND | 2,2,SQUARE | 1,0,TRIANGLE | 1,1,SQUARE",3.466123,3.601061,3,4,111,179,0,0,0,0,1,0
Génétique+__vs__MCTS+__seed1010003__Astart,,A,B,no_move,12,"3,0,TRIANGLE | 2,3,SQUARE | 1,2,TRIANGLE | 0,1,SQUARE",5.966768,7.200950,6,6,160,126,0,0,0,0,0,0
Génétique+__vs__MCTS+__seed1010004__Bstart,,B,B,victory,9,"2,1,TRIANGLE | 1,0,DIAMOND | 3,2,SQUARE | 0,3,CIRCLE",4.061042,4.801236,4,5,129,173,0,0,0,0,1,0
Génétique+__vs__MCTS+__seed2020003__Astart,,A,B,victory,8,"2,1,SQUARE | 2,2,TRIANGLE | 1,0,DIAMOND | 0,3,CIRCLE",4.706054,3.600827,4,4,173,142,0,0,0,0,1,0
Génétique+__vs__MCTS+__seed2020004__Bstart,,B,B,victory,11,"3,1,TRIANGLE | 3,2,CIRCLE | 0,0,DIAMOND | 2,3,DIAMOND",5.123987,6.001328,5,6,127,203,1,0,0,0,1,0
Génétique+__vs__MCTS+__seed3030003__Astart,,A,B,no_move,12,"2,1,DIAMOND | 0,0,SQUARE | 1,2,DIAMOND | 3,3,SQUARE",5.800138,7.201271,6,6,159,124,1,1,0,0,0,0
Génétique+__vs__MCTS+__seed3030004__Bstart,,B,B,victory,7,"0,3,DIAMOND | 2,2,TRIANGLE | 3,2,CIRCLE | 3,1,SQUARE",3.520488,3.600764,3,4,120,176,0,0,0,0,1,0
Génétique+__vs__MCTS+__seed4040003__Astart,,A,B,no_move,10,"2,2,TRIANGLE | 3,3,SQUARE | 1,1,TRIANGLE | 3,0,CIRCLE",5.186446,6.000562,5,5,156,132,1,1,0,0,0,0
Génétique+__vs__MCTS+__seed4040004__Bstart,,B,A,victory,10,"1,0,CIRCLE | 2,2,SQUARE | 3,1,DIAMOND | 3,0,TRIANGLE",4.645768,6.001309,5,5,149,185,0,0,0,0,0,1
Génétique+__vs__MCTS+__seed5050003__Astart,,A,B,no_move,12,"2,1,DIAMOND | 3,3,TRIANGLE | 1,2,DIAMOND | 0,0,TRIANGLE",6.011592,7.200562,6,6,162,124,1,1,0,0,0,0
Génétique+__vs__MCTS+__seed5050004__Bstart,,B,B,no_move,11,"2,3,CIRCLE | 3,1,SQUARE | 1,2,DIAMOND | 2,2,TRIANGLE",5.348138,7.201915,5,6,130,201,1,0,0,0,0,0
Génétique+__vs__MCTS+__seed6060003__Astart,,A,B,victory,12,"2,2,CIRCLE | 0,0,SQUARE | 1,1,DIAMOND | 1,3,TRIANGLE",5.290884,6.000539,6,6,167,147,1,0,0,0,1,0
Génétique+__vs__MCTS+__seed6060004__Bstart,,B,B,victory,9,"2,2,SQUARE | 1,1,CIRCLE | 3,0,DIAMOND | 2,3,CIRCLE",4.354437,4.800960,4,5,121,185,0,0,0,0,1,0
Génétique+__vs__MCTS+__seed7070003__Astart,,A,A,victory,11,"1,1,SQUARE | 0,0,CIRCLE | 3,2,SQUARE | 2,0,TRIANGLE",5.215561,6.000975,6,5,172,138,0,0,0,0,0,1
Génétique+__vs__MCTS+__seed7070004__Bstart,,B,B,victory,11,"1,1,DIAMOND | 0,2,SQUARE | 2,0,CIRCLE | 2,1,SQUARE",4.782758,6.000921,5,6,117,187,0,0,0,0,1,0
Génétique+__vs__MCTS+__seed8080003__Astart,,A,A,victory,11,"1,2,TRIANGLE | 2,1,TRIANGLE | 3,3,SQUARE | 0,0,CIRCLE",5.560405,6.000822,6,5,192,146,0,0,0,0,0,1
Génétique+__vs__MCTS+__seed8080004__Bstart,,B,B,victory,9,"2,2,SQUARE | 1,2,CIRCLE | 3,1,TRIANGLE | 1,0,CIRCLE",4.279191,4.800793,4,5,122,192,0,0,0,0,1,0
Génétique+__vs__MCTS+__seed9090003__Astart,,A,B,victory,8,"1,2,SQUARE | 3,2,DIAMOND | 2,3,TRIANGLE | 0,3,CIRCLE",4.694563,3.600975,4,4,177,144,0,0,0,0,1,0
Génétique+__vs__MCTS+__seed9090004__Bstart,,B,B,victory,9,"1,3,TRIANGLE | 2,2,SQUARE | 3,2,DIAMOND | 0,3,CIRCLE",4.340458,4.800967,4,5,126,186,0,0,0,0,1,0
