game_uid,pair,starter,winner,end_reason,plies_total,opening,time_p1,time_p2,moves_p1,moves_p2,branch_sum_p1,branch_sum_p2,forced_p1,forced_p2,missed_win_p1,missed_win_p2,gave_opp_win_p1,gave_opp_win_p2
AlphaBeta (baseline)__vs__AlphaBeta+__seed1010001__Astart,,A,B,victory,10,"0,0,CIRCLE | 1,2,CIRCLE | 2,1,SQUARE | 3,3,SQUARE",2.609264,3.763068,5,5,180,141,0,0,0,0,1,0
AlphaBeta (baseline)__vs__Génétique (baseline)__seed4040001__Astart,,A,A,victory,7,"0,0,CIRCLE | 1,1,TRIANGLE | 2,2,TRIANGLE | 2,1,SQUARE",1.740631,0.001604,4,3,180,119,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed4040002__Bstart,,B,A,victory,8,"2,2,DIAMOND | 1,1,CIRCLE | 2,1,SQUARE | 0,2,SQUARE",0.882898,0.002055,4,4,147,165,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed5050001__Astart,,A,A,victory,7,"0,0,CIRCLE | 2,2,TRIANGLE | 1,2,SQUARE | 2,1,DIAMOND",1.631003,0.001171,4,3,179,119,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed5050002__Bstart,,B,A,victory,6,"2,2,CIRCLE | 1,1,CIRCLE | 1,2,SQUARE | 2,0,SQUARE",1.736516,0.001181,3,3,125,149,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed6060001__Astart,,A,A,victory,7,"0,0,CIRCLE | 1,2,DIAMOND | 2,1,DIAMOND | 2,2,SQUARE",1.644700,0.001608,4,3,178,117,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed6060002__Bstart,,B,A,victory,6,"1,1,DIAMOND | 1,2,CIRCLE | 2,1,DIAMOND | 2,3,SQUARE",0.822374,0.001130,3,3,129,138,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed7070001__Astart,,A,A,victory,7,"0,0,CIRCLE | 2,2,CIRCLE | 1,2,SQUARE | 2,1,DIAMOND",1.879944,0.001675,4,3,179,119,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed7070002__Bstart,,B,A,victory,6,"2,1,SQUARE | 1,1,CIRCLE | 2,2,SQUARE | 0,2,TRIANGLE",0.782766,0.001160,3,3,129,138,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed8080001__Astart,,A,A,victory,7,"0,0,CIRCLE | 2,1,TRIANGLE | 1,2,TRIANGLE | 2,2,SQUARE",1.632850,0.001660,4,3,178,117,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed8080002__Bstart,,B,A,victory,6,"1,1,SQUARE | 1,2,CIRCLE | 2,1,TRIANGLE | 2,0,SQUARE",0.963009,0.002186,3,3,125,150,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed9090001__Astart,,A,A,victory,7,"0,0,CIRCLE | 1,2,TRIANGLE | 2,1,TRIANGLE | 1,1,DIAMOND",1.813385,0.001782,4,3,179,118,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed9090002__Bstart,,B,A,victory,6,"2,2,CIRCLE | 1,1,CIRCLE | 2,1,DIAMOND | 0,2,SQUARE",1.560828,0.001131,3,3,125,149,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed1120001__Astart,,A,A,victory,7,"0,0,CIRCLE | 1,1,DIAMOND | 2,2,DIAMOND | 2,1,CIRCLE",1.686309,0.001610,4,3,180,118,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed1120002__Bstart,,B,A,victory,8,"1,2,CIRCLE | 2,1,CIRCLE | 1,1,DIAMOND | 0,0,SQUARE",1.754107,0.001528,4,4,149,173,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed2130001__Astart,,A,A,victory,7,"0,0,CIRCLE | 2,2,CIRCLE | 1,2,SQUARE | 2,1,DIAMOND",1.854000,0.001793,4,3,179,119,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed2130002__Bstart,,B,A,victory,6,"1,2,TRIANGLE | 1,1,CIRCLE | 2,1,SQUARE | 2,2,DIAMOND",0.924530,0.001614,3,3,126,152,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed3140001__Astart,,A,A,victory,9,"0,0,CIRCLE | 2,2,SQUARE | 1,3,SQUARE | 1,2,CIRCLE",2.119040,0.002718,5,4,190,134,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed3140002__Bstart,,B,A,victory,8,"1,2,TRIANGLE | 1,1,CIRCLE | 2,2,DIAMOND | 0,3,SQUARE",0.810893,0.001526,4,4,148,175,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed4150001__Astart,,A,A,victory,7,"0,0,CIRCLE | 1,2,DIAMOND | 2,1,DIAMOND | 2,2,CIRCLE",1.778252,0.001630,4,3,177,117,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed4150002__Bstart,,B,A,victory,6,"2,2,CIRCLE | 1,1,CIRCLE | 2,1,DIAMOND | 0,2,SQUARE",1.360811,0.001738,3,3,125,149,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed5160001__Astart,,A,A,victory,7,"0,0,CIRCLE | 1,1,SQUARE | 2,2,SQUARE | 1,2,TRIANGLE",1.742557,0.001610,4,3,180,119,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed5160002__Bstart,,B,A,victory,8,"1,2,DIAMOND | 1,1,CIRCLE | 2,2,TRIANGLE | 0,3,SQUARE",0.662356,0.002016,4,4,139,165,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed6170001__Astart,,A,A,victory,7,"0,0,CIRCLE | 2,1,TRIANGLE | 1,2,TRIANGLE | 2,2,CIRCLE",1.766653,0.001161,4,3,177,117,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed6170002__Bstart,,B,A,victory,6,"2,2,DIAMOND | 1,1,CIRCLE | 2,1,DIAMOND | 0,2,SQUARE",0.596704,0.001116,3,3,129,137,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed7180001__Astart,,A,A,victory,7,"0,0,CIRCLE | 2,1,CIRCLE | 1,2,SQUARE | 1,1,DIAMOND",1.817904,0.001139,4,3,178,119,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed7180002__Bstart,,B,A,victory,6,"1,2,TRIANGLE | 1,1,CIRCLE | 2,2,TRIANGLE | 2,0,SQUARE",0.743332,0.001733,3,3,129,138,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed8190001__Astart,,A,A,victory,7,"0,0,CIRCLE | 1,2,TRIANGLE | 2,1,TRIANGLE | 1,1,SQUARE",1.752467,0.001667,4,3,179,118,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed8190002__Bstart,,B,A,victory,6,"1,1,SQUARE | 1,2,CIRCLE | 2,1,CIRCLE | 2,0,SQUARE",1.373635,0.001170,3,3,125,150,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed9200001__Astart,,A,A,victory,7,"0,0,CIRCLE | 2,2,CIRCLE | 1,2,SQUARE | 2,1,DIAMOND",1.956367,0.001164,4,3,179,119,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed9200002__Bstart,,B,A,victory,6,"1,2,CIRCLE | 2,1,CIRCLE | 2,2,TRIANGLE | 0,0,SQUARE",1.704029,0.001148,3,3,123,148,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed1010003__Astart,,A,A,victory,7,"0,0,CIRCLE | 2,1,SQUARE | 1,2,SQUARE | 2,2,TRIANGLE",1.584262,0.001276,4,3,178,117,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed1010004__Bstart,,B,A,victory,8,"2,2,SQUARE | 1,1,CIRCLE | 1,2,DIAMOND | 0,3,SQUARE",0.873928,0.002058,4,4,144,164,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed2020003__Astart,,A,A,victory,7,"0,0,CIRCLE | 1,2,TRIANGLE | 2,1,TRIANGLE | 2,2,DIAMOND",1.592288,0.002163,4,3,176,117,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed2020004__Bstart,,B,A,victory,8,"1,2,DIAMOND | 1,1,CIRCLE | 2,2,CIRCLE | 0,3,SQUARE",0.845325,0.002625,4,4,147,165,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed3030003__Astart,,A,A,victory,7,"0,0,CIRCLE | 2,2,DIAMOND | 1,2,SQUARE | 1,1,DIAMOND",1.631422,0.001817,4,3,178,110,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed3030004__Bstart,,B,A,victory,8,"2,2,CIRCLE | 1,1,CIRCLE | 1,2,TRIANGLE | 0,3,SQUARE",1.678529,0.001521,4,4,146,173,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed4040003__Astart,,A,A,victory,7,"0,0,CIRCLE | 1,2,CIRCLE | 2,1,SQUARE | 2,2,TRIANGLE",1.923158,0.001724,4,3,177,118,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed4040004__Bstart,,B,A,victory,6,"2,1,SQUARE | 1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE",1.145769,0.002773,3,3,125,150,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed5050003__Astart,,A,A,victory,9,"0,0,CIRCLE | 2,1,CIRCLE | 1,2,SQUARE | 2,2,CIRCLE",1.983840,0.002069,5,4,202,125,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed5050004__Bstart,,B,A,victory,8,"2,2,SQUARE | 1,1,CIRCLE | 1,2,DIAMOND | 0,3,SQUARE",0.785034,0.003099,4,4,147,164,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed6060003__Astart,,A,A,victory,7,"0,0,CIRCLE | 2,2,DIAMOND | 1,2,SQUARE | 2,1,DIAMOND",1.673028,0.001508,4,3,181,106,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed6060004__Bstart,,B,A,victory,8,"1,1,DIAMOND | 1,2,CIRCLE | 2,1,CIRCLE | 0,0,SQUARE",1.088538,0.002074,4,4,147,174,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed7070003__Astart,,A,A,victory,7,"0,0,CIRCLE | 2,2,CIRCLE | 1,2,SQUARE | 2,1,SQUARE",1.988418,0.002247,4,3,177,118,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed7070004__Bstart,,B,A,victory,8,"1,2,CIRCLE | 2,1,CIRCLE | 2,2,DIAMOND | 0,0,SQUARE",1.653662,0.002102,4,4,145,162,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed8080003__Astart,,A,A,victory,7,"0,0,CIRCLE | 2,1,TRIANGLE | 1,2,TRIANGLE | 2,2,SQUARE",1.645132,0.001449,4,3,178,117,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed8080004__Bstart,,B,A,victory,6,"1,2,SQUARE | 1,1,CIRCLE | 2,2,SQUARE | 2,0,TRIANGLE",0.808977,0.001420,3,3,129,138,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed9090003__Astart,,A,A,victory,7,"0,0,CIRCLE | 1,2,DIAMOND | 2,1,DIAMOND | 1,1,TRIANGLE",1.588319,0.001143,4,3,179,118,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed9090004__Bstart,,B,A,victory,8,"2,1,TRIANGLE | 1,1,CIRCLE | 1,2,DIAMOND | 2,2,SQUARE",0.947544,0.001812,4,4,145,176,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed1120003__Astart,,A,A,victory,7,"0,0,CIRCLE | 1,2,SQUARE | 2,1,SQUARE | 2,2,DIAMOND",1.483996,0.002681,4,3,178,117,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed1120004__Bstart,,B,A,victory,8,"2,1,SQUARE | 1,1,CIRCLE | 2,2,TRIANGLE | 0,2,SQUARE",1.012189,0.002182,4,4,149,166,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed2130003__Astart,,A,A,victory,7,"0,0,CIRCLE | 2,2,TRIANGLE | 1,2,SQUARE | 1,1,TRIANGLE",2.005194,0.001131,4,3,178,110,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed2130004__Bstart,,B,A,victory,8,"2,2,DIAMOND | 1,1,CIRCLE | 2,1,SQUARE | 0,2,SQUARE",0.868687,0.001916,4,4,148,165,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed3140003__Astart,,A,A,victory,7,"0,0,CIRCLE | 1,2,TRIANGLE | 2,1,TRIANGLE | 2,2,DIAMOND",1.552893,0.001113,4,3,178,117,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed3140004__Bstart,,B,A,victory,6,"1,2,SQUARE | 1,1,CIRCLE | 2,2,CIRCLE | 2,0,SQUARE",1.172509,0.001145,3,3,125,150,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed4150003__Astart,,A,A,victory,7,"0,0,CIRCLE | 1,1,DIAMOND | 2,2,DIAMOND | 1,2,TRIANGLE",1.606498,0.001634,4,3,180,119,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed4150004__Bstart,,B,A,victory,6,"2,2,CIRCLE | 1,1,CIRCLE | 2,1,SQUARE | 0,2,SQUARE",1.728258,0.001145,3,3,125,149,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed5160003__Astart,,A,A,victory,7,"0,0,CIRCLE | 2,1,CIRCLE | 1,2,SQUARE | 2,2,DIAMOND",1.783504,0.001127,4,3,175,118,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed5160004__Bstart,,B,A,victory,6,"2,1,SQUARE | 1,1,CIRCLE | 1,2,SQUARE | 0,2,TRIANGLE",0.849419,0.001695,3,3,125,139,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed6170003__Astart,,A,A,victory,7,"0,0,CIRCLE | 2,1,DIAMOND | 1,2,DIAMOND | 1,1,TRIANGLE",1.460110,0.001654,4,3,179,118,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed6170004__Bstart,,B,A,victory,6,"1,1,DIAMOND | 1,2,CIRCLE | 2,1,DIAMOND | 2,3,SQUARE",0.813057,0.001605,3,3,129,138,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed7180003__Astart,,A,A,victory,7,"0,0,CIRCLE | 1,2,DIAMOND | 2,1,DIAMOND | 2,2,TRIANGLE",1.558603,0.001152,4,3,178,117,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed7180004__Bstart,,B,A,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 1,2,SQUARE | 0,0,SQUARE",2.361802,0.002598,4,4,144,169,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed8190003__Astart,,A,A,victory,7,"0,0,CIRCLE | 2,1,SQUARE | 1,2,SQUARE | 2,2,TRIANGLE",1.555399,0.001129,4,3,178,117,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed8190004__Bstart,,B,A,victory,8,"2,1,DIAMOND | 1,1,CIRCLE | 2,2,TRIANGLE | 0,2,SQUARE",0.704893,0.002654,4,4,147,171,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed9200003__Astart,,A,A,victory,7,"0,0,CIRCLE | 2,2,SQUARE | 1,3,SQUARE | 2,1,DIAMOND",1.711932,0.001658,4,3,177,117,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed9200004__Bstart,,B,A,victory,6,"1,1,SQUARE | 1,2,CIRCLE | 2,1,SQUARE | 2,3,TRIANGLE",0.964590,0.001959,3,3,129,138,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed1010005__Astart,,A,A,victory,9,"0,0,CIRCLE | 2,2,DIAMOND | 1,2,SQUARE | 2,1,TRIANGLE",1.623238,0.001743,5,4,185,135,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed1010006__Bstart,,B,A,victory,8,"1,2,DIAMOND | 1,1,CIRCLE | 2,2,SQUARE | 0,3,SQUARE",0.810483,0.001844,4,4,145,175,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed2020005__Astart,,A,A,victory,7,"0,0,CIRCLE | 2,1,TRIANGLE | 1,2,TRIANGLE | 2,2,CIRCLE",1.741075,0.001589,4,3,177,117,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed2020006__Bstart,,B,A,victory,8,"2,2,CIRCLE | 1,1,CIRCLE | 1,2,TRIANGLE | 0,3,SQUARE",1.654833,0.002724,4,4,146,173,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed3030005__Astart,,A,A,victory,7,"0,0,CIRCLE | 2,2,CIRCLE | 1,2,SQUARE | 1,1,DIAMOND",1.960465,0.001227,4,3,177,121,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed3030006__Bstart,,B,A,victory,8,"1,2,TRIANGLE | 1,1,CIRCLE | 2,1,SQUARE | 2,2,DIAMOND",1.057398,0.002735,4,4,141,170,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed4040005__Astart,,A,A,victory,7,"0,0,CIRCLE | 2,2,SQUARE | 1,3,SQUARE | 2,1,TRIANGLE",2.002279,0.001697,4,3,176,117,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed4040006__Bstart,,B,A,victory,10,"2,1,SQUARE | 1,1,CIRCLE | 1,2,TRIANGLE | 2,2,DIAMOND",1.083261,0.002467,5,5,153,176,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed5050005__Astart,,A,A,victory,7,"0,0,CIRCLE | 1,2,TRIANGLE | 2,1,TRIANGLE | 2,2,SQUARE",1.719299,0.001651,4,3,178,117,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed5050006__Bstart,,B,A,victory,8,"2,1,CIRCLE | 1,2,CIRCLE | 2,2,SQUARE | 0,0,SQUARE",1.987658,0.001580,4,4,148,172,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed6060005__Astart,,A,A,victory,7,"0,0,CIRCLE | 1,2,DIAMOND | 2,1,DIAMOND | 2,2,CIRCLE",1.742082,0.001191,4,3,177,117,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed6060006__Bstart,,B,A,victory,8,"1,2,CIRCLE | 2,1,CIRCLE | 2,2,DIAMOND | 0,0,SQUARE",1.580176,0.002135,4,4,145,162,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed7070005__Astart,,A,A,victory,7,"0,0,CIRCLE | 1,1,TRIANGLE | 2,2,TRIANGLE | 1,2,SQUARE",1.780092,0.001480,4,3,180,119,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed7070006__Bstart,,B,A,victory,8,"1,2,DIAMOND | 1,1,CIRCLE | 2,2,TRIANGLE | 0,3,SQUARE",0.673975,0.002003,4,4,139,165,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed8080005__Astart,,A,A,victory,7,"0,0,CIRCLE | 2,2,DIAMOND | 1,2,SQUARE | 1,1,TRIANGLE",1.717416,0.001670,4,3,179,121,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed8080006__Bstart,,B,A,victory,6,"1,2,TRIANGLE | 1,1,CIRCLE | 2,2,TRIANGLE | 2,0,SQUARE",0.709807,0.001711,3,3,129,138,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed9090005__Astart,,A,A,victory,7,"0,0,CIRCLE | 2,1,DIAMOND | 1,2,DIAMOND | 1,1,SQUARE",1.681353,0.001284,4,3,179,118,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed9090006__Bstart,,B,A,victory,8,"2,1,DIAMOND | 1,1,CIRCLE | 1,2,SQUARE | 2,2,TRIANGLE",0.911174,0.002147,4,4,144,174,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed1120005__Astart,,A,A,victory,7,"0,0,CIRCLE | 2,1,SQUARE | 1,2,SQUARE | 2,2,DIAMOND",1.379224,0.001113,4,3,178,117,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed1120006__Bstart,,B,A,victory,6,"1,1,TRIANGLE | 1,2,CIRCLE | 2,2,SQUARE | 2,1,DIAMOND",1.012298,0.001276,3,3,123,152,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed2130005__Astart,,A,A,victory,7,"0,0,CIRCLE | 1,2,DIAMOND | 2,1,DIAMOND | 2,2,TRIANGLE",1.597932,0.001151,4,3,178,117,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed2130006__Bstart,,B,A,victory,6,"1,2,TRIANGLE | 1,1,CIRCLE | 2,2,TRIANGLE | 2,0,SQUARE",0.716647,0.001150,3,3,129,138,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed3140005__Astart,,A,A,victory,7,"0,0,CIRCLE | 1,2,TRIANGLE | 2,1,TRIANGLE | 1,1,DIAMOND",1.604291,0.002149,4,3,179,118,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed3140006__Bstart,,B,A,victory,8,"1,1,TRIANGLE | 1,2,CIRCLE | 2,1,DIAMOND | 0,0,SQUARE",0.864367,0.002004,4,4,142,165,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed4150005__Astart,,A,A,victory,7,"0,0,CIRCLE | 1,2,SQUARE | 2,1,SQUARE | 2,2,DIAMOND",1.389545,0.001168,4,3,178,117,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed4150006__Bstart,,B,A,no_move,8,"1,1,TRIANGLE | 1,2,CIRCLE | 2,1,DIAMOND | 0,0,SQUARE",0.811447,0.001813,4,4,138,165,0,0,0,0,0,0
AlphaBeta (baseline)__vs__Génétique (baseline)__seed5160005__Astart,,A,A,victory,7,"0,0,CIRCLE | 2,1,CIRCLE | 1,2,SQUARE | 1,1,TRIANGLE",1.871201,0.001668,4,3,180,119,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed5160006__Bstart,,B,A,victory,6,"2,2,TRIANGLE | 1,1,CIRCLE | 1,2,TRIANGLE | 2,0,SQUARE",0.732455,0.001617,3,3,129,137,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed6170005__Astart,,A,A,victory,7,"0,0,CIRCLE | 2,1,DIAMOND | 1,2,DIAMOND | 2,2,TRIANGLE",1.520854,0.001634,4,3,178,117,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed6170006__Bstart,,B,A,victory,6,"2,1,TRIANGLE | 1,1,CIRCLE | 2,2,DIAMOND | 0,2,SQUARE",0.667696,0.002757,3,3,125,150,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed7180005__Astart,,A,A,victory,7,"0,0,CIRCLE | 2,1,SQUARE | 1,2,SQUARE | 1,1,TRIANGLE",1.632733,0.001712,4,3,179,118,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed7180006__Bstart,,B,A,victory,6,"2,1,DIAMOND | 1,1,CIRCLE | 2,2,TRIANGLE | 0,2,SQUARE",0.612417,0.001394,3,3,125,150,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed8190005__Astart,,A,A,victory,7,"0,0,CIRCLE | 1,1,DIAMOND | 2,2,DIAMOND | 1,2,TRIANGLE",1.580637,0.001634,4,3,180,119,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed8190006__Bstart,,B,A,victory,8,"1,2,TRIANGLE | 1,1,CIRCLE | 2,2,DIAMOND | 0,3,SQUARE",0.762384,0.001511,4,4,143,175,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed9200005__Astart,,A,A,victory,7,"0,0,CIRCLE | 2,1,CIRCLE | 1,2,SQUARE | 1,1,DIAMOND",1.695835,0.001437,4,3,178,119,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (baseline)__seed9200006__Bstart,,B,A,victory,8,"1,2,CIRCLE | 2,1,CIRCLE | 2,2,TRIANGLE | 0,0,SQUARE",1.705039,0.002700,4,4,148,172,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (éval AB)__seed1010001__Astart,,A,A,victory,9,"0,0,CIRCLE | 2,2,TRIANGLE | 1,2,SQUARE | 3,1,SQUARE",1.930770,13.909412,5,4,195,130,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (éval AB)__seed1010002__Bstart,,B,B,victory,9,"1,0,TRIANGLE | 2,1,CIRCLE | 2,2,DIAMOND | 1,2,SQUARE",0.858633,9.360600,4,5,139,190,0,0,0,0,1,0
AlphaBeta (baseline)__vs__Génétique (éval AB)__seed2020001__Astart,,A,B,victory,8,"0,0,CIRCLE | 2,2,TRIANGLE | 1,2,SQUARE | 3,0,SQUARE",1.917793,14.456736,4,4,176,137,0,0,0,0,1,0
AlphaBeta (baseline)__vs__Génétique (éval AB)__seed2020002__Bstart,,B,B,victory,11,"0,2,CIRCLE | 1,1,CIRCLE | 1,2,DIAMOND | 3,0,DIAMOND",2.124827,11.884500,5,6,148,195,0,0,0,0,1,0
AlphaBeta (baseline)__vs__Génétique (éval AB)__seed3030001__Astart,,A,A,victory,9,"0,0,CIRCLE | 2,2,SQUARE | 1,3,SQUARE | 3,1,DIAMOND",1.839517,14.394701,5,4,194,129,0,0,0,0,0,1
AlphaBeta (baseline)__vs__Génétique (éval AB)__seed3030002__Bstart,,B,B,victory,11,"3,1,TRIANGLE | 1,2,CIRCLE | 2,2,DIAMOND | 0,0,SQUARE",0.689681,8.606389,5,6,144,195,0,0,0,0,1,0
AlphaBeta (baseline)__vs__Génétique (éval AB)__seed4040001__Astart,,A,B,victory,10,"0,0,CIRCLE | 2,2,DIAMOND | 1,2,SQUARE | 1,3,CIRCLE",1.819694,13.958230,5,5,181,145,0,0,0,0,1,0
AlphaBeta (baseline)__vs__Génétique (éval AB)__seed4040002__Bstart,,B,B,victory,7,"2,2,DIAMOND | 1,1,CIRCLE | 1,3,TRIANGLE | 0,2,SQUARE",0.844829,9.198281,3,4,121,179,0,0,0,0,1,0
