game_uid,pair,starter,winner,end_reason,plies_total,opening,time_p1,time_p2,moves_p1,moves_p2,branch_sum_p1,branch_sum_p2,forced_p1,forced_p2,missed_win_p1,missed_win_p2,gave_opp_win_p1,gave_opp_win_p2
AlphaBeta (baseline)__vs__AlphaBeta+__seed1010001__Astart,,A,B,victory,10,"0,0,CIRCLE | 1,2,CIRCLE | 2,1,SQUARE | 3,3,SQUARE",2.609264,3.763068,5,5,180,141,0,0,0,0,1,0
MCTS (baseline)__vs__MCTS+__seed1120001__Astart,,A,B,victory,8,"3,3,CIRCLE | 1,2,TRIANGLE | 2,2,DIAMOND | 2,3,SQUARE",2.400329,3.600448,4,4,177,146,0,0,0,0,1,0
MCTS (baseline)__vs__MCTS+__seed1120002__Bstart,,B,B,victory,9,"0,2,CIRCLE | 0,3,SQUARE | 1,0,DIAMOND | 3,1,SQUARE",2.400173,4.800681,4,5,119,174,0,0,0,0,1,0
MCTS (baseline)__vs__MCTS+__seed2130001__Astart,,A,B,victory,10,"0,3,TRIANGLE | 1,1,CIRCLE | 2,0,CIRCLE | 0,2,DIAMOND",3.000300,4.800633,5,5,169,146,0,0,0,0,1,0
MCTS (baseline)__vs__MCTS+__seed2130002__Bstart,,B,B,victory,11,"0,2,CIRCLE | 1,0,SQUARE | 3,3,TRIANGLE | 3,2,SQUARE",3.000318,6.000809,5,6,118,191,0,0,0,0,1,0
MCTS (baseline)__vs__MCTS+__seed3140001__Astart,,A,B,victory,10,"3,0,CIRCLE | 1,3,TRIANGLE | 0,2,CIRCLE | 2,3,SQUARE",3.000382,4.800663,5,5,164,139,0,0,0,0,1,0
MCTS (baseline)__vs__MCTS+__seed3140002__Bstart,,B,B,victory,7,"3,2,CIRCLE | 2,1,CIRCLE | 0,3,DIAMOND | 2,0,TRIANGLE",1.800183,3.600724,3,4,118,177,0,0,0,0,1,0
MCTS (baseline)__vs__MCTS+__seed4150001__Astart,,A,B,victory,10,"0,3,TRIANGLE | 1,3,SQUARE | 3,1,TRIANGLE | 2,2,DIAMOND",3.000421,4.800527,5,5,164,145,0,0,0,0,1,0
MCTS (baseline)__vs__MCTS+__seed4150002__Bstart,,B,A,victory,10,"2,2,CIRCLE | 0,1,SQUARE | 1,3,SQUARE | 0,0,CIRCLE",3.000342,6.000847,5,5,142,185,0,0,0,0,0,1
MCTS (baseline)__vs__MCTS+__seed5160001__Astart,,A,A,victory,13,"0,1,CIRCLE | 1,2,DIAMOND | 1,1,TRIANGLE | 3,0,SQUARE",4.200377,7.200731,7,6,199,151,0,0,0,0,0,1
MCTS (baseline)__vs__MCTS+__seed5160002__Bstart,,B,B,victory,9,"1,2,SQUARE | 3,0,DIAMOND | 0,1,CIRCLE | 0,2,DIAMOND",2.407149,4.800664,4,5,113,191,0,0,0,0,1,0
MCTS (baseline)__vs__MCTS+__seed6170001__Astart,,A,B,victory,10,"0,1,CIRCLE | 2,3,CIRCLE | 1,2,TRIANGLE | 3,0,DIAMOND",3.000451,4.800618,5,5,168,152,0,0,0,0,1,0
MCTS (baseline)__vs__MCTS+__seed6170002__Bstart,,B,B,victory,9,"1,3,TRIANGLE | 1,2,CIRCLE | 0,1,SQUARE | 2,0,CIRCLE",2.400188,4.800745,4,5,118,188,0,0,0,0,1,0
MCTS (baseline)__vs__MCTS+__seed7180001__Astart,,A,B,victory,10,"1,3,CIRCLE | 2,1,DIAMOND | 3,0,CIRCLE | 2,2,TRIANGLE",3.000382,4.800533,5,5,163,143,0,0,0,0,1,0
MCTS (baseline)__vs__MCTS+__seed7180002__Bstart,,B,B,no_move,11,"1,1,CIRCLE | 2,2,SQUARE | 3,0,SQUARE | 3,2,TRIANGLE",3.000403,7.201142,5,6,123,189,1,0,0,0,0,0
MCTS (baseline)__vs__MCTS+__seed8190001__Astart,,A,B,victory,10,"3,0,SQUARE | 1,3,CIRCLE | 2,3,DIAMOND | 0,1,TRIANGLE",3.000401,4.800603,5,5,171,145,0,0,0,0,1,0
MCTS (baseline)__vs__MCTS+__seed8190002__Bstart,,B,B,victory,9,"2,3,DIAMOND | 1,2,CIRCLE | 3,1,SQUARE | 2,1,CIRCLE",2.400245,4.800661,4,5,115,189,0,0,0,0,1,0
MCTS (baseline)__vs__MCTS+__seed9200001__Astart,,A,A,victory,9,"2,1,TRIANGLE | 3,3,SQUARE | 1,1,CIRCLE | 0,1,DIAMOND",3.004771,4.804364,5,4,191,140,0,0,0,0,0,1
MCTS (baseline)__vs__MCTS+__seed9200002__Bstart,,B,B,victory,9,"0,2,DIAMOND | 0,3,SQUARE | 1,1,TRIANGLE | 2,0,SQUARE",2.400255,4.800804,4,5,118,188,0,0,0,0,1,0
MCTS (baseline)__vs__MCTS+__seed1010003__Astart,,A,B,victory,12,"2,2,SQUARE | 0,0,DIAMOND | 3,3,TRIANGLE | 3,1,CIRCLE",3.600385,6.000560,6,6,176,140,0,0,0,0,1,0
MCTS (baseline)__vs__MCTS+__seed1010004__Bstart,,B,B,victory,9,"0,1,SQUARE | 2,0,SQUARE | 1,3,DIAMOND | 1,1,TRIANGLE",2.400288,4.800734,4,5,131,185,0,0,0,0,1,0
MCTS (baseline)__vs__MCTS+__seed2020003__Astart,,A,B,victory,8,"3,1,TRIANGLE | 1,0,CIRCLE | 0,0,DIAMOND | 2,1,SQUARE",2.400367,3.600444,4,4,164,139,0,0,0,0,1,0
MCTS (baseline)__vs__MCTS+__seed2020004__Bstart,,B,B,victory,7,"1,0,SQUARE | 3,0,TRIANGLE | 0,2,CIRCLE | 1,3,TRIANGLE",1.800208,3.600663,3,4,110,179,0,0,0,0,1,0
MCTS (baseline)__vs__MCTS+__seed3030003__Astart,,A,B,victory,10,"2,3,TRIANGLE | 3,0,SQUARE | 0,2,TRIANGLE | 1,1,SQUARE",3.000409,4.808073,5,5,161,127,0,0,0,0,1,0
MCTS (baseline)__vs__MCTS+__seed3030004__Bstart,,B,B,victory,9,"0,3,DIAMOND | 1,1,CIRCLE | 3,2,SQUARE | 2,2,CIRCLE",2.400245,4.804263,4,5,117,187,0,0,0,0,1,0
MCTS (baseline)__vs__MCTS+__seed4040003__Astart,,A,B,victory,8,"3,2,TRIANGLE | 1,1,SQUARE | 1,0,TRIANGLE | 0,3,CIRCLE",2.400418,3.600444,4,4,153,142,0,0,0,0,1,0
MCTS (baseline)__vs__MCTS+__seed4040004__Bstart,,B,B,victory,7,"3,2,CIRCLE | 3,0,DIAMOND | 1,3,TRIANGLE | 0,2,DIAMOND",1.800314,3.600701,3,4,110,179,0,0,0,0,1,0
MCTS (baseline)__vs__MCTS+__seed5050003__Astart,,A,A,victory,9,"3,0,TRIANGLE | 1,1,TRIANGLE | 0,1,SQUARE | 2,0,CIRCLE",3.000404,4.800675,5,4,187,137,0,0,0,0,0,1
MCTS (baseline)__vs__MCTS+__seed5050004__Bstart,,B,B,victory,9,"2,3,SQUARE | 2,2,DIAMOND | 3,1,CIRCLE | 0,0,DIAMOND",2.400208,4.800578,4,5,119,178,0,0,0,0,1,0
MCTS (baseline)__vs__MCTS+__seed6060003__Astart,,A,B,victory,6,"3,1,TRIANGLE | 0,2,SQUARE | 3,0,DIAMOND | 3,3,CIRCLE",1.800327,2.400369,3,3,149,126,0,0,0,0,1,0
MCTS (baseline)__vs__MCTS+__seed6060004__Bstart,,B,B,victory,9,"3,1,SQUARE | 3,0,DIAMOND | 2,2,CIRCLE | 1,3,DIAMOND",2.400243,4.800715,4,5,118,188,0,0,0,0,1,0
MCTS (baseline)__vs__MCTS+__seed7070003__Astart,,A,B,victory,10,"1,0,TRIANGLE | 0,2,CIRCLE | 2,1,TRIANGLE | 3,3,CIRCLE",3.000368,4.800726,5,5,165,143,0,0,0,0,1,0
MCTS (baseline)__vs__MCTS+__seed7070004__Bstart,,B,B,victory,9,"1,1,DIAMOND | 0,2,CIRCLE | 2,3,TRIANGLE | 3,0,CIRCLE",2.400269,4.800741,4,5,117,186,0,0,0,0,1,0
MCTS (baseline)__vs__MCTS+__seed8080003__Astart,,A,B,victory,8,"0,1,DIAMOND | 3,0,TRIANGLE | 0,3,TRIANGLE | 2,2,SQUARE",2.400249,3.600615,4,4,166,146,0,0,0,0,1,0
MCTS (baseline)__vs__MCTS+__seed8080004__Bstart,,B,A,victory,8,"3,3,TRIANGLE | 0,2,TRIANGLE | 1,0,CIRCLE | 1,1,DIAMOND",2.400248,4.800734,4,4,141,171,0,0,0,0,0,1
MCTS (baseline)__vs__MCTS+__seed9090003__Astart,,A,B,victory,8,"3,1,DIAMOND | 1,0,CIRCLE | 0,0,TRIANGLE | 2,1,SQUARE",2.400354,3.600441,4,4,164,139,0,0,0,0,1,0
MCTS (baseline)__vs__MCTS+__seed9090004__Bstart,,B,B,victory,9,"3,2,CIRCLE | 2,0,TRIANGLE | 2,1,DIAMOND | 0,3,TRIANGLE",2.400327,4.800905,4,5,118,187,0,0,0,0,1,0
MCTS (baseline)__vs__MCTS+__seed1120003__Astart,,A,B,victory,6,"0,1,DIAMOND | 2,2,CIRCLE | 0,0,TRIANGLE | 0,3,SQUARE",1.800327,2.400448,3,3,149,126,0,0,0,0,1,0
MCTS (baseline)__vs__MCTS+__seed1120004__Bstart,,B,B,no_move,11,"2,2,DIAMOND | 0,3,CIRCLE | 1,3,TRIANGLE | 3,2,SQUARE",3.000324,7.200785,5,6,131,186,0,0,0,0,0,0
MCTS (baseline)__vs__MCTS+__seed2130003__Astart,,A,A,victory,7,"0,1,SQUARE | 2,2,DIAMOND | 1,0,DIAMOND | 3,1,CIRCLE",2.400396,3.600507,4,3,175,123,0,0,0,0,0,1
MCTS (baseline)__vs__MCTS+__seed2130004__Bstart,,B,B,victory,9,"3,3,SQUARE | 1,0,SQUARE | 0,2,TRIANGLE | 2,1,SQUARE",2.400302,4.800674,4,5,122,200,0,0,0,0,1,0
MCTS (baseline)__vs__MCTS+__seed3140003__Astart,,A,A,victory,9,"1,3,DIAMOND | 3,3,CIRCLE | 0,2,CIRCLE | 2,0,DIAMOND",3.000538,4.800501,5,4,188,141,0,0,0,0,0,1
MCTS (baseline)__vs__MCTS+__seed3140004__Bstart,,B,B,victory,9,"3,1,TRIANGLE | 2,3,DIAMOND | 0,0,SQUARE | 1,2,DIAMOND",2.400245,4.800806,4,5,113,189,0,0,0,0,1,0
MCTS (baseline)__vs__MCTS+__seed4150003__Astart,,A,A,victory,11,"2,1,SQUARE | 0,2,DIAMOND | 2,0,CIRCLE | 2,3,TRIANGLE",3.600450,6.002660,6,5,193,150,0,0,0,0,0,1
MCTS (baseline)__vs__MCTS+__seed4150004__Bstart,,B,B,victory,7,"2,0,DIAMOND | 3,1,TRIANGLE | 3,2,CIRCLE | 0,2,TRIANGLE",1.800282,3.600876,3,4,111,179,0,0,0,0,1,0
MCTS (baseline)__vs__MCTS+__seed5160003__Astart,,A,B,victory,8,"2,2,TRIANGLE | 0,0,CIRCLE | 1,1,TRIANGLE | 0,3,SQUARE",2.400328,3.600484,4,4,154,131,0,0,0,0,1,0
MCTS (baseline)__vs__MCTS+__seed5160004__Bstart,,B,B,victory,7,"0,1,SQUARE | 2,1,DIAMOND | 3,0,CIRCLE | 0,3,DIAMOND",1.800225,3.600574,3,4,111,179,0,0,0,0,1,0
MCTS (baseline)__vs__MCTS+__seed6170003__Astart,,A,B,victory,12,"1,0,DIAMOND | 0,3,TRIANGLE | 2,2,TRIANGLE | 1,1,CIRCLE",3.600385,6.000632,6,6,170,156,1,0,0,0,1,0
MCTS (baseline)__vs__MCTS+__seed6170004__Bstart,,B,B,victory,9,"3,1,DIAMOND | 2,1,CIRCLE | 1,0,TRIANGLE | 0,2,CIRCLE",2.400304,4.801001,4,5,124,186,0,0,0,0,1,0
MCTS (baseline)__vs__MCTS+__seed7180003__Astart,,A,B,victory,8,"1,2,CIRCLE | 3,0,DIAMOND | 0,3,SQUARE | 2,2,TRIANGLE",2.400384,3.600578,4,4,163,143,0,0,0,0,1,0
MCTS (baseline)__vs__MCTS+__seed7180004__Bstart,,B,A,victory,10,"3,3,CIRCLE | 1,1,CIRCLE | 0,2,DIAMOND | 3,0,SQUARE",3.000299,6.000724,5,5,145,179,0,0,0,0,0,1
MCTS (baseline)__vs__MCTS+__seed8190003__Astart,,A,A,no_move,13,"1,0,CIRCLE | 0,3,DIAMOND | 0,0,TRIANGLE | 2,1,SQUARE",4.200511,7.200642,7,6,199,151,0,0,1,0,0,1
MCTS (baseline)__vs__MCTS+__seed8190004__Bstart,,B,B,victory,7,"3,0,SQUARE | 1,0,TRIANGLE | 2,3,CIRCLE | 3,2,TRIANGLE",1.800157,3.600531,3,4,110,178,0,0,0,0,1,0
MCTS (baseline)__vs__MCTS+__seed9200003__Astart,,A,A,victory,11,"0,2,SQUARE | 2,3,TRIANGLE | 1,1,DIAMOND | 1,2,CIRCLE",3.600443,6.000696,6,5,193,148,0,0,0,0,0,1
MCTS (baseline)__vs__MCTS+__seed9200004__Bstart,,B,B,victory,9,"3,3,TRIANGLE | 3,0,DIAMOND | 1,2,CIRCLE | 1,3,DIAMOND",2.400330,4.800767,4,5,114,185,0,0,0,0,1,0
MCTS (baseline)__vs__MCTS+__seed1010005__Astart,,A,A,no_move,9,"2,2,DIAMOND | 0,1,SQUARE | 2,3,CIRCLE | 3,0,TRIANGLE",3.000340,4.800573,5,4,164,133,0,0,0,0,0,0
MCTS (baseline)__vs__MCTS+__seed1010006__Bstart,,B,B,victory,7,"0,1,CIRCLE | 1,0,TRIANGLE | 3,0,DIAMOND | 2,2,TRIANGLE",1.806950,3.600708,3,4,111,179,0,0,0,0,1,0
MCTS (baseline)__vs__MCTS+__seed2020005__Astart,,A,B,victory,10,"1,1,CIRCLE | 0,2,TRIANGLE | 2,0,TRIANGLE | 3,3,DIAMOND",3.000279,4.800536,5,5,170,146,0,0,0,0,1,0
MCTS (baseline)__vs__MCTS+__seed2020006__Bstart,,B,B,victory,9,"2,0,CIRCLE | 1,2,SQUARE | 3,3,DIAMOND | 2,1,SQUARE",2.400283,4.800590,4,5,123,185,0,0,0,0,1,0
MCTS (baseline)__vs__MCTS+__seed3030005__Astart,,A,B,victory,10,"2,2,TRIANGLE | 0,3,CIRCLE | 2,0,CIRCLE | 3,2,DIAMOND",3.000372,4.800627,5,5,168,148,0,0,0,0,1,0
MCTS (baseline)__vs__MCTS+__seed3030006__Bstart,,B,B,victory,7,"1,3,SQUARE | 1,1,DIAMOND | 2,2,TRIANGLE | 3,3,DIAMOND",1.800318,3.601066,3,4,110,179,0,0,0,0,1,0
MCTS (baseline)__vs__MCTS+__seed4040005__Astart,,A,B,victory,10,"0,3,CIRCLE | 3,2,DIAMOND | 2,0,DIAMOND | 1,3,TRIANGLE",3.004920,4.804332,5,5,169,145,0,0,0,0,1,0
MCTS (baseline)__vs__MCTS+__seed4040006__Bstart,,B,B,victory,9,"2,0,DIAMOND | 3,2,DIAMOND | 1,3,CIRCLE | 1,2,TRIANGLE",2.400210,4.801057,4,5,123,192,0,0,0,0,1,0
MCTS (baseline)__vs__MCTS+__seed5050005__Astart,,A,B,victory,10,"2,2,TRIANGLE | 3,0,DIAMOND | 1,1,SQUARE | 2,3,SQUARE",3.000322,4.800502,5,5,170,142,0,0,0,0,1,0
MCTS (baseline)__vs__MCTS+__seed5050006__Bstart,,B,B,victory,9,"2,1,DIAMOND | 1,2,CIRCLE | 0,0,TRIANGLE | 3,1,CIRCLE",2.400226,4.800736,4,5,117,187,0,0,0,0,1,0
MCTS (baseline)__vs__MCTS+__seed6060005__Astart,,A,B,no_move,12,"3,3,SQUARE | 2,1,CIRCLE | 0,0,SQUARE | 1,2,CIRCLE",3.604839,7.200670,6,6,160,126,0,0,0,0,0,0
MCTS (baseline)__vs__MCTS+__seed6060006__Bstart,,B,B,victory,9,"0,0,CIRCLE | 2,2,SQUARE | 3,1,DIAMOND | 1,0,SQUARE",2.406222,4.800605,4,5,123,185,0,0,0,0,1,0
MCTS (baseline)__vs__MCTS+__seed7070005__Astart,,A,B,victory,8,"2,2,TRIANGLE | 1,1,DIAMOND | 1,0,TRIANGLE | 0,3,SQUARE",2.400265,3.600550,4,4,150,143,0,0,0,0,1,0
MCTS (baseline)__vs__MCTS+__seed7070006__Bstart,,B,B,victory,9,"3,0,SQUARE | 2,2,CIRCLE | 2,3,DIAMOND | 1,1,CIRCLE",2.400210,4.801008,4,5,118,187,0,0,0,0,1,0
MCTS (baseline)__vs__MCTS+__seed8080005__Astart,,A,B,victory,8,"3,0,TRIANGLE | 0,1,SQUARE | 1,1,DIAMOND | 2,0,CIRCLE",2.400295,3.600694,4,4,164,139,0,0,0,0,1,0
MCTS (baseline)__vs__MCTS+__seed8080006__Bstart,,B,B,victory,9,"2,0,TRIANGLE | 0,1,CIRCLE | 3,2,CIRCLE | 1,2,SQUARE",2.400312,4.800824,4,5,126,190,0,0,0,0,1,0
MCTS (baseline)__vs__MCTS+__seed9090005__Astart,,A,B,victory,10,"1,3,SQUARE | 0,1,CIRCLE | 3,2,CIRCLE | 2,0,DIAMOND",3.000339,4.800590,5,5,170,143,0,0,0,0,1,0
MCTS (baseline)__vs__MCTS+__seed9090006__Bstart,,B,B,victory,7,"3,0,CIRCLE | 2,0,DIAMOND | 0,1,SQUARE | 1,2,DIAMOND",1.800215,3.600765,3,4,111,177,0,0,0,0,1,0
MCTS (baseline)__vs__MCTS+__seed1120005__Astart,,A,B,victory,10,"0,3,TRIANGLE | 0,0,SQUARE | 1,3,SQUARE | 2,2,DIAMOND",3.007100,4.800598,5,5,181,155,0,0,0,0,1,0
MCTS (baseline)__vs__MCTS+__seed1120006__Bstart,,B,B,victory,11,"3,3,CIRCLE | 3,1,SQUARE | 1,0,TRIANGLE | 0,3,SQUARE",3.000311,6.000853,5,6,115,191,1,0,0,0,1,0
MCTS (baseline)__vs__MCTS+__seed2130005__Astart,,A,B,no_move,10,"0,0,CIRCLE | 2,2,SQUARE | 1,1,TRIANGLE | 3,1,DIAMOND",3.000402,6.000808,5,5,166,140,0,0,0,0,0,0
MCTS (baseline)__vs__MCTS+__seed2130006__Bstart,,B,B,victory,9,"3,2,CIRCLE | 2,2,DIAMOND | 0,3,TRIANGLE | 1,0,DIAMOND",2.400288,4.800804,4,5,118,188,0,0,0,0,1,0
MCTS (baseline)__vs__MCTS+__seed3140005__Astart,,A,B,victory,12,"2,0,DIAMOND | 3,3,SQUARE | 0,3,TRIANGLE | 2,1,CIRCLE",3.600394,6.000624,6,6,190,151,0,0,0,0,1,0
MCTS (baseline)__vs__MCTS+__seed3140006__Bstart,,B,B,victory,9,"0,2,SQUARE | 3,1,SQUARE | 1,0,TRIANGLE | 0,0,CIRCLE",2.400292,4.800929,4,5,127,184,0,0,0,0,1,0
MCTS (baseline)__vs__MCTS+__seed4150005__Astart,,A,B,no_move,12,"3,2,SQUARE | 1,3,DIAMOND | 0,1,SQUARE | 2,0,DIAMOND",3.600361,7.200810,6,6,163,124,0,1,0,0,0,0
MCTS (baseline)__vs__MCTS+__seed4150006__Bstart,,B,B,victory,9,"1,3,TRIANGLE | 3,2,SQUARE | 2,2,CIRCLE | 0,0,SQUARE",2.400210,4.800661,4,5,118,187,0,0,0,0,1,0
MCTS (baseline)__vs__MCTS+__seed5160005__Astart,,A,B,no_move,12,"1,3,DIAMOND | 0,0,TRIANGLE | 2,0,DIAMOND | 3,2,TRIANGLE",3.600293,7.200629,6,6,161,126,0,0,0,0,0,0
MCTS (baseline)__vs__MCTS+__seed5160006__Bstart,,B,B,victory,7,"0,3,CIRCLE | 1,2,DIAMOND | 1,1,TRIANGLE | 2,0,DIAMOND",1.800185,3.600696,3,4,111,179,0,0,0,0,1,0
MCTS (baseline)__vs__MCTS+__seed6170005__Astart,,A,B,victory,8,"3,1,TRIANGLE | 2,2,CIRCLE | 2,3,SQUARE | 3,0,DIAMOND",2.400274,3.600512,4,4,164,139,0,0,0,0,1,0
MCTS (baseline)__vs__MCTS+__seed6170006__Bstart,,B,B,victory,7,"2,2,CIRCLE | 3,0,TRIANGLE | 3,1,SQUARE | 1,3,TRIANGLE",1.800205,3.600680,3,4,111,176,0,0,0,0,1,0
MCTS (baseline)__vs__MCTS+__seed7180005__Astart,,A,B,victory,10,"1,2,SQUARE | 0,1,TRIANGLE | 2,1,SQUARE | 3,3,DIAMOND",3.000305,4.800730,5,5,161,147,0,0,0,0,1,0
MCTS (baseline)__vs__MCTS+__seed7180006__Bstart,,B,B,victory,7,"1,2,TRIANGLE | 3,1,SQUARE | 0,0,CIRCLE | 1,1,DIAMOND",1.800240,3.600700,3,4,119,171,0,0,0,0,1,0
MCTS (baseline)__vs__MCTS+__seed8190005__Astart,,A,B,victory,10,"1,2,SQUARE | 2,2,CIRCLE | 2,1,SQUARE | 0,0,DIAMOND",3.003025,4.800646,5,5,162,147,0,0,0,0,1,0
MCTS (baseline)__vs__MCTS+__seed8190006__Bstart,,B,B,victory,11,"0,3,TRIANGLE | 0,1,CIRCLE | 3,2,DIAMOND | 3,3,CIRCLE",3.001862,6.000907,5,6,116,192,0,0,0,0,1,0
MCTS (baseline)__vs__MCTS+__seed9200005__Astart,,A,B,no_move,12,"0,2,CIRCLE | 1,1,TRIANGLE | 2,0,CIRCLE | 3,3,TRIANGLE",3.600332,7.200676,6,6,162,124,0,1,0,0,0,0
MCTS (baseline)__vs__MCTS+__seed9200006__Bstart,,B,B,victory,7,"2,0,DIAMOND | 3,2,SQUARE | 3,3,CIRCLE | 1,0,SQUARE",1.807064,3.600779,3,4,111,178,0,0,0,0,1,0
MCTS (baseline)__vs__MCTS++__seed1010001__Astart,,A,B,victory,8,"2,2,SQUARE | 2,3,TRIANGLE | 1,1,SQUARE | 3,0,CIRCLE",2.400318,3.601310,4,4,151,143,0,0,0,0,1,0
MCTS (baseline)__vs__MCTS++__seed1010002__Bstart,,B,B,victory,7,"1,2,TRIANGLE | 2,1,SQUARE | 3,3,CIRCLE | 0,3,SQUARE",1.800191,2.400590,3,4,109,178,0,0,0,0,1,0
MCTS (baseline)__vs__MCTS++__seed2020001__Astart,,A,B,victory,8,"1,1,TRIANGLE | 3,0,DIAMOND | 2,0,SQUARE | 0,1,CIRCLE",2.405167,3.602378,4,4,164,139,0,0,0,0,1,0
MCTS (baseline)__vs__MCTS++__seed2020002__Bstart,,B,B,victory,7,"1,1,CIRCLE | 0,3,TRIANGLE | 3,0,DIAMOND | 2,1,TRIANGLE",1.800212,2.400668,3,4,109,178,0,0,0,0,1,0
MCTS (baseline)__vs__MCTS++__seed3030001__Astart,,A,B,victory,10,"0,3,SQUARE | 3,3,DIAMOND | 1,0,DIAMOND | 2,1,CIRCLE",3.000399,4.822490,5,5,173,143,0,0,0,0,1,0
MCTS (baseline)__vs__MCTS++__seed3030002__Bstart,,B,B,victory,7,"2,2,TRIANGLE | 3,2,SQUARE | 0,3,DIAMOND | 0,0,SQUARE",1.800223,2.400690,3,4,111,179,0,0,0,0,1,0
MCTS (baseline)__vs__MCTS++__seed4040001__Astart,,A,A,victory,9,"2,3,SQUARE | 0,3,TRIANGLE | 3,1,CIRCLE | 1,1,DIAMOND",3.004903,4.801051,5,4,190,140,0,0,0,0,0,1
MCTS (baseline)__vs__MCTS++__seed4040002__Bstart,,B,B,victory,9,"2,1,DIAMOND | 3,3,TRIANGLE | 1,1,TRIANGLE | 0,2,DIAMOND",2.400288,3.601060,4,5,140,188,0,0,0,0,1,0
MCTS (baseline)__vs__MCTS++__seed5050001__Astart,,A,B,victory,10,"2,3,SQUARE | 2,0,TRIANGLE | 1,2,CIRCLE | 0,1,CIRCLE",3.000434,4.801290,5,5,175,150,0,0,0,0,1,0
MCTS (baseline)__vs__MCTS++__seed5050002__Bstart,,B,B,victory,9,"2,1,CIRCLE | 0,2,CIRCLE | 3,3,SQUARE | 1,0,DIAMOND",2.400245,3.600745,4,5,124,179,0,0,0,0,1,0
MCTS (baseline)__vs__MCTS++__seed6060001__Astart,,A,B,victory,10,"2,1,CIRCLE | 3,0,TRIANGLE | 1,2,CIRCLE | 0,0,DIAMOND",3.000489,4.801369,5,5,164,142,0,0,0,0,1,0
MCTS (baseline)__vs__MCTS++__seed6060002__Bstart,,B,B,victory,9,"1,2,DIAMOND | 1,3,TRIANGLE | 0,1,SQUARE | 2,0,TRIANGLE",2.400311,3.600740,4,5,118,188,0,0,0,0,1,0
MCTS (baseline)__vs__MCTS++__seed7070001__Astart,,A,B,victory,10,"1,3,DIAMOND | 1,2,SQUARE | 2,1,SQUARE | 0,0,CIRCLE",3.000302,4.801560,5,5,174,142,0,0,0,0,1,0
MCTS (baseline)__vs__MCTS++__seed7070002__Bstart,,B,B,victory,9,"1,1,DIAMOND | 1,3,TRIANGLE | 2,0,DIAMOND | 3,0,TRIANGLE",2.400221,3.600826,4,5,130,165,0,0,0,0,1,0
MCTS (baseline)__vs__MCTS++__seed8080001__Astart,,A,B,victory,6,"2,3,TRIANGLE | 3,2,DIAMOND | 0,3,CIRCLE | 1,3,SQUARE",1.800394,2.400903,3,3,151,128,0,0,0,0,1,0
MCTS (baseline)__vs__MCTS++__seed8080002__Bstart,,B,B,victory,9,"1,2,SQUARE | 0,2,TRIANGLE | 2,3,DIAMOND | 3,0,TRIANGLE",2.400262,3.600909,4,5,122,188,0,0,0,0,1,0
MCTS (baseline)__vs__MCTS++__seed9090001__Astart,,A,A,victory,9,"1,3,DIAMOND | 1,1,TRIANGLE | 2,1,DIAMOND | 0,0,SQUARE",3.000267,4.800761,5,4,166,132,0,0,0,0,0,1
MCTS (baseline)__vs__MCTS++__seed9090002__Bstart,,B,B,victory,9,"2,2,TRIANGLE | 3,1,TRIANGLE | 0,3,DIAMOND | 1,0,SQUARE",2.400341,3.600790,4,5,129,183,0,0,0,0,1,0
MCTS (baseline)__vs__MCTS++__seed1120001__Astart,,A,B,victory,4,"3,3,CIRCLE | 0,3,SQUARE | 2,3,TRIANGLE | 1,3,DIAMOND",1.200248,1.200382,2,2,114,95,0,0,0,0,1,0
MCTS (baseline)__vs__MCTS++__seed1120002__Bstart,,B,B,victory,9,"1,2,CIRCLE | 3,1,TRIANGLE | 1,1,SQUARE | 0,2,DIAMOND",2.400369,3.600949,4,5,129,187,0,0,0,0,1,0
MCTS (baseline)__vs__MCTS++__seed2130001__Astart,,A,B,victory,8,"0,3,TRIANGLE | 0,1,DIAMOND | 1,3,CIRCLE | 1,2,SQUARE",2.400333,3.600957,4,4,177,147,0,0,0,0,1,0
MCTS (baseline)__vs__MCTS++__seed2130002__Bstart,,B,B,victory,7,"1,2,TRIANGLE | 0,3,DIAMOND | 2,3,SQUARE | 3,1,DIAMOND",1.800216,2.400669,3,4,111,179,0,0,0,0,1,0
MCTS (baseline)__vs__MCTS++__seed3140001__Astart,,A,A,victory,9,"3,0,CIRCLE | 3,1,DIAMOND | 2,2,DIAMOND | 2,3,TRIANGLE",3.000441,4.801568,5,4,188,137,0,0,0,0,0,1
MCTS (baseline)__vs__MCTS++__seed3140002__Bstart,,B,B,victory,7,"2,1,SQUARE | 1,2,DIAMOND | 3,3,DIAMOND | 0,2,TRIANGLE",1.804599,2.400742,3,4,118,178,0,0,0,0,1,0
MCTS (baseline)__vs__MCTS++__seed4150001__Astart,,A,B,victory,8,"0,3,TRIANGLE | 1,2,CIRCLE | 1,1,SQUARE | 3,3,DIAMOND",2.400422,3.601292,4,4,177,146,0,0,0,0,1,0
MCTS (baseline)__vs__MCTS++__seed4150002__Bstart,,B,B,victory,11,"2,1,CIRCLE | 0,1,SQUARE | 2,3,TRIANGLE | 3,3,SQUARE",3.000290,4.801239,5,6,121,192,0,0,0,0,1,0
