game_uid,pair,starter,winner,end_reason,plies_total,opening,time_p1,time_p2,moves_p1,moves_p2,branch_sum_p1,branch_sum_p2,forced_p1,forced_p2,missed_win_p1,missed_win_p2,gave_opp_win_p1,gave_opp_win_p2
AlphaBeta+__vs__AlphaBeta++__seed5050002__Bstart,,B,A,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",3.752178,4.208816,4,4,140,174,0,0,0,0,0,1
AlphaBeta+__vs__AlphaBeta++__seed6060001__Astart,,A,B,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",4.237631,3.752755,4,4,174,140,0,0,0,0,1,0
AlphaBeta+__vs__AlphaBeta++__seed6060002__Bstart,,B,A,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",3.751429,4.212898,4,4,140,174,0,0,0,0,0,1
AlphaBeta+__vs__AlphaBeta++__seed7070001__Astart,,A,B,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",4.220120,3.751664,4,4,174,140,0,0,0,0,1,0
AlphaBeta+__vs__AlphaBeta++__seed7070002__Bstart,,B,A,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",3.754794,4.187995,4,4,140,174,0,0,0,0,0,1
AlphaBeta+__vs__AlphaBeta++__seed8080001__Astart,,A,B,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",4.199316,3.751915,4,4,174,140,0,0,0,0,1,0
AlphaBeta+__vs__AlphaBeta++__seed8080002__Bstart,,B,A,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",3.753010,4.235897,4,4,140,174,0,0,0,0,0,1
AlphaBeta+__vs__AlphaBeta++__seed9090001__Astart,,A,B,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",4.189195,3.752817,4,4,174,140,0,0,0,0,1,0
AlphaBeta+__vs__AlphaBeta++__seed9090002__Bstart,,B,A,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",3.752256,4.220344,4,4,140,174,0,0,0,0,0,1
AlphaBeta+__vs__AlphaBeta++__seed1120001__Astart,,A,B,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",4.186741,3.751967,4,4,174,140,0,0,0,0,1,0
AlphaBeta+__vs__AlphaBeta++__seed1120002__Bstart,,B,A,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",3.751780,4.227424,4,4,140,174,0,0,0,0,0,1
AlphaBeta+__vs__AlphaBeta++__seed2130001__Astart,,A,B,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",4.235399,3.751778,4,4,174,140,0,0,0,0,1,0
AlphaBeta+__vs__AlphaBeta++__seed2130002__Bstart,,B,A,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",3.752740,4.207597,4,4,140,174,0,0,0,0,0,1
AlphaBeta+__vs__AlphaBeta++__seed3140001__Astart,,A,B,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",4.232688,3.752613,4,4,174,140,0,0,0,0,1,0
AlphaBeta+__vs__AlphaBeta++__seed3140002__Bstart,,B,A,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",3.751662,4.257439,4,4,140,174,0,0,0,0,0,1
AlphaBeta+__vs__AlphaBeta++__seed4150001__Astart,,A,B,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",4.245102,3.752180,4,4,174,140,0,0,0,0,1,0
AlphaBeta+__vs__AlphaBeta++__seed4150002__Bstart,,B,A,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",3.753098,4.248054,4,4,140,174,0,0,0,0,0,1
AlphaBeta+__vs__AlphaBeta++__seed5160001__Astart,,A,B,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",4.226301,3.752498,4,4,174,140,0,0,0,0,1,0
AlphaBeta+__vs__AlphaBeta++__seed5160002__Bstart,,B,A,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",3.752055,4.252792,4,4,140,174,0,0,0,0,0,1
AlphaBeta+__vs__AlphaBeta++__seed6170001__Astart,,A,B,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",4.196903,3.751634,4,4,174,140,0,0,0,0,1,0
AlphaBeta+__vs__AlphaBeta++__seed6170002__Bstart,,B,A,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",3.752539,4.231382,4,4,140,174,0,0,0,0,0,1
AlphaBeta+__vs__AlphaBeta++__seed7180001__Astart,,A,B,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",4.211666,3.752346,4,4,174,140,0,0,0,0,1,0
AlphaBeta+__vs__AlphaBeta++__seed7180002__Bstart,,B,A,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",3.751947,4.186011,4,4,140,174,0,0,0,0,0,1
AlphaBeta+__vs__AlphaBeta++__seed8190001__Astart,,A,B,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",4.166121,3.752887,4,4,174,140,0,0,0,0,1,0
AlphaBeta+__vs__AlphaBeta++__seed8190002__Bstart,,B,A,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",3.753285,4.177112,4,4,140,174,0,0,0,0,0,1
AlphaBeta+__vs__AlphaBeta++__seed9200001__Astart,,A,B,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",4.373444,3.752893,4,4,174,140,0,0,0,0,1,0
AlphaBeta+__vs__AlphaBeta++__seed9200002__Bstart,,B,A,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",3.751373,4.173526,4,4,140,174,0,0,0,0,0,1
AlphaBeta+__vs__AlphaBeta++__seed1010003__Astart,,A,B,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",4.241250,3.751602,4,4,174,140,0,0,0,0,1,0
AlphaBeta+__vs__AlphaBeta++__seed1010004__Bstart,,B,A,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",3.751715,4.173117,4,4,140,174,0,0,0,0,0,1
AlphaBeta+__vs__AlphaBeta++__seed2020003__Astart,,A,B,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",4.177891,3.752075,4,4,174,140,0,0,0,0,1,0
AlphaBeta+__vs__AlphaBeta++__seed2020004__Bstart,,B,A,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",3.753191,4.147804,4,4,140,174,0,0,0,0,0,1
AlphaBeta+__vs__AlphaBeta++__seed3030003__Astart,,A,B,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",4.124612,3.751411,4,4,174,140,0,0,0,0,1,0
AlphaBeta+__vs__AlphaBeta++__seed3030004__Bstart,,B,A,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",3.752136,4.172314,4,4,140,174,0,0,0,0,0,1
AlphaBeta+__vs__AlphaBeta++__seed4040003__Astart,,A,B,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",4.114690,3.751767,4,4,174,140,0,0,0,0,1,0
AlphaBeta+__vs__AlphaBeta++__seed4040004__Bstart,,B,A,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",3.751377,4.184747,4,4,140,174,0,0,0,0,0,1
AlphaBeta+__vs__AlphaBeta++__seed5050003__Astart,,A,B,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",4.114757,3.751891,4,4,174,140,0,0,0,0,1,0
AlphaBeta+__vs__AlphaBeta++__seed5050004__Bstart,,B,A,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",3.751747,4.429690,4,4,140,174,0,0,0,0,0,1
AlphaBeta+__vs__AlphaBeta++__seed6060003__Astart,,A,B,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",4.197753,3.758387,4,4,174,140,0,0,0,0,1,0
AlphaBeta+__vs__AlphaBeta++__seed6060004__Bstart,,B,A,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",3.753627,4.176459,4,4,140,174,0,0,0,0,0,1
AlphaBeta+__vs__AlphaBeta++__seed7070003__Astart,,A,B,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",4.345585,3.753374,4,4,174,140,0,0,0,0,1,0
AlphaBeta+__vs__AlphaBeta++__seed7070004__Bstart,,B,A,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",3.752797,4.254095,4,4,140,174,0,0,0,0,0,1
AlphaBeta+__vs__AlphaBeta++__seed8080003__Astart,,A,B,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",4.162655,3.752406,4,4,174,140,0,0,0,0,1,0
AlphaBeta+__vs__AlphaBeta++__seed8080004__Bstart,,B,A,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",3.751836,4.209050,4,4,140,174,0,0,0,0,0,1
AlphaBeta+__vs__AlphaBeta++__seed9090003__Astart,,A,B,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",4.144981,3.751504,4,4,174,140,0,0,0,0,1,0
AlphaBeta+__vs__AlphaBeta++__seed9090004__Bstart,,B,A,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",3.751848,4.175265,4,4,140,174,0,0,0,0,0,1
AlphaBeta+__vs__AlphaBeta++__seed1120003__Astart,,A,B,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",4.155832,3.752934,4,4,174,140,0,0,0,0,1,0
AlphaBeta+__vs__AlphaBeta++__seed1120004__Bstart,,B,A,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",3.751838,4.153445,4,4,140,174,0,0,0,0,0,1
AlphaBeta+__vs__AlphaBeta++__seed2130003__Astart,,A,B,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",4.154615,3.752331,4,4,174,140,0,0,0,0,1,0
AlphaBeta+__vs__AlphaBeta++__seed2130004__Bstart,,B,A,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",3.752713,4.329355,4,4,140,174,0,0,0,0,0,1
AlphaBeta+__vs__AlphaBeta++__seed3140003__Astart,,A,B,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",4.135690,3.751442,4,4,174,140,0,0,0,0,1,0
AlphaBeta+__vs__AlphaBeta++__seed3140004__Bstart,,B,A,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",3.751710,4.148290,4,4,140,174,0,0,0,0,0,1
AlphaBeta+__vs__AlphaBeta++__seed4150003__Astart,,A,B,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",4.162463,3.751789,4,4,174,140,0,0,0,0,1,0
AlphaBeta+__vs__AlphaBeta++__seed4150004__Bstart,,B,A,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",3.751501,4.161344,4,4,140,174,0,0,0,0,0,1
AlphaBeta+__vs__AlphaBeta++__seed5160003__Astart,,A,B,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",4.152345,3.752755,4,4,174,140,0,0,0,0,1,0
AlphaBeta+__vs__AlphaBeta++__seed5160004__Bstart,,B,A,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",3.751834,4.124903,4,4,140,174,0,0,0,0,0,1
AlphaBeta+__vs__AlphaBeta++__seed6170003__Astart,,A,B,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",4.106658,3.751449,4,4,174,140,0,0,0,0,1,0
AlphaBeta+__vs__AlphaBeta++__seed6170004__Bstart,,B,A,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",3.751758,4.126870,4,4,140,174,0,0,0,0,0,1
AlphaBeta+__vs__AlphaBeta++__seed7180003__Astart,,A,B,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",4.134612,3.752730,4,4,174,140,0,0,0,0,1,0
AlphaBeta+__vs__AlphaBeta++__seed7180004__Bstart,,B,A,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",3.751588,4.096902,4,4,140,174,0,0,0,0,0,1
AlphaBeta+__vs__AlphaBeta++__seed8190003__Astart,,A,B,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",4.106932,3.751675,4,4,174,140,0,0,0,0,1,0
AlphaBeta+__vs__AlphaBeta++__seed8190004__Bstart,,B,A,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",3.752605,4.124488,4,4,140,174,0,0,0,0,0,1
AlphaBeta+__vs__AlphaBeta++__seed9200003__Astart,,A,B,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",4.131290,3.751873,4,4,174,140,0,0,0,0,1,0
AlphaBeta+__vs__AlphaBeta++__seed9200004__Bstart,,B,A,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",3.751432,4.127506,4,4,140,174,0,0,0,0,0,1
AlphaBeta+__vs__AlphaBeta++__seed1010005__Astart,,A,B,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",4.135254,3.751439,4,4,174,140,0,0,0,0,1,0
AlphaBeta+__vs__AlphaBeta++__seed1010006__Bstart,,B,A,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",3.753472,4.122740,4,4,140,174,0,0,0,0,0,1
AlphaBeta+__vs__AlphaBeta++__seed2020005__Astart,,A,B,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",4.116055,3.751523,4,4,174,140,0,0,0,0,1,0
AlphaBeta+__vs__AlphaBeta++__seed2020006__Bstart,,B,A,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",3.751797,4.113477,4,4,140,174,0,0,0,0,0,1
AlphaBeta+__vs__AlphaBeta++__seed3030005__Astart,,A,B,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",4.128590,3.751419,4,4,174,140,0,0,0,0,1,0
AlphaBeta+__vs__AlphaBeta++__seed3030006__Bstart,,B,A,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",3.751443,4.115712,4,4,140,174,0,0,0,0,0,1
AlphaBeta+__vs__AlphaBeta++__seed4040005__Astart,,A,B,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",4.128698,3.751739,4,4,174,140,0,0,0,0,1,0
AlphaBeta+__vs__AlphaBeta++__seed4040006__Bstart,,B,A,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",3.752055,4.110311,4,4,140,174,0,0,0,0,0,1
AlphaBeta+__vs__AlphaBeta++__seed5050005__Astart,,A,B,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",4.149658,3.751564,4,4,174,140,0,0,0,0,1,0
AlphaBeta+__vs__AlphaBeta++__seed5050006__Bstart,,B,A,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",3.751894,4.119113,4,4,140,174,0,0,0,0,0,1
AlphaBeta+__vs__AlphaBeta++__seed6060005__Astart,,A,B,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",4.113639,3.751653,4,4,174,140,0,0,0,0,1,0
AlphaBeta+__vs__AlphaBeta++__seed6060006__Bstart,,B,A,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",3.751638,4.102796,4,4,140,174,0,0,0,0,0,1
AlphaBeta+__vs__AlphaBeta++__seed7070005__Astart,,A,B,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",4.105988,3.751715,4,4,174,140,0,0,0,0,1,0
AlphaBeta+__vs__AlphaBeta++__seed7070006__Bstart,,B,A,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",3.751595,4.114056,4,4,140,174,0,0,0,0,0,1
AlphaBeta+__vs__AlphaBeta++__seed8080005__Astart,,A,B,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",4.117100,3.752800,4,4,174,140,0,0,0,0,1,0
AlphaBeta+__vs__AlphaBeta++__seed8080006__Bstart,,B,A,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",3.752891,4.109624,4,4,140,174,0,0,0,0,0,1
AlphaBeta+__vs__AlphaBeta++__seed9090005__Astart,,A,B,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",4.236029,3.752578,4,4,174,140,0,0,0,0,1,0
AlphaBeta+__vs__AlphaBeta++__seed9090006__Bstart,,B,A,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",3.751484,4.120091,4,4,140,174,0,0,0,0,0,1
AlphaBeta+__vs__AlphaBeta++__seed1120005__Astart,,A,B,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",4.122880,3.752091,4,4,174,140,0,0,0,0,1,0
AlphaBeta+__vs__AlphaBeta++__seed1120006__Bstart,,B,A,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",3.753393,4.117939,4,4,140,174,0,0,0,0,0,1
AlphaBeta+__vs__AlphaBeta++__seed2130005__Astart,,A,B,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",4.113812,3.751699,4,4,174,140,0,0,0,0,1,0
AlphaBeta+__vs__AlphaBeta++__seed2130006__Bstart,,B,A,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",3.751775,4.117648,4,4,140,174,0,0,0,0,0,1
AlphaBeta+__vs__AlphaBeta++__seed3140005__Astart,,A,B,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",4.116938,3.751564,4,4,174,140,0,0,0,0,1,0
AlphaBeta+__vs__AlphaBeta++__seed3140006__Bstart,,B,A,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",3.751723,4.121247,4,4,140,174,0,0,0,0,0,1
AlphaBeta+__vs__AlphaBeta++__seed4150005__Astart,,A,B,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",4.119253,3.752690,4,4,174,140,0,0,0,0,1,0
AlphaBeta+__vs__AlphaBeta++__seed4150006__Bstart,,B,A,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",3.751495,4.107836,4,4,140,174,0,0,0,0,0,1
AlphaBeta+__vs__AlphaBeta++__seed5160005__Astart,,A,B,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",4.123566,3.751514,4,4,174,140,0,0,0,0,1,0
AlphaBeta+__vs__AlphaBeta++__seed5160006__Bstart,,B,A,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",3.751558,4.123311,4,4,140,174,0,0,0,0,0,1
AlphaBeta+__vs__AlphaBeta++__seed6170005__Astart,,A,B,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",4.120183,3.751960,4,4,174,140,0,0,0,0,1,0
AlphaBeta+__vs__AlphaBeta++__seed6170006__Bstart,,B,A,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",3.752136,4.125810,4,4,140,174,0,0,0,0,0,1
AlphaBeta+__vs__AlphaBeta++__seed7180005__Astart,,A,B,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",4.125138,3.753082,4,4,174,140,0,0,0,0,1,0
AlphaBeta+__vs__AlphaBeta++__seed7180006__Bstart,,B,A,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",3.752652,4.109731,4,4,140,174,0,0,0,0,0,1
AlphaBeta+__vs__AlphaBeta++__seed8190005__Astart,,A,B,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",4.112748,3.751522,4,4,174,140,0,0,0,0,1,0
AlphaBeta+__vs__AlphaBeta++__seed8190006__Bstart,,B,A,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",3.753090,4.123603,4,4,140,174,0,0,0,0,0,1
AlphaBeta+__vs__AlphaBeta++__seed9200005__Astart,,A,B,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",4.111881,3.751727,4,4,174,140,0,0,0,0,1,0
AlphaBeta+__vs__AlphaBeta++__seed9200006__Bstart,,B,A,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",3.752226,4.104618,4,4,140,174,0,0,0,0,0,1
