game_uid,pair,starter,winner,end_reason,plies_total,opening,time_p1,time_p2,moves_p1,moves_p2,branch_sum_p1,branch_sum_p2,forced_p1,forced_p2,missed_win_p1,missed_win_p2,gave_opp_win_p1,gave_opp_win_p2
Génétique (éval AB)__vs__MCTS+__seed6170001__Astart,,A,A,victory,9,"3,2,SQUARE | 0,0,DIAMOND | 2,1,CIRCLE | 1,3,SQUARE",4.290711,4.800448,5,4,188,135,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed6170002__Bstart,,B,B,victory,7,"1,3,TRIANGLE | 2,1,DIAMOND | 2,2,SQUARE | 1,0,SQUARE",7.264907,3.600476,3,4,119,177,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed7180001__Astart,,A,A,victory,9,"2,2,CIRCLE | 3,0,TRIANGLE | 1,1,DIAMOND | 0,1,SQUARE",5.339014,4.800467,5,4,182,138,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed7180002__Bstart,,B,B,victory,9,"1,3,SQUARE | 2,2,TRIANGLE | 0,1,CIRCLE | 3,0,CIRCLE",8.680824,4.802289,4,5,129,183,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed8190001__Astart,,A,A,victory,9,"2,0,DIAMOND | 3,3,CIRCLE | 1,1,SQUARE | 0,2,TRIANGLE",4.197689,4.802614,5,4,188,138,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed8190002__Bstart,,B,A,victory,10,"0,3,DIAMOND | 2,1,TRIANGLE | 1,0,TRIANGLE | 2,2,DIAMOND",7.876613,6.001909,5,5,141,185,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed9200001__Astart,,A,A,victory,9,"1,2,CIRCLE | 0,0,TRIANGLE | 2,3,TRIANGLE | 3,1,DIAMOND",5.970593,4.800842,5,4,186,135,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed9200002__Bstart,,B,B,victory,9,"3,2,TRIANGLE | 1,1,TRIANGLE | 2,0,DIAMOND | 0,2,SQUARE",7.812199,4.800941,4,5,126,182,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed1010003__Astart,,A,B,victory,10,"1,3,TRIANGLE | 1,0,DIAMOND | 2,1,SQUARE | 3,1,CIRCLE",3.654913,4.800745,5,5,186,147,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed1010004__Bstart,,B,B,victory,13,"0,1,SQUARE | 1,2,TRIANGLE | 2,0,DIAMOND | 3,1,CIRCLE",8.707187,7.200848,6,7,136,206,1,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed2020003__Astart,,A,B,victory,8,"2,1,DIAMOND | 1,0,TRIANGLE | 1,2,CIRCLE | 3,1,SQUARE",4.703388,3.600524,4,4,167,131,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed2020004__Bstart,,B,B,victory,9,"1,0,SQUARE | 2,2,SQUARE | 0,3,CIRCLE | 1,1,CIRCLE",9.508349,4.800674,4,5,131,188,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed3030003__Astart,,A,A,victory,9,"2,2,TRIANGLE | 0,0,CIRCLE | 1,1,SQUARE | 1,3,DIAMOND",5.589822,4.800347,5,4,186,129,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed3030004__Bstart,,B,B,victory,7,"0,3,DIAMOND | 2,1,CIRCLE | 1,0,CIRCLE | 2,2,DIAMOND",8.192219,3.600525,3,4,117,176,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed4040003__Astart,,A,A,victory,9,"3,0,SQUARE | 0,0,CIRCLE | 2,2,TRIANGLE | 1,3,DIAMOND",4.970110,4.800445,5,4,190,139,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed4040004__Bstart,,B,A,victory,10,"3,2,CIRCLE | 2,1,SQUARE | 1,0,TRIANGLE | 0,0,CIRCLE",9.480108,6.000651,5,5,149,178,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed5050003__Astart,,A,A,victory,11,"1,1,CIRCLE | 2,0,DIAMOND | 2,2,SQUARE | 0,1,TRIANGLE",6.901245,6.000614,6,5,183,134,1,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed5050004__Bstart,,B,B,victory,11,"2,3,SQUARE | 1,1,TRIANGLE | 0,2,DIAMOND | 3,2,CIRCLE",8.720867,6.000689,5,6,134,200,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed6060003__Astart,,A,A,victory,9,"2,1,TRIANGLE | 0,3,DIAMOND | 1,2,CIRCLE | 3,2,SQUARE",4.842245,4.800561,5,4,186,129,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed6060004__Bstart,,B,B,victory,9,"3,1,SQUARE | 1,2,DIAMOND | 2,3,DIAMOND | 1,0,SQUARE",8.702783,4.800855,4,5,137,186,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed7070003__Astart,,A,A,no_move,13,"2,3,CIRCLE | 1,0,CIRCLE | 0,0,TRIANGLE | 3,1,SQUARE",7.039064,7.200514,7,6,201,145,0,1,0,0,0,0
Génétique (éval AB)__vs__MCTS+__seed7070004__Bstart,,B,B,victory,11,"1,1,DIAMOND | 1,2,CIRCLE | 3,0,TRIANGLE | 2,3,DIAMOND",7.738276,6.000641,5,6,129,190,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed8080003__Astart,,A,A,victory,11,"3,3,DIAMOND | 3,0,TRIANGLE | 2,1,SQUARE | 2,2,CIRCLE",3.591383,6.000428,6,5,197,137,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed8080004__Bstart,,B,B,victory,7,"2,2,SQUARE | 2,1,CIRCLE | 0,0,DIAMOND | 3,2,TRIANGLE",7.716371,3.600588,3,4,120,177,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed9090003__Astart,,A,A,victory,11,"3,2,DIAMOND | 0,0,SQUARE | 2,1,CIRCLE | 1,3,TRIANGLE",4.419073,6.000454,6,5,189,135,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed9090004__Bstart,,B,B,victory,9,"3,2,CIRCLE | 2,1,CIRCLE | 0,3,TRIANGLE | 1,1,TRIANGLE",9.054893,4.800751,4,5,128,194,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed1120003__Astart,,A,A,victory,11,"2,2,SQUARE | 0,0,DIAMOND | 1,1,TRIANGLE | 3,1,CIRCLE",4.624196,6.000544,6,5,185,137,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed1120004__Bstart,,B,B,victory,9,"2,2,DIAMOND | 2,1,CIRCLE | 3,0,TRIANGLE | 0,3,SQUARE",7.905707,4.800546,4,5,141,174,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed2130003__Astart,,A,A,victory,9,"3,3,SQUARE | 1,1,TRIANGLE | 2,1,DIAMOND | 0,2,CIRCLE",4.731728,4.800461,5,4,190,140,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed2130004__Bstart,,B,A,victory,10,"1,0,SQUARE | 2,2,TRIANGLE | 3,1,CIRCLE | 3,0,DIAMOND",9.265741,6.000735,5,5,149,185,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed3140003__Astart,,A,A,victory,9,"2,1,DIAMOND | 0,3,SQUARE | 3,2,SQUARE | 1,0,CIRCLE",5.148409,4.800566,5,4,188,135,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed3140004__Bstart,,B,B,victory,9,"3,1,TRIANGLE | 2,2,TRIANGLE | 0,0,SQUARE | 1,2,SQUARE",8.342856,4.800598,4,5,133,186,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed4150003__Astart,,A,B,victory,10,"2,1,SQUARE | 3,0,DIAMOND | 1,2,DIAMOND | 2,3,TRIANGLE",4.295802,4.800390,5,5,180,146,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed4150004__Bstart,,B,A,victory,10,"2,0,DIAMOND | 1,2,CIRCLE | 0,1,CIRCLE | 3,2,DIAMOND",8.846956,6.006432,5,5,137,187,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed5160003__Astart,,A,A,no_move,13,"1,1,CIRCLE | 0,3,DIAMOND | 2,2,TRIANGLE | 1,0,TRIANGLE",6.615239,7.200512,7,6,201,144,0,1,0,0,0,0
Génétique (éval AB)__vs__MCTS+__seed5160004__Bstart,,B,A,victory,10,"0,1,SQUARE | 2,2,DIAMOND | 3,0,TRIANGLE | 1,1,CIRCLE",7.419138,6.000814,5,5,143,173,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed6170003__Astart,,A,B,victory,10,"0,3,SQUARE | 3,2,DIAMOND | 2,1,CIRCLE | 1,3,TRIANGLE",4.505376,4.807124,5,5,179,141,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed6170004__Bstart,,B,A,victory,10,"3,1,DIAMOND | 2,2,CIRCLE | 2,3,TRIANGLE | 3,0,SQUARE",7.859859,6.000852,5,5,147,186,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed7180003__Astart,,A,A,victory,9,"0,0,SQUARE | 2,3,TRIANGLE | 1,2,TRIANGLE | 3,1,DIAMOND",4.554376,4.800468,5,4,192,133,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed7180004__Bstart,,B,B,victory,9,"3,3,CIRCLE | 1,1,TRIANGLE | 0,2,DIAMOND | 2,0,CIRCLE",9.399804,4.800598,4,5,127,185,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed8190003__Astart,,A,A,victory,9,"0,0,TRIANGLE | 2,1,DIAMOND | 1,2,CIRCLE | 3,3,SQUARE",4.695936,4.800526,5,4,188,138,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed8190004__Bstart,,B,B,victory,7,"3,0,SQUARE | 1,2,DIAMOND | 0,1,CIRCLE | 2,1,TRIANGLE",6.725908,3.600491,3,4,119,178,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed9200003__Astart,,A,A,victory,9,"0,2,TRIANGLE | 2,2,SQUARE | 1,1,SQUARE | 3,0,DIAMOND",5.024679,4.800455,5,4,187,140,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed9200004__Bstart,,B,A,victory,10,"3,3,TRIANGLE | 1,2,TRIANGLE | 0,0,SQUARE | 0,1,CIRCLE",8.411294,6.009652,5,5,145,188,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed1010005__Astart,,A,A,victory,11,"2,3,DIAMOND | 1,2,SQUARE | 1,1,TRIANGLE | 3,3,CIRCLE",5.704091,6.000584,6,5,190,131,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed1010006__Bstart,,B,A,victory,10,"0,1,CIRCLE | 1,2,CIRCLE | 3,3,SQUARE | 2,3,DIAMOND",10.354975,6.000861,5,5,151,182,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed2020005__Astart,,A,A,victory,11,"3,3,DIAMOND | 0,2,DIAMOND | 2,1,SQUARE | 1,0,SQUARE",4.915103,6.000517,6,5,198,140,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed2020006__Bstart,,B,B,victory,11,"2,0,CIRCLE | 1,2,DIAMOND | 0,1,SQUARE | 3,3,TRIANGLE",9.218831,6.000666,5,6,138,181,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed3030005__Astart,,A,A,victory,11,"1,2,CIRCLE | 2,0,TRIANGLE | 2,1,DIAMOND | 3,3,SQUARE",6.208960,6.000499,6,5,182,133,1,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed3030006__Bstart,,B,B,victory,9,"1,3,SQUARE | 2,1,CIRCLE | 0,0,DIAMOND | 1,2,DIAMOND",8.360035,4.800687,4,5,132,188,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed4040005__Astart,,A,A,victory,11,"2,2,DIAMOND | 1,0,CIRCLE | 1,1,SQUARE | 0,3,TRIANGLE",5.816330,6.000611,6,5,184,149,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed4040006__Bstart,,B,B,victory,9,"2,0,DIAMOND | 1,2,CIRCLE | 0,1,CIRCLE | 3,2,DIAMOND",8.687493,4.800595,4,5,132,197,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed5050005__Astart,,A,A,victory,11,"2,0,DIAMOND | 1,1,SQUARE | 1,2,CIRCLE | 3,0,TRIANGLE",5.976352,6.000494,6,5,183,132,1,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed5050006__Bstart,,B,B,victory,7,"2,1,DIAMOND | 1,2,CIRCLE | 3,3,CIRCLE | 0,0,TRIANGLE",8.560204,3.600636,3,4,117,173,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed6060005__Astart,,A,A,victory,11,"0,2,SQUARE | 2,0,SQUARE | 2,1,DIAMOND | 3,3,CIRCLE",5.169541,6.000590,6,5,185,132,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed6060006__Bstart,,B,B,victory,9,"0,0,CIRCLE | 2,2,TRIANGLE | 1,3,DIAMOND | 1,1,SQUARE",9.271037,4.800543,4,5,139,175,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed7070005__Astart,,A,A,victory,9,"1,1,SQUARE | 0,3,CIRCLE | 2,2,CIRCLE | 1,0,DIAMOND",5.715306,4.800456,5,4,186,137,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed7070006__Bstart,,B,B,victory,7,"3,0,SQUARE | 1,2,CIRCLE | 2,3,TRIANGLE | 2,1,DIAMOND",7.576111,3.600667,3,4,119,176,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed8080005__Astart,,A,A,victory,9,"3,1,CIRCLE | 1,0,DIAMOND | 2,2,TRIANGLE | 0,3,SQUARE",5.171006,4.800495,5,4,188,138,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed8080006__Bstart,,B,B,victory,7,"2,0,TRIANGLE | 1,1,TRIANGLE | 3,3,DIAMOND | 1,2,DIAMOND",7.690380,3.600538,3,4,117,176,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed9090005__Astart,,A,A,victory,9,"0,3,CIRCLE | 2,2,SQUARE | 1,1,TRIANGLE | 3,0,DIAMOND",5.847756,4.800509,5,4,188,138,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed9090006__Bstart,,B,B,victory,9,"3,0,CIRCLE | 1,2,TRIANGLE | 0,1,DIAMOND | 2,1,SQUARE",8.774050,4.800620,4,5,139,177,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed1120005__Astart,,A,A,victory,11,"0,1,TRIANGLE | 2,0,CIRCLE | 2,2,DIAMOND | 1,1,SQUARE",5.257916,6.000401,6,5,191,132,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed1120006__Bstart,,B,B,victory,9,"3,3,CIRCLE | 1,1,DIAMOND | 0,2,SQUARE | 2,0,CIRCLE",8.665563,4.800576,4,5,127,185,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed2130005__Astart,,A,A,victory,11,"1,3,TRIANGLE | 3,2,TRIANGLE | 1,2,CIRCLE | 0,0,SQUARE",5.159422,6.000546,6,5,187,145,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed2130006__Bstart,,B,B,victory,9,"3,2,CIRCLE | 1,1,DIAMOND | 0,3,TRIANGLE | 2,2,TRIANGLE",8.664633,4.800791,4,5,135,184,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed3140005__Astart,,A,A,victory,11,"1,0,TRIANGLE | 0,3,DIAMOND | 2,2,SQUARE | 3,2,CIRCLE",4.763736,6.000482,6,5,185,131,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed3140006__Bstart,,B,B,victory,9,"0,2,SQUARE | 1,1,DIAMOND | 1,0,CIRCLE | 2,3,TRIANGLE",6.712147,4.800813,4,5,136,174,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed4150005__Astart,,A,A,victory,9,"2,3,SQUARE | 1,0,SQUARE | 1,2,CIRCLE | 3,1,TRIANGLE",6.081970,4.800496,5,4,189,139,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed4150006__Bstart,,B,B,victory,9,"1,3,TRIANGLE | 2,2,TRIANGLE | 3,0,CIRCLE | 1,1,DIAMOND",8.872700,4.800831,4,5,134,186,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed5160005__Astart,,A,A,victory,9,"2,3,TRIANGLE | 1,0,DIAMOND | 1,1,CIRCLE | 0,2,TRIANGLE",4.513776,4.800466,5,4,186,138,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed5160006__Bstart,,B,B,victory,7,"0,3,CIRCLE | 2,2,CIRCLE | 1,1,SQUARE | 2,0,SQUARE",9.933823,3.600491,3,4,117,176,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed6170005__Astart,,A,A,victory,9,"2,1,TRIANGLE | 0,0,CIRCLE | 1,2,SQUARE | 1,3,DIAMOND",5.595201,4.800519,5,4,182,138,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed6170006__Bstart,,B,B,victory,11,"2,2,CIRCLE | 2,1,TRIANGLE | 1,0,DIAMOND | 3,2,SQUARE",8.931482,6.009776,5,6,129,190,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed7180005__Astart,,A,A,victory,11,"3,1,DIAMOND | 0,2,CIRCLE | 1,2,SQUARE | 2,3,TRIANGLE",4.844296,6.000478,6,5,181,134,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed7180006__Bstart,,B,B,victory,9,"1,2,TRIANGLE | 2,1,CIRCLE | 3,3,SQUARE | 0,0,TRIANGLE",8.916341,4.800702,4,5,135,189,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed8190005__Astart,,A,A,victory,9,"3,3,DIAMOND | 1,0,TRIANGLE | 2,1,TRIANGLE | 0,2,DIAMOND",4.073987,4.800437,5,4,188,136,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed8190006__Bstart,,B,B,victory,9,"0,3,TRIANGLE | 1,2,CIRCLE | 1,0,SQUARE | 2,1,DIAMOND",8.412401,4.800839,4,5,141,176,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed9200005__Astart,,A,A,no_move,11,"1,0,CIRCLE | 2,1,SQUARE | 2,2,DIAMOND | 0,0,TRIANGLE",7.465920,6.000424,6,5,185,129,0,0,0,0,0,0
Génétique (éval AB)__vs__MCTS+__seed9200006__Bstart,,B,B,victory,7,"3,3,TRIANGLE | 2,1,TRIANGLE | 0,2,DIAMOND | 1,1,DIAMOND",7.241793,3.600505,3,4,117,176,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed1010007__Astart,,A,A,victory,9,"2,2,SQUARE | 1,0,TRIANGLE | 3,0,CIRCLE | 0,3,DIAMOND",4.543038,4.800528,5,4,189,139,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed1010008__Bstart,,B,B,victory,9,"2,2,TRIANGLE | 2,1,SQUARE | 0,0,DIAMOND | 3,2,CIRCLE",8.535005,4.800763,4,5,138,185,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed2020007__Astart,,A,A,victory,9,"3,2,DIAMOND | 0,3,CIRCLE | 1,1,CIRCLE | 2,2,SQUARE",5.033489,4.808143,5,4,186,137,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed2020008__Bstart,,B,A,victory,10,"0,3,DIAMOND | 2,1,SQUARE | 1,0,CIRCLE | 1,2,TRIANGLE",8.171952,6.000755,5,5,146,175,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed3030007__Astart,,A,A,victory,9,"1,0,CIRCLE | 2,3,SQUARE | 2,1,TRIANGLE | 0,2,DIAMOND",6.798856,4.800433,5,4,190,140,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed3030008__Bstart,,B,B,victory,7,"3,2,TRIANGLE | 2,1,DIAMOND | 2,0,CIRCLE | 1,3,SQUARE",7.517083,3.600626,3,4,119,167,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed4040007__Astart,,A,A,victory,11,"1,2,SQUARE | 0,1,CIRCLE | 3,1,TRIANGLE | 1,3,DIAMOND",6.665584,6.000670,6,5,183,134,1,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed4040008__Bstart,,B,B,victory,11,"0,2,CIRCLE | 2,1,SQUARE | 1,0,DIAMOND | 1,3,TRIANGLE",8.974650,6.000698,5,6,149,179,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed5050007__Astart,,A,A,victory,9,"3,3,CIRCLE | 0,2,TRIANGLE | 1,2,SQUARE | 2,3,DIAMOND",5.104379,4.800449,5,4,181,135,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed5050008__Bstart,,B,B,victory,9,"1,2,DIAMOND | 1,1,CIRCLE | 3,3,TRIANGLE | 2,0,SQUARE",8.047577,4.800626,4,5,134,183,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed6060007__Astart,,A,A,victory,9,"1,0,TRIANGLE | 0,2,DIAMOND | 2,1,CIRCLE | 3,3,SQUARE",4.380953,4.800501,5,4,188,138,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed6060008__Bstart,,B,B,victory,9,"0,1,CIRCLE | 1,2,CIRCLE | 3,0,SQUARE | 2,2,SQUARE",10.062644,4.800535,4,5,128,194,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed7070007__Astart,,A,A,victory,9,"2,0,SQUARE | 3,1,CIRCLE | 1,2,DIAMOND | 2,3,TRIANGLE",5.897715,4.800416,5,4,184,129,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed7070008__Bstart,,B,B,victory,7,"3,3,DIAMOND | 1,1,SQUARE | 2,0,TRIANGLE | 2,2,CIRCLE",7.090608,3.600605,3,4,119,176,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed8080007__Astart,,A,A,victory,11,"3,1,SQUARE | 0,0,CIRCLE | 2,2,DIAMOND | 1,3,TRIANGLE",4.775670,6.000627,6,5,193,143,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed8080008__Bstart,,B,B,victory,7,"0,1,CIRCLE | 1,2,DIAMOND | 3,0,SQUARE | 2,1,TRIANGLE",8.510639,3.600687,3,4,119,177,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed9090007__Astart,,A,A,victory,11,"1,3,CIRCLE | 3,0,SQUARE | 2,2,DIAMOND | 2,3,TRIANGLE",6.424992,6.000514,6,5,193,148,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed9090008__Bstart,,B,B,victory,7,"0,1,SQUARE | 1,2,TRIANGLE | 3,0,CIRCLE | 2,1,DIAMOND",8.047653,3.600514,3,4,119,177,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed1120007__Astart,,A,A,victory,9,"0,2,SQUARE | 2,3,SQUARE | 1,1,CIRCLE | 3,0,TRIANGLE",5.967138,4.800374,5,4,187,135,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed1120008__Bstart,,B,B,victory,9,"3,0,DIAMOND | 1,2,SQUARE | 0,1,SQUARE | 2,2,DIAMOND",7.969192,4.800489,4,5,131,193,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed2130007__Astart,,A,A,victory,9,"1,2,CIRCLE | 0,0,CIRCLE | 2,1,TRIANGLE | 3,1,SQUARE",7.573541,4.800532,5,4,185,136,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed2130008__Bstart,,B,A,victory,10,"1,3,DIAMOND | 2,2,CIRCLE | 3,2,TRIANGLE | 0,3,SQUARE",7.939019,6.000507,5,5,147,186,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed3140007__Astart,,A,A,victory,11,"1,1,CIRCLE | 2,0,SQUARE | 2,2,TRIANGLE | 0,1,DIAMOND",7.049923,6.000575,6,5,184,133,1,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed3140008__Bstart,,B,B,victory,9,"3,3,CIRCLE | 1,1,DIAMOND | 2,0,SQUARE | 2,2,TRIANGLE",8.702564,4.800601,4,5,139,177,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed4150007__Astart,,A,A,victory,9,"0,3,CIRCLE | 3,2,SQUARE | 2,2,DIAMOND | 1,3,TRIANGLE",5.462044,4.800388,5,4,183,135,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed4150008__Bstart,,B,B,victory,9,"3,2,CIRCLE | 1,1,CIRCLE | 0,3,TRIANGLE | 2,2,TRIANGLE",9.635798,4.800714,4,5,132,192,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed5160007__Astart,,A,A,victory,11,"2,1,CIRCLE | 0,0,DIAMOND | 1,2,SQUARE | 3,1,TRIANGLE",5.539538,6.000447,6,5,183,134,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed5160008__Bstart,,B,B,victory,9,"0,2,CIRCLE | 1,1,TRIANGLE | 3,3,DIAMOND | 2,3,SQUARE",8.381896,4.800660,4,5,135,174,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed6170007__Astart,,A,A,victory,9,"2,1,SQUARE | 3,3,TRIANGLE | 1,2,TRIANGLE | 2,0,CIRCLE",5.805006,4.800471,5,4,186,137,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed6170008__Bstart,,B,A,victory,12,"3,2,SQUARE | 1,1,SQUARE | 2,0,DIAMOND | 0,2,TRIANGLE",9.443770,7.200755,6,6,149,186,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed7180007__Astart,,A,A,victory,9,"1,2,SQUARE | 0,0,SQUARE | 2,1,DIAMOND | 3,1,CIRCLE",6.949442,4.800450,5,4,187,137,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed7180008__Bstart,,B,B,victory,9,"1,2,CIRCLE | 1,1,DIAMOND | 2,3,SQUARE | 0,2,SQUARE",10.288322,4.800548,4,5,137,183,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed8190007__Astart,,A,A,victory,11,"3,1,CIRCLE | 1,0,TRIANGLE | 2,2,DIAMOND | 0,3,SQUARE",5.841107,6.000485,6,5,191,145,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed8190008__Bstart,,B,B,victory,9,"0,1,DIAMOND | 2,2,TRIANGLE | 1,3,CIRCLE | 1,0,SQUARE",7.774999,4.800510,4,5,139,175,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed9200007__Astart,,A,A,victory,11,"1,3,TRIANGLE | 3,1,CIRCLE | 2,1,SQUARE | 0,0,DIAMOND",5.102359,6.000452,6,5,184,149,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed9200008__Bstart,,B,A,victory,10,"2,1,TRIANGLE | 1,2,CIRCLE | 3,3,DIAMOND | 3,0,SQUARE",8.763237,6.000786,5,5,146,173,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed1010009__Astart,,A,A,victory,11,"0,2,DIAMOND | 2,3,SQUARE | 1,1,CIRCLE | 1,2,TRIANGLE",4.682862,6.000485,6,5,195,148,0,0,0,0,0,1
