game_uid,pair,starter,winner,end_reason,plies_total,opening,time_p1,time_p2,moves_p1,moves_p2,branch_sum_p1,branch_sum_p2,forced_p1,forced_p2,missed_win_p1,missed_win_p2,gave_opp_win_p1,gave_opp_win_p2
Génétique (éval AB)__vs__MCTS+__seed1010031__Astart,,A,A,no_move,11,"0,1,CIRCLE | 3,3,DIAMOND | 1,2,SQUARE | 2,0,SQUARE",6.478203,5.994650,6,5,188,129,0,0,0,0,0,0
Génétique (éval AB)__vs__MCTS+__seed1010032__Bstart,,B,B,victory,9,"0,3,TRIANGLE | 2,1,DIAMOND | 3,2,SQUARE | 1,2,CIRCLE",7.495923,4.797646,4,5,139,173,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed2020031__Astart,,A,A,victory,9,"1,3,DIAMOND | 2,2,CIRCLE | 2,1,SQUARE | 0,3,TRIANGLE",6.571210,4.799061,5,4,188,128,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed2020032__Bstart,,B,B,victory,7,"3,2,SQUARE | 2,1,TRIANGLE | 1,3,CIRCLE | 0,2,DIAMOND",7.812827,3.600130,3,4,119,177,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed3030031__Astart,,A,B,victory,10,"2,1,DIAMOND | 3,3,CIRCLE | 1,2,TRIANGLE | 0,2,SQUARE",5.232444,4.800024,5,5,184,134,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed3030032__Bstart,,B,A,victory,10,"3,0,CIRCLE | 1,2,DIAMOND | 0,1,SQUARE | 2,3,TRIANGLE",8.810242,6.000476,5,5,145,174,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed4040031__Astart,,A,A,victory,11,"1,3,SQUARE | 0,0,CIRCLE | 2,2,DIAMOND | 1,2,TRIANGLE",5.080994,6.000385,6,5,196,148,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed4040032__Bstart,,B,A,victory,10,"2,3,DIAMOND | 1,1,CIRCLE | 3,0,TRIANGLE | 2,2,SQUARE",7.650044,6.000650,5,5,143,173,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed5050031__Astart,,A,A,victory,11,"1,2,SQUARE | 2,3,TRIANGLE | 2,1,CIRCLE | 0,2,DIAMOND",6.477913,6.003213,6,5,183,134,1,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed5050032__Bstart,,B,A,victory,10,"1,2,DIAMOND | 2,1,CIRCLE | 3,3,CIRCLE | 0,1,DIAMOND",8.623109,6.000713,5,5,138,187,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed6060031__Astart,,A,A,victory,9,"2,3,TRIANGLE | 0,1,DIAMOND | 1,2,DIAMOND | 3,0,CIRCLE",4.433148,4.811565,5,4,187,135,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed6060032__Bstart,,B,B,victory,7,"2,2,TRIANGLE | 2,1,CIRCLE | 0,3,DIAMOND | 3,2,DIAMOND",7.827449,3.600548,3,4,119,177,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed7070031__Astart,,A,A,victory,9,"0,1,TRIANGLE | 2,2,CIRCLE | 1,2,SQUARE | 3,0,DIAMOND",6.183688,4.800460,5,4,189,139,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed7070032__Bstart,,B,A,victory,10,"3,2,TRIANGLE | 1,1,CIRCLE | 2,0,SQUARE | 2,3,DIAMOND",8.824758,6.000548,5,5,146,173,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed8080031__Astart,,A,A,victory,9,"0,2,TRIANGLE | 2,3,CIRCLE | 1,1,DIAMOND | 3,0,SQUARE",4.755442,4.800492,5,4,188,138,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed8080032__Bstart,,B,B,victory,7,"1,0,DIAMOND | 2,1,TRIANGLE | 3,1,CIRCLE | 0,3,SQUARE",6.629527,3.600658,3,4,119,165,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed9090031__Astart,,A,B,victory,8,"1,3,SQUARE | 0,1,DIAMOND | 2,1,CIRCLE | 1,2,TRIANGLE",4.492317,3.600546,4,4,173,142,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed9090032__Bstart,,B,B,victory,7,"3,1,CIRCLE | 1,2,TRIANGLE | 2,3,DIAMOND | 2,0,SQUARE",8.548830,3.600759,3,4,119,178,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed1120031__Astart,,A,A,victory,9,"0,0,SQUARE | 3,1,TRIANGLE | 2,1,CIRCLE | 1,0,DIAMOND",4.879116,4.800554,5,4,181,135,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed1120032__Bstart,,B,B,victory,7,"1,2,CIRCLE | 2,2,TRIANGLE | 0,0,SQUARE | 3,1,CIRCLE",8.568586,3.600580,3,4,120,176,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed2130031__Astart,,A,A,victory,9,"0,0,SQUARE | 2,3,SQUARE | 1,2,DIAMOND | 3,1,DIAMOND",5.666105,4.800560,5,4,188,136,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed2130032__Bstart,,B,B,victory,9,"1,1,CIRCLE | 1,2,DIAMOND | 3,0,TRIANGLE | 2,3,SQUARE",10.755172,4.800445,4,5,134,183,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed3140031__Astart,,A,A,victory,11,"2,1,SQUARE | 0,3,TRIANGLE | 1,2,CIRCLE | 1,0,DIAMOND",5.199644,6.000372,6,5,184,136,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed3140032__Bstart,,B,B,victory,7,"2,1,DIAMOND | 2,2,CIRCLE | 1,0,TRIANGLE | 1,3,DIAMOND",7.898480,3.600642,3,4,119,176,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed4150031__Astart,,A,A,victory,11,"0,2,CIRCLE | 3,3,SQUARE | 2,1,DIAMOND | 1,2,DIAMOND",5.127953,6.000499,6,5,185,132,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed4150032__Bstart,,B,B,victory,7,"0,0,TRIANGLE | 2,2,CIRCLE | 1,3,CIRCLE | 2,1,TRIANGLE",9.002456,3.600565,3,4,117,176,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed5160031__Astart,,A,A,victory,9,"3,2,TRIANGLE | 1,3,DIAMOND | 2,1,SQUARE | 0,0,CIRCLE",4.221812,4.800437,5,4,188,136,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed5160032__Bstart,,B,B,victory,9,"3,0,SQUARE | 1,2,SQUARE | 2,3,CIRCLE | 0,0,CIRCLE",9.212161,4.800653,4,5,132,189,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed6170031__Astart,,A,A,no_move,11,"2,2,DIAMOND | 3,0,TRIANGLE | 1,1,SQUARE | 2,3,SQUARE",4.786806,6.000402,6,5,184,128,0,0,0,0,0,0
Génétique (éval AB)__vs__MCTS+__seed6170032__Bstart,,B,B,victory,7,"3,0,DIAMOND | 1,1,SQUARE | 0,1,TRIANGLE | 2,3,CIRCLE",6.876632,3.600594,3,4,119,167,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed7180031__Astart,,A,A,victory,11,"1,1,DIAMOND | 3,2,TRIANGLE | 2,2,CIRCLE | 0,3,SQUARE",5.151577,6.000437,6,5,181,134,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed7180032__Bstart,,B,B,victory,7,"3,3,TRIANGLE | 1,1,SQUARE | 2,0,DIAMOND | 2,2,CIRCLE",6.943820,3.608905,3,4,119,177,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed8190031__Astart,,A,A,victory,11,"3,2,CIRCLE | 1,0,SQUARE | 2,1,DIAMOND | 3,1,TRIANGLE",5.476463,6.000430,6,5,185,138,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed8190032__Bstart,,B,B,victory,9,"0,2,DIAMOND | 2,1,SQUARE | 1,0,CIRCLE | 3,2,CIRCLE",7.967550,4.800649,4,5,133,191,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed9200031__Astart,,A,B,victory,8,"2,3,TRIANGLE | 3,2,CIRCLE | 1,1,CIRCLE | 2,0,SQUARE",4.851742,3.600533,4,4,174,141,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed9200032__Bstart,,B,B,victory,9,"0,3,CIRCLE | 2,1,TRIANGLE | 1,0,SQUARE | 1,2,DIAMOND",8.936333,4.800470,4,5,139,175,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed1010033__Astart,,A,A,victory,11,"0,1,SQUARE | 2,0,CIRCLE | 1,2,TRIANGLE | 3,3,DIAMOND",5.727078,6.000476,6,5,191,145,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed1010034__Bstart,,B,B,victory,9,"0,3,DIAMOND | 2,1,CIRCLE | 3,2,TRIANGLE | 0,0,SQUARE",8.475297,4.800564,4,5,135,180,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed2020033__Astart,,A,A,victory,9,"1,0,CIRCLE | 3,3,TRIANGLE | 2,1,TRIANGLE | 0,2,SQUARE",6.603885,4.800539,5,4,192,133,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed2020034__Bstart,,B,B,victory,9,"3,3,SQUARE | 1,1,TRIANGLE | 2,0,CIRCLE | 3,2,CIRCLE",8.109284,4.800612,4,5,131,186,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed3030033__Astart,,A,A,victory,11,"1,0,CIRCLE | 3,1,DIAMOND | 2,2,SQUARE | 0,0,SQUARE",6.167479,6.000485,6,5,191,133,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed3030034__Bstart,,B,B,victory,9,"0,1,SQUARE | 2,2,TRIANGLE | 3,0,CIRCLE | 1,1,DIAMOND",7.826809,4.800516,4,5,135,174,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed4040033__Astart,,A,B,victory,12,"2,1,SQUARE | 3,3,DIAMOND | 1,2,CIRCLE | 2,0,TRIANGLE",4.874369,6.000603,6,6,182,133,0,1,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed4040034__Bstart,,B,B,victory,11,"1,1,DIAMOND | 2,2,SQUARE | 3,0,CIRCLE | 1,3,CIRCLE",8.594196,6.000898,5,6,136,196,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed5050033__Astart,,A,A,victory,9,"3,2,CIRCLE | 0,0,DIAMOND | 2,1,SQUARE | 1,3,SQUARE",5.488332,4.808680,5,4,188,136,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed5050034__Bstart,,B,B,victory,7,"3,1,SQUARE | 1,2,SQUARE | 0,0,CIRCLE | 2,3,TRIANGLE",8.732960,3.600560,3,4,117,172,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed6060033__Astart,,A,A,victory,11,"2,2,CIRCLE | 1,3,SQUARE | 1,1,DIAMOND | 3,2,TRIANGLE",6.815143,6.000512,6,5,184,138,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed6060034__Bstart,,B,A,victory,10,"3,3,TRIANGLE | 1,1,CIRCLE | 2,0,SQUARE | 3,2,DIAMOND",7.575165,6.000587,5,5,143,173,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed7070033__Astart,,A,A,victory,11,"1,1,TRIANGLE | 0,2,CIRCLE | 2,3,CIRCLE | 1,0,SQUARE",6.396612,6.000552,6,5,195,133,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed7070034__Bstart,,B,B,no_move,13,"0,0,TRIANGLE | 2,2,DIAMOND | 1,2,SQUARE | 3,0,SQUARE",8.532535,8.400671,6,7,140,196,0,0,0,0,0,0
Génétique (éval AB)__vs__MCTS+__seed8080033__Astart,,A,A,victory,11,"3,1,SQUARE | 2,2,TRIANGLE | 1,2,CIRCLE | 3,0,DIAMOND",5.752379,6.000397,6,5,196,134,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed8080034__Bstart,,B,B,victory,7,"0,1,SQUARE | 2,2,SQUARE | 1,3,DIAMOND | 3,1,DIAMOND",8.246751,3.606533,3,4,117,173,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed9090033__Astart,,A,A,victory,9,"0,1,SQUARE | 0,0,CIRCLE | 1,2,CIRCLE | 3,3,DIAMOND",4.605440,4.817218,5,4,187,127,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed9090034__Bstart,,B,A,victory,10,"3,3,CIRCLE | 1,1,DIAMOND | 2,0,SQUARE | 3,0,TRIANGLE",9.191777,6.000564,5,5,149,185,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed1120033__Astart,,A,A,victory,9,"3,1,SQUARE | 0,2,TRIANGLE | 2,2,DIAMOND | 1,0,CIRCLE",4.882341,4.800371,5,4,190,140,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed1120034__Bstart,,B,A,victory,10,"3,0,DIAMOND | 1,2,SQUARE | 0,1,SQUARE | 2,2,DIAMOND",7.761998,6.000669,5,5,139,183,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed2130033__Astart,,A,B,victory,12,"3,3,DIAMOND | 1,2,SQUARE | 2,1,CIRCLE | 2,3,TRIANGLE",4.671975,6.000396,6,6,175,150,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed2130034__Bstart,,B,B,victory,7,"1,0,DIAMOND | 2,2,DIAMOND | 3,1,TRIANGLE | 1,3,CIRCLE",7.480766,3.600595,3,4,117,173,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed3140033__Astart,,A,A,victory,11,"2,0,CIRCLE | 1,3,CIRCLE | 1,2,SQUARE | 0,1,TRIANGLE",7.457326,6.000442,6,5,182,134,1,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed3140034__Bstart,,B,B,victory,9,"3,0,DIAMOND | 1,2,TRIANGLE | 2,3,CIRCLE | 2,1,SQUARE",8.310714,4.800663,4,5,139,176,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed4150033__Astart,,A,B,victory,10,"1,2,DIAMOND | 3,3,SQUARE | 2,1,TRIANGLE | 0,2,CIRCLE",4.839611,4.800438,5,5,180,134,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed4150034__Bstart,,B,B,victory,9,"2,0,TRIANGLE | 1,1,SQUARE | 3,2,CIRCLE | 3,3,DIAMOND",7.539846,4.800490,4,5,136,171,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed5160033__Astart,,A,A,victory,11,"1,0,DIAMOND | 0,3,SQUARE | 2,2,TRIANGLE | 3,2,DIAMOND",4.593188,6.000382,6,5,182,131,1,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed5160034__Bstart,,B,A,victory,10,"0,0,TRIANGLE | 2,2,SQUARE | 3,1,CIRCLE | 1,3,DIAMOND",8.046837,6.000581,5,5,145,174,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed6170033__Astart,,A,A,victory,9,"3,3,SQUARE | 3,0,TRIANGLE | 2,1,CIRCLE | 0,1,DIAMOND",3.905652,4.800557,5,4,196,140,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed6170034__Bstart,,B,B,victory,9,"1,0,TRIANGLE | 1,1,DIAMOND | 0,2,SQUARE | 3,3,TRIANGLE",8.303863,4.800553,4,5,125,186,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed7180033__Astart,,A,A,victory,9,"1,2,DIAMOND | 3,0,TRIANGLE | 0,1,TRIANGLE | 2,3,SQUARE",4.861845,4.800404,5,4,187,135,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed7180034__Bstart,,B,B,victory,7,"1,1,SQUARE | 2,2,DIAMOND | 0,3,TRIANGLE | 1,0,CIRCLE",9.595921,3.600442,3,4,118,167,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed8190033__Astart,,A,A,victory,11,"3,1,TRIANGLE | 1,0,SQUARE | 1,2,DIAMOND | 2,1,CIRCLE",5.352221,6.000355,6,5,200,140,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed8190034__Bstart,,B,B,victory,7,"0,3,SQUARE | 2,1,CIRCLE | 3,2,CIRCLE | 1,0,DIAMOND",8.489718,3.600735,3,4,117,172,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed9200033__Astart,,A,A,victory,9,"0,1,CIRCLE | 1,2,TRIANGLE | 2,2,DIAMOND | 0,0,SQUARE",7.577041,4.800440,5,4,184,129,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed9200034__Bstart,,B,B,victory,9,"0,3,SQUARE | 2,1,SQUARE | 1,0,TRIANGLE | 3,3,TRIANGLE",9.234040,4.800522,4,5,128,192,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed1010035__Astart,,A,B,victory,12,"3,2,DIAMOND | 2,1,DIAMOND | 2,2,SQUARE | 0,3,TRIANGLE",5.597401,6.000592,6,6,189,163,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed1010036__Bstart,,B,A,victory,10,"0,0,SQUARE | 2,2,CIRCLE | 1,3,CIRCLE | 2,1,SQUARE",9.283769,6.000539,5,5,139,183,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed2020035__Astart,,A,A,victory,11,"3,2,CIRCLE | 0,3,TRIANGLE | 2,1,SQUARE | 2,2,DIAMOND",5.021970,6.000453,6,5,195,148,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed2020036__Bstart,,B,B,victory,7,"1,1,TRIANGLE | 2,1,SQUARE | 0,2,DIAMOND | 3,2,TRIANGLE",8.086261,3.600821,3,4,119,178,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed3030035__Astart,,A,A,victory,9,"2,3,TRIANGLE | 3,1,SQUARE | 1,2,SQUARE | 0,0,TRIANGLE",5.214483,4.800498,5,4,186,136,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed3030036__Bstart,,B,B,victory,9,"1,1,CIRCLE | 2,1,DIAMOND | 3,0,SQUARE | 0,3,TRIANGLE",9.204213,4.800645,4,5,141,174,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed4040035__Astart,,A,A,victory,11,"3,2,TRIANGLE | 0,1,SQUARE | 2,1,CIRCLE | 1,3,DIAMOND",4.951126,6.000532,6,5,191,146,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed4040036__Bstart,,B,B,victory,7,"3,1,DIAMOND | 2,2,SQUARE | 2,3,CIRCLE | 1,0,TRIANGLE",6.894557,3.600704,3,4,119,165,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed5050035__Astart,,A,A,victory,11,"2,3,CIRCLE | 0,2,SQUARE | 1,1,DIAMOND | 1,0,TRIANGLE",6.008405,6.000311,6,5,183,134,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed5050036__Bstart,,B,A,victory,10,"0,2,CIRCLE | 1,1,SQUARE | 2,3,DIAMOND | 2,0,CIRCLE",9.836033,6.000570,5,5,142,184,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed6060035__Astart,,A,A,victory,11,"3,1,DIAMOND | 1,0,TRIANGLE | 1,2,SQUARE | 2,1,CIRCLE",4.504527,6.000382,6,5,183,134,1,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed6060036__Bstart,,B,B,victory,9,"3,2,SQUARE | 2,1,CIRCLE | 2,0,TRIANGLE | 1,3,DIAMOND",8.907746,4.800700,4,5,125,185,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed7070035__Astart,,A,A,victory,9,"2,2,CIRCLE | 1,1,DIAMOND | 3,1,TRIANGLE | 0,3,SQUARE",6.351182,4.800569,5,4,189,138,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed7070036__Bstart,,B,B,victory,9,"1,0,TRIANGLE | 2,1,SQUARE | 0,3,SQUARE | 3,3,CIRCLE",8.459312,4.800624,4,5,135,181,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed8080035__Astart,,A,A,victory,9,"2,1,DIAMOND | 1,2,DIAMOND | 3,2,CIRCLE | 0,0,TRIANGLE",6.617131,4.800523,5,4,189,139,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed8080036__Bstart,,B,A,victory,10,"3,3,TRIANGLE | 1,1,CIRCLE | 0,2,SQUARE | 2,2,DIAMOND",8.726078,6.000802,5,5,144,172,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed9090035__Astart,,A,A,victory,11,"1,0,CIRCLE | 0,3,DIAMOND | 2,1,TRIANGLE | 1,1,SQUARE",5.719942,6.000542,6,5,195,148,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed9090036__Bstart,,B,B,victory,9,"1,1,SQUARE | 2,2,DIAMOND | 3,0,CIRCLE | 0,0,TRIANGLE",9.975192,4.800627,4,5,139,174,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed1120035__Astart,,A,A,victory,11,"0,1,CIRCLE | 2,0,TRIANGLE | 2,2,DIAMOND | 1,1,SQUARE",6.204569,6.000379,6,5,183,134,1,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed1120036__Bstart,,B,B,victory,7,"1,3,SQUARE | 2,1,SQUARE | 0,0,TRIANGLE | 1,2,TRIANGLE",9.333208,3.600373,3,4,118,176,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed2130035__Astart,,A,A,victory,9,"0,3,SQUARE | 1,0,DIAMOND | 2,2,DIAMOND | 3,1,SQUARE",4.337101,4.800455,5,4,188,135,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed2130036__Bstart,,B,B,victory,9,"3,2,CIRCLE | 1,1,CIRCLE | 2,0,SQUARE | 0,2,TRIANGLE",9.823379,4.800575,4,5,127,188,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed3140035__Astart,,A,A,no_move,9,"1,3,SQUARE | 2,2,CIRCLE | 2,1,TRIANGLE | 0,3,DIAMOND",6.714808,4.800342,5,4,184,127,0,0,0,0,0,0
Génétique (éval AB)__vs__MCTS+__seed3140036__Bstart,,B,A,victory,10,"0,3,DIAMOND | 2,1,SQUARE | 1,0,TRIANGLE | 1,2,CIRCLE",7.881472,6.000494,5,5,143,172,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed4150035__Astart,,A,A,victory,9,"1,0,SQUARE | 2,3,DIAMOND | 2,1,CIRCLE | 0,2,TRIANGLE",4.984377,4.800407,5,4,190,140,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed4150036__Bstart,,B,B,victory,9,"0,3,SQUARE | 2,1,CIRCLE | 2,2,TRIANGLE | 1,0,DIAMOND",9.343888,4.800521,4,5,135,174,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed5160035__Astart,,A,B,victory,12,"1,0,SQUARE | 0,3,DIAMOND | 2,2,CIRCLE | 1,1,TRIANGLE",4.819041,6.000375,6,6,182,137,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed5160036__Bstart,,B,B,victory,9,"1,0,CIRCLE | 2,1,CIRCLE | 3,3,TRIANGLE | 1,2,TRIANGLE",9.762096,4.800761,4,5,135,193,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed6170035__Astart,,A,A,victory,9,"1,0,CIRCLE | 0,3,TRIANGLE | 2,1,SQUARE | 3,2,DIAMOND",5.904122,4.800571,5,4,188,138,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed6170036__Bstart,,B,B,victory,7,"0,0,DIAMOND | 2,2,CIRCLE | 3,1,SQUARE | 1,1,TRIANGLE",7.358471,3.600347,3,4,119,177,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed7180035__Astart,,A,B,victory,8,"2,0,CIRCLE | 3,2,TRIANGLE | 1,2,SQUARE | 2,1,DIAMOND",5.410927,3.600379,4,4,173,140,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed7180036__Bstart,,B,B,victory,9,"3,2,TRIANGLE | 1,1,TRIANGLE | 0,3,DIAMOND | 2,2,DIAMOND",7.667221,4.800527,4,5,131,188,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed8190035__Astart,,A,A,victory,9,"0,2,DIAMOND | 3,0,SQUARE | 1,1,CIRCLE | 2,3,TRIANGLE",4.548210,4.800438,5,4,186,138,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed8190036__Bstart,,B,B,victory,7,"2,1,CIRCLE | 1,2,CIRCLE | 3,3,DIAMOND | 0,1,SQUARE",10.000895,3.603214,3,4,117,173,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed9200035__Astart,,A,A,victory,9,"2,3,SQUARE | 0,0,TRIANGLE | 1,2,TRIANGLE | 3,1,DIAMOND",4.608295,4.800529,5,4,187,135,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed9200036__Bstart,,B,B,victory,9,"0,0,DIAMOND | 2,2,CIRCLE | 1,3,CIRCLE | 3,1,DIAMOND",8.106374,4.800660,4,5,133,180,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed1010037__Astart,,A,A,victory,11,"2,3,DIAMOND | 1,2,CIRCLE | 1,1,SQUARE | 3,3,TRIANGLE",6.205608,6.000410,6,5,184,138,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed1010038__Bstart,,B,A,victory,12,"3,1,TRIANGLE | 1,2,TRIANGLE | 0,0,SQUARE | 2,1,SQUARE",8.510907,7.200586,6,6,149,187,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed2020037__Astart,,A,A,victory,9,"3,2,DIAMOND | 2,0,SQUARE | 1,1,CIRCLE | 0,1,TRIANGLE",4.254544,4.800554,5,4,183,129,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed2020038__Bstart,,B,B,victory,9,"3,2,DIAMOND | 1,1,CIRCLE | 2,0,SQUARE | 0,3,DIAMOND",7.885139,4.800688,4,5,136,181,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed3030037__Astart,,A,A,victory,9,"2,3,TRIANGLE | 3,1,DIAMOND | 1,2,SQUARE | 0,0,CIRCLE",4.264679,4.800424,5,4,188,136,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed3030038__Bstart,,B,A,victory,10,"0,2,SQUARE | 1,1,TRIANGLE | 1,0,CIRCLE | 0,3,DIAMOND",8.430161,6.010279,5,5,142,185,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed4040037__Astart,,A,A,victory,9,"0,3,TRIANGLE | 1,0,SQUARE | 1,1,DIAMOND | 0,2,CIRCLE",4.123436,4.800489,5,4,186,128,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed4040038__Bstart,,B,B,victory,9,"3,3,CIRCLE | 1,1,TRIANGLE | 2,0,SQUARE | 2,2,DIAMOND",9.249425,4.800498,4,5,139,177,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed5050037__Astart,,A,A,victory,9,"1,2,CIRCLE | 0,1,TRIANGLE | 3,3,TRIANGLE | 2,0,DIAMOND",6.433294,4.800403,5,4,184,128,0,0,0,0,0,1
