game_uid,pair,starter,winner,end_reason,plies_total,opening,time_p1,time_p2,moves_p1,moves_p2,branch_sum_p1,branch_sum_p2,forced_p1,forced_p2,missed_win_p1,missed_win_p2,gave_opp_win_p1,gave_opp_win_p2
Génétique (éval AB)__vs__MCTS+__seed5050038__Bstart,,B,B,victory,7,"0,2,SQUARE | 1,1,TRIANGLE | 1,0,DIAMOND | 2,3,CIRCLE",7.657013,3.600418,3,4,119,165,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed6060037__Astart,,A,A,victory,9,"2,2,DIAMOND | 0,0,CIRCLE | 1,1,TRIANGLE | 1,3,SQUARE",5.608040,4.800514,5,4,183,129,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed6060038__Bstart,,B,B,victory,11,"1,2,CIRCLE | 1,1,TRIANGLE | 2,3,DIAMOND | 3,0,CIRCLE",10.276577,6.000861,5,6,143,189,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed7070037__Astart,,A,A,victory,11,"2,0,TRIANGLE | 0,1,CIRCLE | 1,2,DIAMOND | 1,3,TRIANGLE",5.095251,6.000463,6,5,182,133,1,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed7070038__Bstart,,B,B,victory,11,"1,3,SQUARE | 2,2,CIRCLE | 0,0,TRIANGLE | 1,1,DIAMOND",9.290787,6.000816,5,6,149,180,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed8080037__Astart,,A,A,victory,9,"1,1,DIAMOND | 3,0,TRIANGLE | 2,2,TRIANGLE | 0,1,SQUARE",4.921468,4.800385,5,4,186,135,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed8080038__Bstart,,B,B,victory,9,"0,1,SQUARE | 1,2,CIRCLE | 3,0,DIAMOND | 2,3,DIAMOND",7.885328,4.800842,4,5,132,190,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed9090037__Astart,,A,A,victory,9,"3,0,TRIANGLE | 0,3,SQUARE | 2,2,SQUARE | 1,1,DIAMOND",3.976370,4.809048,5,4,187,135,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed9090038__Bstart,,B,B,victory,9,"3,0,SQUARE | 1,2,TRIANGLE | 0,1,DIAMOND | 3,3,DIAMOND",8.307591,4.800849,4,5,133,189,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed1120037__Astart,,A,A,victory,9,"3,3,CIRCLE | 2,0,TRIANGLE | 1,2,TRIANGLE | 0,1,CIRCLE",5.193375,4.800471,5,4,186,136,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed1120038__Bstart,,B,B,victory,9,"2,1,TRIANGLE | 1,2,TRIANGLE | 3,3,CIRCLE | 0,1,SQUARE",8.254956,4.800634,4,5,126,191,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed2130037__Astart,,A,A,victory,11,"2,1,CIRCLE | 1,3,DIAMOND | 1,2,TRIANGLE | 0,0,SQUARE",5.565117,6.000352,6,5,182,133,1,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed2130038__Bstart,,B,B,victory,9,"3,3,TRIANGLE | 1,1,DIAMOND | 0,2,SQUARE | 2,2,CIRCLE",7.647354,4.800454,4,5,139,174,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed3140037__Astart,,A,A,victory,9,"2,2,SQUARE | 3,0,CIRCLE | 1,1,CIRCLE | 2,3,DIAMOND",5.898154,4.800434,5,4,186,137,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed3140038__Bstart,,B,A,victory,10,"1,1,DIAMOND | 1,2,TRIANGLE | 2,0,CIRCLE | 3,3,SQUARE",7.848506,6.000490,5,5,145,172,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed4150037__Astart,,A,A,victory,9,"2,2,SQUARE | 0,0,CIRCLE | 1,1,DIAMOND | 3,1,TRIANGLE",6.151481,4.800290,5,4,186,129,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed4150038__Bstart,,B,B,victory,11,"3,0,TRIANGLE | 1,2,CIRCLE | 0,1,DIAMOND | 2,1,SQUARE",8.446959,6.000691,5,6,146,178,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed5160037__Astart,,A,A,victory,11,"3,1,SQUARE | 1,2,SQUARE | 2,2,TRIANGLE | 0,0,CIRCLE",6.161616,6.000540,6,5,190,151,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed5160038__Bstart,,B,B,victory,9,"3,0,DIAMOND | 1,2,SQUARE | 0,1,CIRCLE | 2,3,DIAMOND",7.794156,4.800577,4,5,132,187,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed6170037__Astart,,A,A,victory,9,"3,0,TRIANGLE | 1,3,DIAMOND | 2,2,DIAMOND | 0,1,CIRCLE",4.646084,4.805625,5,4,187,135,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed6170038__Bstart,,B,B,victory,13,"2,3,SQUARE | 1,1,TRIANGLE | 0,2,CIRCLE | 3,2,DIAMOND",9.416749,7.200740,6,7,136,206,1,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed7180037__Astart,,A,A,victory,9,"0,1,DIAMOND | 3,2,CIRCLE | 2,2,TRIANGLE | 1,3,SQUARE",4.871598,4.800447,5,4,186,129,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed7180038__Bstart,,B,B,victory,9,"3,3,CIRCLE | 1,1,TRIANGLE | 0,2,DIAMOND | 3,0,DIAMOND",8.514109,4.803134,4,5,135,182,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed8190037__Astart,,A,A,victory,9,"0,3,SQUARE | 2,2,DIAMOND | 1,1,TRIANGLE | 3,0,CIRCLE",4.187672,4.800390,5,4,188,136,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed8190038__Bstart,,B,B,victory,9,"3,1,CIRCLE | 1,2,DIAMOND | 2,3,DIAMOND | 0,0,CIRCLE",9.676493,4.800687,4,5,135,186,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed9200037__Astart,,A,A,victory,11,"2,0,CIRCLE | 1,1,DIAMOND | 1,2,SQUARE | 3,0,TRIANGLE",6.427393,6.000471,6,5,194,134,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed9200038__Bstart,,B,B,victory,9,"3,0,SQUARE | 2,1,CIRCLE | 2,2,DIAMOND | 0,3,TRIANGLE",8.189786,4.800480,4,5,141,174,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed1010039__Astart,,A,B,victory,10,"1,2,DIAMOND | 3,0,DIAMOND | 2,1,SQUARE | 2,3,CIRCLE",4.895308,4.800531,5,5,186,149,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed1010040__Bstart,,B,B,victory,9,"3,2,SQUARE | 1,1,TRIANGLE | 1,3,CIRCLE | 2,0,CIRCLE",8.938461,4.800499,4,5,126,185,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed2020039__Astart,,A,A,victory,11,"3,1,SQUARE | 1,3,DIAMOND | 2,2,CIRCLE | 3,2,TRIANGLE",4.632816,6.000414,6,5,192,148,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed2020040__Bstart,,B,B,victory,9,"3,0,CIRCLE | 1,2,SQUARE | 0,1,TRIANGLE | 2,1,DIAMOND",8.904563,4.800822,4,5,139,175,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed3030039__Astart,,A,A,victory,11,"3,2,DIAMOND | 0,2,SQUARE | 1,1,SQUARE | 2,0,CIRCLE",3.835239,6.000580,6,5,192,149,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed3030040__Bstart,,B,B,victory,7,"0,0,CIRCLE | 2,2,TRIANGLE | 1,3,SQUARE | 1,1,DIAMOND",8.521831,3.600458,3,4,119,176,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed4040039__Astart,,A,B,victory,10,"2,1,DIAMOND | 0,3,DIAMOND | 1,2,SQUARE | 1,0,CIRCLE",5.345997,4.800451,5,5,186,149,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed4040040__Bstart,,B,B,victory,9,"2,0,TRIANGLE | 1,1,TRIANGLE | 3,2,SQUARE | 0,3,SQUARE",8.625068,4.800848,4,5,133,189,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed5050039__Astart,,A,A,victory,9,"1,1,DIAMOND | 3,0,DIAMOND | 3,3,SQUARE | 0,2,TRIANGLE",5.443227,4.800636,5,4,194,135,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed5050040__Bstart,,B,B,victory,9,"3,1,CIRCLE | 2,2,SQUARE | 0,0,TRIANGLE | 1,1,DIAMOND",9.567467,4.800530,4,5,139,173,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed6060039__Astart,,A,B,victory,10,"0,1,TRIANGLE | 3,2,DIAMOND | 2,2,CIRCLE | 1,3,SQUARE",4.956788,4.800427,5,5,181,132,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed6060040__Bstart,,B,B,victory,9,"2,1,CIRCLE | 1,2,TRIANGLE | 3,3,SQUARE | 3,0,DIAMOND",9.671470,4.800445,4,5,139,177,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed7070039__Astart,,A,A,victory,11,"3,1,SQUARE | 0,0,DIAMOND | 1,2,CIRCLE | 1,3,TRIANGLE",4.043691,6.000374,6,5,183,134,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed7070040__Bstart,,B,A,victory,10,"0,1,DIAMOND | 2,2,CIRCLE | 1,3,TRIANGLE | 0,3,SQUARE",7.576250,6.000542,5,5,148,185,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed8080039__Astart,,A,A,victory,11,"3,2,CIRCLE | 0,3,TRIANGLE | 2,1,SQUARE | 1,0,DIAMOND",4.951949,6.000550,6,5,191,145,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed8080040__Bstart,,B,B,victory,7,"2,2,CIRCLE | 2,1,DIAMOND | 1,3,TRIANGLE | 1,0,CIRCLE",8.965229,3.600670,3,4,119,176,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed9090039__Astart,,A,A,victory,9,"3,2,CIRCLE | 2,1,DIAMOND | 1,1,SQUARE | 3,3,TRIANGLE",5.565968,4.800452,5,4,188,139,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed9090040__Bstart,,B,B,victory,7,"1,3,TRIANGLE | 2,1,TRIANGLE | 0,0,CIRCLE | 3,3,SQUARE",7.944795,3.600617,3,4,117,174,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed1120039__Astart,,A,B,victory,8,"3,0,DIAMOND | 2,1,TRIANGLE | 1,2,TRIANGLE | 0,0,SQUARE",4.150871,3.604747,4,4,174,141,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed1120040__Bstart,,B,B,victory,9,"3,2,CIRCLE | 1,1,DIAMOND | 0,3,TRIANGLE | 2,2,TRIANGLE",9.339056,4.800528,4,5,135,184,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed2130039__Astart,,A,B,victory,8,"3,1,CIRCLE | 1,3,TRIANGLE | 1,2,SQUARE | 0,0,DIAMOND",5.902956,3.600395,4,4,172,128,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed2130040__Bstart,,B,B,victory,7,"2,3,DIAMOND | 1,1,TRIANGLE | 0,2,SQUARE | 3,2,CIRCLE",7.460933,3.600650,3,4,119,178,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed3140039__Astart,,A,A,victory,9,"0,3,CIRCLE | 0,2,TRIANGLE | 1,1,DIAMOND | 1,0,SQUARE",3.793620,4.800423,5,4,182,135,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed3140040__Bstart,,B,B,victory,7,"3,3,SQUARE | 2,1,DIAMOND | 2,0,CIRCLE | 0,2,TRIANGLE",7.115803,3.600650,3,4,119,167,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed4150039__Astart,,A,A,victory,11,"2,1,TRIANGLE | 1,0,CIRCLE | 1,2,DIAMOND | 3,1,SQUARE",6.764594,5.998962,6,5,196,141,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed4150040__Bstart,,B,B,victory,9,"3,2,TRIANGLE | 1,1,SQUARE | 0,3,DIAMOND | 2,2,CIRCLE",7.053687,4.799753,4,5,135,174,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed5160039__Astart,,A,A,victory,11,"3,1,CIRCLE | 0,2,TRIANGLE | 1,2,SQUARE | 2,3,DIAMOND",5.629518,5.999880,6,5,183,135,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed5160040__Bstart,,B,B,victory,9,"0,3,CIRCLE | 2,1,SQUARE | 1,0,TRIANGLE | 1,2,DIAMOND",8.660733,4.800304,4,5,139,175,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed6170039__Astart,,A,A,victory,11,"0,1,CIRCLE | 2,0,TRIANGLE | 2,2,SQUARE | 1,1,DIAMOND",6.212245,6.004291,6,5,193,133,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed6170040__Bstart,,B,B,victory,9,"1,0,CIRCLE | 2,1,TRIANGLE | 3,1,SQUARE | 0,3,DIAMOND",8.487836,4.800709,4,5,137,171,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed7180039__Astart,,A,A,victory,9,"3,3,DIAMOND | 0,0,TRIANGLE | 1,2,CIRCLE | 2,1,SQUARE",3.917687,4.800326,5,4,188,138,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed7180040__Bstart,,B,B,victory,7,"2,0,TRIANGLE | 1,1,DIAMOND | 0,1,CIRCLE | 3,3,SQUARE",6.546705,3.600515,3,4,119,165,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed8190039__Astart,,A,B,victory,8,"2,2,SQUARE | 3,3,DIAMOND | 1,1,DIAMOND | 0,2,TRIANGLE",4.434794,3.600579,4,4,174,139,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed8190040__Bstart,,B,B,victory,9,"2,1,TRIANGLE | 1,1,CIRCLE | 3,3,SQUARE | 0,3,TRIANGLE",8.286845,4.800620,4,5,136,184,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed9200039__Astart,,A,A,victory,9,"0,2,TRIANGLE | 3,3,DIAMOND | 2,1,DIAMOND | 1,2,SQUARE",3.572313,4.800587,5,4,193,137,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed9200040__Bstart,,B,B,victory,9,"1,0,CIRCLE | 2,2,DIAMOND | 0,3,TRIANGLE | 1,1,TRIANGLE",9.123373,4.800492,4,5,132,188,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed1010041__Astart,,A,B,victory,12,"0,1,DIAMOND | 0,3,SQUARE | 1,1,SQUARE | 3,0,TRIANGLE",4.433956,6.000547,6,6,185,161,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed1010042__Bstart,,B,B,victory,7,"0,1,SQUARE | 2,2,CIRCLE | 3,0,DIAMOND | 1,1,DIAMOND",8.057395,3.600555,3,4,118,177,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed2020041__Astart,,A,A,victory,11,"2,0,SQUARE | 0,1,DIAMOND | 1,2,CIRCLE | 1,3,TRIANGLE",4.193901,6.003274,6,5,183,134,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed2020042__Bstart,,B,A,victory,10,"2,0,SQUARE | 1,1,DIAMOND | 0,1,TRIANGLE | 3,2,CIRCLE",8.401841,6.000592,5,5,144,173,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed3030041__Astart,,A,B,victory,10,"0,1,TRIANGLE | 1,3,DIAMOND | 2,2,SQUARE | 0,0,CIRCLE",3.993759,4.800558,5,5,186,136,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed3030042__Bstart,,B,A,victory,10,"3,0,TRIANGLE | 1,2,DIAMOND | 2,3,SQUARE | 2,1,CIRCLE",8.505365,6.000410,5,5,146,175,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed4040041__Astart,,A,A,victory,11,"0,1,CIRCLE | 2,0,TRIANGLE | 1,2,SQUARE | 3,3,DIAMOND",6.248279,6.000459,6,5,191,145,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed4040042__Bstart,,B,B,victory,9,"3,1,CIRCLE | 2,2,TRIANGLE | 2,3,SQUARE | 0,0,SQUARE",9.592688,4.800700,4,5,125,185,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed5050041__Astart,,A,A,victory,11,"1,1,TRIANGLE | 2,3,CIRCLE | 2,2,SQUARE | 3,0,DIAMOND",6.156418,6.000432,6,5,185,132,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed5050042__Bstart,,B,B,victory,9,"1,3,DIAMOND | 2,1,CIRCLE | 3,2,SQUARE | 0,2,TRIANGLE",8.259002,4.800534,4,5,139,174,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed6060041__Astart,,A,A,victory,9,"0,2,TRIANGLE | 3,3,DIAMOND | 2,1,DIAMOND | 1,2,CIRCLE",4.188147,4.800404,5,4,187,137,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed6060042__Bstart,,B,B,victory,9,"3,1,TRIANGLE | 2,2,DIAMOND | 2,3,CIRCLE | 1,0,SQUARE",6.873866,4.800542,4,5,136,173,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed7070041__Astart,,A,A,victory,9,"2,3,SQUARE | 1,2,DIAMOND | 0,2,CIRCLE | 3,3,TRIANGLE",5.101301,4.800376,5,4,181,135,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed7070042__Bstart,,B,A,victory,10,"1,2,SQUARE | 2,1,SQUARE | 0,0,TRIANGLE | 3,3,TRIANGLE",10.219342,6.000751,5,5,147,184,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed8080041__Astart,,A,A,victory,9,"2,3,TRIANGLE | 3,1,CIRCLE | 1,2,DIAMOND | 0,0,DIAMOND",4.830210,4.800349,5,4,192,133,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed8080042__Bstart,,B,A,victory,10,"1,0,CIRCLE | 2,1,TRIANGLE | 3,1,SQUARE | 0,2,DIAMOND",9.498265,6.000569,5,5,144,173,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed9090041__Astart,,A,B,victory,12,"0,0,CIRCLE | 1,3,DIAMOND | 2,2,SQUARE | 3,2,TRIANGLE",5.421939,6.000513,6,6,180,157,1,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed9090042__Bstart,,B,B,victory,9,"2,3,TRIANGLE | 1,1,SQUARE | 3,0,DIAMOND | 2,2,DIAMOND",8.171131,4.800750,4,5,135,184,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed1120041__Astart,,A,A,victory,9,"3,3,DIAMOND | 0,2,DIAMOND | 2,1,CIRCLE | 1,0,TRIANGLE",4.381173,4.800397,5,4,192,133,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed1120042__Bstart,,B,B,victory,7,"3,3,DIAMOND | 1,1,CIRCLE | 2,0,CIRCLE | 1,2,DIAMOND",7.807615,3.600735,3,4,117,176,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed2130041__Astart,,A,A,victory,9,"2,3,SQUARE | 0,1,DIAMOND | 1,1,CIRCLE | 3,0,SQUARE",4.625222,4.800374,5,4,187,137,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed2130042__Bstart,,B,B,victory,7,"0,0,DIAMOND | 2,2,CIRCLE | 1,3,SQUARE | 1,1,TRIANGLE",7.548060,3.600709,3,4,119,177,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed3140041__Astart,,A,A,victory,11,"0,2,SQUARE | 2,3,TRIANGLE | 2,1,CIRCLE | 1,2,DIAMOND",4.537126,6.000432,6,5,183,134,1,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed3140042__Bstart,,B,B,victory,11,"2,3,SQUARE | 1,2,TRIANGLE | 0,2,CIRCLE | 3,1,DIAMOND",9.364565,6.000473,5,6,128,185,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed4150041__Astart,,A,A,victory,9,"2,1,DIAMOND | 1,2,TRIANGLE | 3,2,CIRCLE | 0,0,SQUARE",5.220424,4.800367,5,4,189,137,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed4150042__Bstart,,B,B,victory,7,"2,1,DIAMOND | 1,2,CIRCLE | 3,3,SQUARE | 0,1,SQUARE",7.883202,3.600473,3,4,117,175,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed5160041__Astart,,A,A,victory,11,"3,3,CIRCLE | 0,3,SQUARE | 1,1,TRIANGLE | 1,0,DIAMOND",4.261126,6.000388,6,5,198,133,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed5160042__Bstart,,B,B,victory,7,"3,1,CIRCLE | 1,2,SQUARE | 0,0,DIAMOND | 2,1,TRIANGLE",8.177765,3.600665,3,4,118,167,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed6170041__Astart,,A,A,victory,9,"0,1,DIAMOND | 2,2,TRIANGLE | 1,2,CIRCLE | 3,0,SQUARE",5.320735,4.800525,5,4,189,140,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed6170042__Bstart,,B,A,victory,10,"2,1,DIAMOND | 1,2,TRIANGLE | 3,3,TRIANGLE | 1,0,DIAMOND",7.792451,6.000558,5,5,138,187,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed7180041__Astart,,A,A,victory,9,"2,0,TRIANGLE | 3,3,SQUARE | 1,2,SQUARE | 2,1,CIRCLE",4.278651,4.800523,5,4,185,136,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed7180042__Bstart,,B,B,victory,7,"2,3,DIAMOND | 1,1,TRIANGLE | 0,2,SQUARE | 3,2,CIRCLE",7.461103,3.600642,3,4,119,177,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed8190041__Astart,,A,A,victory,9,"3,0,DIAMOND | 1,1,CIRCLE | 2,2,TRIANGLE | 0,3,DIAMOND",5.600152,4.800339,5,4,188,138,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed8190042__Bstart,,B,A,victory,10,"2,3,SQUARE | 1,2,SQUARE | 0,1,SQUARE | 3,0,CIRCLE",8.379076,6.000739,5,5,151,174,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed9200041__Astart,,A,A,victory,9,"0,3,DIAMOND | 2,2,SQUARE | 1,1,SQUARE | 3,0,TRIANGLE",4.848445,4.800353,5,4,188,138,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed9200042__Bstart,,B,A,victory,10,"0,0,SQUARE | 2,2,TRIANGLE | 3,1,DIAMOND | 1,1,CIRCLE",8.580618,6.000687,5,5,146,173,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed1010043__Astart,,A,A,victory,9,"0,0,CIRCLE | 2,3,DIAMOND | 1,2,DIAMOND | 3,1,TRIANGLE",5.244655,4.800384,5,4,192,133,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed1010044__Bstart,,B,B,victory,9,"2,3,TRIANGLE | 1,2,TRIANGLE | 3,0,CIRCLE | 0,1,CIRCLE",8.543748,4.800633,4,5,131,182,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed2020043__Astart,,A,A,victory,9,"2,2,CIRCLE | 1,0,SQUARE | 0,3,SQUARE | 3,1,TRIANGLE",6.650478,4.800565,5,4,192,133,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed2020044__Bstart,,B,B,victory,7,"0,0,CIRCLE | 2,2,TRIANGLE | 3,1,DIAMOND | 1,3,DIAMOND",9.106024,3.600728,3,4,116,172,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed3030043__Astart,,A,B,victory,12,"2,0,SQUARE | 1,1,SQUARE | 2,1,CIRCLE | 3,2,TRIANGLE",6.844446,6.000371,6,6,185,161,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed3030044__Bstart,,B,B,victory,7,"1,0,SQUARE | 2,1,CIRCLE | 3,1,TRIANGLE | 0,3,DIAMOND",7.944940,3.600683,3,4,119,167,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed4040043__Astart,,A,A,victory,9,"1,3,SQUARE | 2,1,CIRCLE | 2,2,DIAMOND | 0,0,TRIANGLE",6.673661,4.800391,5,4,189,140,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed4040044__Bstart,,B,B,victory,9,"1,2,CIRCLE | 2,1,TRIANGLE | 3,3,DIAMOND | 0,2,DIAMOND",9.775162,4.800650,4,5,136,182,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed5050043__Astart,,A,A,victory,11,"2,3,CIRCLE | 3,2,SQUARE | 1,2,DIAMOND | 0,3,TRIANGLE",5.551665,6.000311,6,5,197,141,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed5050044__Bstart,,B,B,victory,9,"1,2,DIAMOND | 1,1,TRIANGLE | 2,3,SQUARE | 0,2,SQUARE",8.317939,4.800695,4,5,137,183,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed6060043__Astart,,A,A,victory,13,"2,2,DIAMOND | 1,2,SQUARE | 1,1,TRIANGLE | 3,0,CIRCLE",5.385146,7.200521,7,6,196,157,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed6060044__Bstart,,B,B,victory,9,"1,3,TRIANGLE | 2,1,DIAMOND | 0,0,CIRCLE | 1,2,CIRCLE",8.218571,4.800641,4,5,126,185,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed7070043__Astart,,A,A,victory,9,"0,3,DIAMOND | 1,0,SQUARE | 2,2,SQUARE | 3,1,CIRCLE",4.573647,4.813061,5,4,188,138,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed7070044__Bstart,,B,B,victory,7,"0,3,SQUARE | 2,2,DIAMOND | 3,2,TRIANGLE | 1,1,CIRCLE",7.419395,3.600453,3,4,119,167,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed8080043__Astart,,A,A,victory,9,"3,3,CIRCLE | 0,2,CIRCLE | 2,1,TRIANGLE | 1,0,DIAMOND",6.229653,4.800529,5,4,192,133,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed8080044__Bstart,,B,B,victory,7,"1,0,CIRCLE | 2,1,SQUARE | 3,1,TRIANGLE | 0,3,DIAMOND",8.550770,3.600573,3,4,119,167,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed9090043__Astart,,A,A,victory,9,"3,0,DIAMOND | 2,3,TRIANGLE | 2,2,SQUARE | 3,1,CIRCLE",3.981990,4.800430,5,4,185,128,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed9090044__Bstart,,B,B,victory,9,"0,3,DIAMOND | 2,1,CIRCLE | 3,2,SQUARE | 1,2,TRIANGLE",8.428696,4.800445,4,5,139,175,0,0,0,0,1,0
