game_uid,pair,starter,winner,end_reason,plies_total,opening,time_p1,time_p2,moves_p1,moves_p2,branch_sum_p1,branch_sum_p2,forced_p1,forced_p2,missed_win_p1,missed_win_p2,gave_opp_win_p1,gave_opp_win_p2
Génétique+__vs__Génétique++__seed1120001__Astart,,A,A,victory,9,"0,0,CIRCLE | 2,2,CIRCLE | 2,1,TRIANGLE | 0,3,DIAMOND",4.913985,2.635229,5,4,189,127,0,0,0,0,0,1
Génétique+__vs__Génétique++__seed1120002__Bstart,,B,B,victory,11,"2,3,TRIANGLE | 1,0,SQUARE | 3,2,DIAMOND | 1,1,CIRCLE",5.007276,3.228100,5,6,137,192,0,0,0,0,1,0
Génétique+__vs__Génétique++__seed2130001__Astart,,A,B,no_move,12,"0,1,CIRCLE | 2,0,CIRCLE | 1,2,TRIANGLE | 0,0,DIAMOND",6.212779,3.589796,6,6,179,140,0,0,0,0,0,0
Génétique+__vs__Génétique++__seed2130002__Bstart,,B,A,victory,12,"1,3,DIAMOND | 3,0,SQUARE | 3,3,TRIANGLE | 1,2,SQUARE",4.795929,4.158260,6,6,137,173,0,0,0,0,0,1
Génétique+__vs__Génétique++__seed3140001__Astart,,A,A,victory,11,"0,0,CIRCLE | 2,0,SQUARE | 3,2,DIAMOND | 2,2,CIRCLE",5.844675,3.232312,6,5,199,145,0,0,0,0,0,1
Génétique+__vs__Génétique++__seed3140002__Bstart,,B,A,no_move,10,"3,1,SQUARE | 1,0,TRIANGLE | 2,3,DIAMOND | 2,1,CIRCLE",4.713432,3.354054,5,5,131,166,1,1,0,0,0,0
Génétique+__vs__Génétique++__seed4150001__Astart,,A,A,victory,11,"2,1,SQUARE | 0,0,TRIANGLE | 3,3,DIAMOND | 0,3,CIRCLE",5.765157,3.596718,6,5,189,134,0,0,0,0,0,1
Génétique+__vs__Génétique++__seed4150002__Bstart,,B,A,no_move,8,"2,1,CIRCLE | 1,0,SQUARE | 3,3,CIRCLE | 0,2,TRIANGLE",4.286442,3.012033,4,4,134,150,0,0,0,0,0,0
Génétique+__vs__Génétique++__seed5160001__Astart,,A,B,no_move,10,"2,1,DIAMOND | 1,0,CIRCLE | 0,0,TRIANGLE | 1,2,CIRCLE",5.588768,2.999666,5,5,174,124,0,0,0,0,0,0
Génétique+__vs__Génétique++__seed5160002__Bstart,,B,A,no_move,10,"1,2,SQUARE | 1,1,CIRCLE | 2,3,DIAMOND | 3,1,TRIANGLE",4.573228,3.645092,5,5,133,169,0,1,0,0,0,0
Génétique+__vs__Génétique++__seed6170001__Astart,,A,B,victory,10,"1,2,CIRCLE | 3,3,DIAMOND | 1,1,CIRCLE | 2,3,TRIANGLE",5.431828,2.624682,5,5,155,134,1,1,0,0,1,0
Génétique+__vs__Génétique++__seed6170002__Bstart,,B,B,no_move,9,"1,0,SQUARE | 0,3,DIAMOND | 3,2,SQUARE | 2,1,DIAMOND",5.031961,3.383375,4,5,118,163,0,0,0,0,0,0
Génétique+__vs__Génétique++__seed7180001__Astart,,A,A,victory,9,"3,1,TRIANGLE | 0,0,SQUARE | 2,2,CIRCLE | 1,3,DIAMOND",4.879262,3.027530,5,4,188,130,0,0,0,0,0,1
Génétique+__vs__Génétique++__seed7180002__Bstart,,B,A,no_move,8,"2,1,TRIANGLE | 2,0,SQUARE | 3,3,DIAMOND | 1,2,CIRCLE",4.238132,2.819231,4,4,131,164,0,0,0,0,0,0
Génétique+__vs__Génétique++__seed8190001__Astart,,A,A,no_move,11,"2,2,TRIANGLE | 3,1,CIRCLE | 1,1,TRIANGLE | 3,0,DIAMOND",6.357414,3.253388,6,5,165,144,0,0,0,0,0,0
Génétique+__vs__Génétique++__seed8190002__Bstart,,B,A,victory,10,"2,2,SQUARE | 1,1,CIRCLE | 1,0,TRIANGLE | 0,3,DIAMOND",4.491491,4.013145,5,5,136,179,0,0,0,0,0,1
Génétique+__vs__Génétique++__seed9200001__Astart,,A,A,victory,7,"1,2,CIRCLE | 0,3,DIAMOND | 3,3,TRIANGLE | 1,1,DIAMOND",3.765329,2.227308,4,3,182,111,0,0,0,0,0,1
Génétique+__vs__Génétique++__seed9200002__Bstart,,B,B,victory,9,"2,0,CIRCLE | 3,3,DIAMOND | 0,2,SQUARE | 1,1,DIAMOND",4.373948,2.876231,4,5,118,185,0,0,0,0,1,0
Génétique+__vs__Génétique++__seed1010003__Astart,,A,B,victory,12,"3,0,TRIANGLE | 2,2,TRIANGLE | 1,1,SQUARE | 2,3,DIAMOND",5.956173,3.036217,6,6,173,147,1,1,0,0,1,0
Génétique+__vs__Génétique++__seed1010004__Bstart,,B,A,no_move,10,"3,2,DIAMOND | 2,1,SQUARE | 2,0,CIRCLE | 1,2,SQUARE",4.607640,3.592364,5,5,121,166,1,1,0,0,0,0
Génétique+__vs__Génétique++__seed2020003__Astart,,A,A,no_move,9,"2,1,SQUARE | 1,1,CIRCLE | 0,3,SQUARE | 3,0,DIAMOND",4.949180,2.699175,5,4,157,131,0,0,0,0,0,0
Génétique+__vs__Génétique++__seed2020004__Bstart,,B,A,no_move,8,"3,2,SQUARE | 0,3,CIRCLE | 0,1,SQUARE | 1,1,DIAMOND",4.184100,2.775582,4,4,132,152,0,0,0,0,0,0
Génétique+__vs__Génétique++__seed3030003__Astart,,A,B,victory,10,"2,1,DIAMOND | 0,3,TRIANGLE | 1,1,SQUARE | 0,2,CIRCLE",5.789354,2.396208,5,5,173,157,0,0,0,0,1,0
Génétique+__vs__Génétique++__seed3030004__Bstart,,B,B,victory,11,"1,0,SQUARE | 2,1,CIRCLE | 3,3,TRIANGLE | 0,2,CIRCLE",4.959231,3.278566,5,6,118,184,0,1,0,0,1,0
Génétique+__vs__Génétique++__seed4040003__Astart,,A,A,no_move,11,"2,2,TRIANGLE | 0,1,TRIANGLE | 1,1,DIAMOND | 2,3,CIRCLE",5.897053,3.089019,6,5,172,139,1,0,0,0,0,0
Génétique+__vs__Génétique++__seed4040004__Bstart,,B,A,no_move,10,"3,0,SQUARE | 1,1,TRIANGLE | 2,1,SQUARE | 1,2,CIRCLE",4.970502,3.193893,5,5,152,159,0,0,0,0,0,0
Génétique+__vs__Génétique++__seed5050003__Astart,,A,B,victory,10,"1,1,TRIANGLE | 1,3,DIAMOND | 2,1,TRIANGLE | 3,3,SQUARE",5.770311,2.392522,5,5,161,156,0,0,0,0,1,0
Génétique+__vs__Génétique++__seed5050004__Bstart,,B,A,no_move,12,"3,0,DIAMOND | 2,3,TRIANGLE | 0,0,CIRCLE | 1,1,TRIANGLE",4.820772,3.759603,6,6,129,171,1,1,0,0,0,0
Génétique+__vs__Génétique++__seed6060003__Astart,,A,A,victory,7,"2,2,CIRCLE | 0,2,SQUARE | 1,1,DIAMOND | 2,3,TRIANGLE",4.014081,2.352005,4,3,179,120,0,0,0,0,0,1
Génétique+__vs__Génétique++__seed6060004__Bstart,,B,B,no_move,13,"3,3,TRIANGLE | 2,1,DIAMOND | 2,0,CIRCLE | 3,2,SQUARE",5.604884,4.230025,6,7,135,187,0,1,0,0,0,0
Génétique+__vs__Génétique++__seed7070003__Astart,,A,A,victory,11,"1,1,SQUARE | 2,0,DIAMOND | 3,0,TRIANGLE | 3,3,SQUARE",5.732794,3.163090,6,5,195,147,0,0,0,0,0,1
Génétique+__vs__Génétique++__seed7070004__Bstart,,B,A,victory,10,"0,3,SQUARE | 1,1,CIRCLE | 0,0,SQUARE | 2,2,CIRCLE",4.879100,3.559313,5,5,130,166,0,0,0,0,0,1
Génétique+__vs__Génétique++__seed8080003__Astart,,A,A,victory,7,"1,2,TRIANGLE | 1,0,DIAMOND | 3,1,SQUARE | 0,1,TRIANGLE",4.093813,2.293546,4,3,185,119,0,0,0,0,0,1
Génétique+__vs__Génétique++__seed8080004__Bstart,,B,A,victory,10,"2,2,TRIANGLE | 3,2,SQUARE | 1,3,SQUARE | 0,1,CIRCLE",4.469610,3.199639,5,5,144,169,0,0,0,0,0,1
Génétique+__vs__Génétique++__seed9090003__Astart,,A,B,no_move,8,"1,2,SQUARE | 1,0,DIAMOND | 0,0,TRIANGLE | 3,1,CIRCLE",4.798012,2.339194,4,4,166,130,0,0,0,0,0,0
Génétique+__vs__Génétique++__seed9090004__Bstart,,B,B,victory,11,"2,2,TRIANGLE | 1,3,DIAMOND | 3,0,CIRCLE | 1,1,DIAMOND",5.024957,3.196930,5,6,119,181,0,0,0,0,1,0
Génétique+__vs__Génétique++__seed1120003__Astart,,A,A,no_move,11,"1,2,DIAMOND | 0,3,CIRCLE | 2,1,CIRCLE | 1,1,SQUARE",5.336488,3.007859,6,5,178,135,0,0,0,0,0,0
Génétique+__vs__Génétique++__seed1120004__Bstart,,B,B,victory,11,"0,1,SQUARE | 2,1,DIAMOND | 0,3,SQUARE | 2,2,CIRCLE",5.100458,3.088563,5,6,155,163,0,0,0,0,1,0
Génétique+__vs__Génétique++__seed2130003__Astart,,A,A,victory,9,"2,2,CIRCLE | 3,3,SQUARE | 1,1,TRIANGLE | 0,2,DIAMOND",4.725819,2.726894,5,4,179,133,0,0,0,0,0,1
Génétique+__vs__Génétique++__seed2130004__Bstart,,B,B,no_move,9,"0,3,CIRCLE | 2,1,DIAMOND | 2,2,TRIANGLE | 1,0,SQUARE",4.489276,3.379219,4,5,129,165,0,0,0,0,0,0
Génétique+__vs__Génétique++__seed3140003__Astart,,A,A,victory,9,"2,1,CIRCLE | 2,2,TRIANGLE | 3,2,DIAMOND | 0,1,SQUARE",5.086683,2.835146,5,4,195,141,0,0,0,0,0,1
Génétique+__vs__Génétique++__seed3140004__Bstart,,B,A,no_move,10,"0,3,DIAMOND | 2,2,SQUARE | 2,3,DIAMOND | 1,1,SQUARE",4.523708,3.348181,5,5,127,153,0,1,0,0,0,0
Génétique+__vs__Génétique++__seed4150003__Astart,,A,B,victory,12,"2,0,CIRCLE | 1,0,DIAMOND | 0,2,CIRCLE | 2,1,TRIANGLE",5.993285,2.933569,6,6,167,148,0,0,0,0,1,0
Génétique+__vs__Génétique++__seed4150004__Bstart,,B,A,victory,10,"1,2,SQUARE | 0,0,TRIANGLE | 0,1,DIAMOND | 2,1,CIRCLE",4.544947,3.308354,5,5,138,167,0,0,0,0,0,1
Génétique+__vs__Génétique++__seed5160003__Astart,,A,A,no_move,9,"0,1,CIRCLE | 3,3,TRIANGLE | 3,0,SQUARE | 2,1,DIAMOND",5.021304,2.602414,5,4,168,129,0,0,0,0,0,0
Génétique+__vs__Génétique++__seed5160004__Bstart,,B,B,victory,11,"1,3,SQUARE | 2,2,CIRCLE | 2,0,DIAMOND | 3,1,TRIANGLE",4.956760,3.206130,5,6,137,182,0,0,0,0,1,0
Génétique+__vs__Génétique++__seed6170003__Astart,,A,B,victory,12,"2,2,CIRCLE | 0,3,CIRCLE | 2,3,SQUARE | 3,1,DIAMOND",6.043367,2.864767,6,6,187,150,0,0,0,0,1,0
Génétique+__vs__Génétique++__seed6170004__Bstart,,B,A,victory,12,"2,1,CIRCLE | 1,2,TRIANGLE | 3,0,DIAMOND | 2,3,SQUARE",5.063778,4.001094,6,6,154,179,0,0,0,0,0,1
Génétique+__vs__Génétique++__seed7180003__Astart,,A,A,no_move,9,"3,2,DIAMOND | 1,2,CIRCLE | 1,1,DIAMOND | 2,0,SQUARE",5.060725,2.259133,5,4,156,133,0,0,0,0,0,0
Génétique+__vs__Génétique++__seed7180004__Bstart,,B,B,victory,9,"1,2,TRIANGLE | 3,0,DIAMOND | 2,3,CIRCLE | 1,1,SQUARE",4.655041,2.773826,4,5,137,192,0,0,0,0,1,0
Génétique+__vs__Génétique++__seed8190003__Astart,,A,A,victory,11,"1,2,DIAMOND | 3,3,TRIANGLE | 2,1,CIRCLE | 1,3,SQUARE",5.352177,3.038238,6,5,180,138,0,0,0,0,0,1
Génétique+__vs__Génétique++__seed8190004__Bstart,,B,A,victory,10,"2,2,CIRCLE | 0,3,SQUARE | 3,1,TRIANGLE | 2,1,DIAMOND",4.775352,3.403982,5,5,147,170,0,0,0,0,0,1
Génétique+__vs__Génétique++__seed9200003__Astart,,A,A,victory,11,"2,1,DIAMOND | 1,0,TRIANGLE | 1,1,SQUARE | 0,3,SQUARE",5.643410,3.097766,6,5,185,141,0,0,0,0,0,1
Génétique+__vs__Génétique++__seed9200004__Bstart,,B,A,victory,10,"0,2,TRIANGLE | 1,1,DIAMOND | 3,0,CIRCLE | 0,3,SQUARE",4.384744,3.423137,5,5,145,177,0,0,0,0,0,1
Génétique+__vs__Génétique++__seed1010005__Astart,,A,A,victory,11,"2,1,TRIANGLE | 3,2,DIAMOND | 3,3,CIRCLE | 1,0,CIRCLE",5.651977,3.152997,6,5,196,134,0,0,0,0,0,1
Génétique+__vs__Génétique++__seed1010006__Bstart,,B,A,victory,12,"0,3,DIAMOND | 3,1,SQUARE | 1,0,SQUARE | 2,2,TRIANGLE",5.154115,3.805303,6,6,148,173,1,0,0,0,0,1
Génétique+__vs__Génétique++__seed2020005__Astart,,A,A,victory,11,"2,2,SQUARE | 2,0,DIAMOND | 0,3,CIRCLE | 1,0,DIAMOND",5.354504,2.960944,6,5,182,118,0,0,0,0,0,1
Génétique+__vs__Génétique++__seed2020006__Bstart,,B,A,victory,8,"2,0,CIRCLE | 3,3,DIAMOND | 1,2,TRIANGLE | 0,0,DIAMOND",3.914813,3.253641,4,4,127,164,0,0,0,0,0,1
Génétique+__vs__Génétique++__seed3030005__Astart,,A,B,victory,8,"1,1,TRIANGLE | 0,2,TRIANGLE | 2,2,DIAMOND | 0,0,CIRCLE",4.462429,1.973809,4,4,169,145,0,0,0,0,1,0
Génétique+__vs__Génétique++__seed3030006__Bstart,,B,A,victory,10,"3,2,CIRCLE | 1,1,SQUARE | 2,2,SQUARE | 0,3,DIAMOND",4.888184,3.506111,5,5,149,183,0,0,0,0,0,1
Génétique+__vs__Génétique++__seed4040005__Astart,,A,B,victory,10,"2,2,DIAMOND | 1,3,DIAMOND | 3,0,TRIANGLE | 0,2,TRIANGLE",5.851074,2.524073,5,5,191,137,0,0,0,0,1,0
Génétique+__vs__Génétique++__seed4040006__Bstart,,B,A,no_move,10,"3,0,TRIANGLE | 2,2,SQUARE | 1,3,TRIANGLE | 0,1,SQUARE",4.559973,3.312316,5,5,123,153,0,1,0,0,0,0
Génétique+__vs__Génétique++__seed5050005__Astart,,A,B,no_move,8,"1,2,SQUARE | 3,0,TRIANGLE | 2,2,SQUARE | 2,3,CIRCLE",4.994962,2.243964,4,4,150,135,0,0,0,0,0,0
Génétique+__vs__Génétique++__seed5050006__Bstart,,B,A,no_move,8,"2,0,SQUARE | 3,2,TRIANGLE | 1,0,CIRCLE | 1,1,TRIANGLE",3.996665,2.686165,4,4,121,164,0,0,0,0,0,0
Génétique+__vs__Génétique++__seed6060005__Astart,,A,B,victory,12,"2,2,TRIANGLE | 0,1,SQUARE | 1,2,TRIANGLE | 0,0,CIRCLE",6.387190,2.919861,6,6,154,153,1,0,0,0,1,0
Génétique+__vs__Génétique++__seed6060006__Bstart,,B,B,no_move,11,"3,0,TRIANGLE | 1,1,CIRCLE | 0,1,SQUARE | 1,2,CIRCLE",4.664415,3.779322,5,6,121,174,1,0,0,0,0,0
Génétique+__vs__Génétique++__seed7070005__Astart,,A,A,victory,9,"2,1,DIAMOND | 1,2,CIRCLE | 1,1,TRIANGLE | 0,0,SQUARE",5.170913,2.822371,5,4,189,144,0,0,0,0,0,1
Génétique+__vs__Génétique++__seed7070006__Bstart,,B,A,no_move,10,"1,2,SQUARE | 2,1,CIRCLE | 3,2,SQUARE | 3,3,DIAMOND",4.479843,3.437275,5,5,137,151,0,1,0,0,0,0
Génétique+__vs__Génétique++__seed8080005__Astart,,A,A,victory,11,"2,2,DIAMOND | 0,1,CIRCLE | 1,2,DIAMOND | 3,3,CIRCLE",5.466051,2.971831,6,5,173,131,0,0,0,0,0,1
Génétique+__vs__Génétique++__seed8080006__Bstart,,B,A,no_move,12,"2,2,SQUARE | 1,1,DIAMOND | 3,3,CIRCLE | 0,3,TRIANGLE",4.661146,3.921357,6,6,143,167,1,1,0,0,0,0
Génétique+__vs__Génétique++__seed9090005__Astart,,A,A,victory,9,"1,0,CIRCLE | 0,1,DIAMOND | 2,2,SQUARE | 3,0,SQUARE",4.946362,2.637829,5,4,183,131,0,0,0,0,0,1
Génétique+__vs__Génétique++__seed9090006__Bstart,,B,A,victory,10,"1,2,SQUARE | 2,3,TRIANGLE | 0,0,TRIANGLE | 2,1,TRIANGLE",4.649398,3.364404,5,5,133,187,0,0,0,0,0,1
Génétique+__vs__Génétique++__seed1120005__Astart,,A,B,no_move,8,"0,1,DIAMOND | 1,3,SQUARE | 2,2,DIAMOND | 3,0,SQUARE",4.918986,2.340683,4,4,152,120,0,0,0,0,0,0
Génétique+__vs__Génétique++__seed1120006__Bstart,,B,A,victory,12,"1,2,SQUARE | 0,2,TRIANGLE | 2,2,SQUARE | 2,3,DIAMOND",5.247137,3.739843,6,6,154,167,0,0,0,0,0,1
Génétique+__vs__Génétique++__seed2130005__Astart,,A,A,victory,11,"1,1,SQUARE | 1,3,CIRCLE | 2,2,SQUARE | 3,0,TRIANGLE",5.467787,3.027475,6,5,165,134,0,0,0,0,0,1
Génétique+__vs__Génétique++__seed2130006__Bstart,,B,A,victory,12,"1,2,DIAMOND | 2,1,CIRCLE | 1,1,DIAMOND | 2,3,SQUARE",4.957135,3.834663,6,6,152,168,0,0,0,0,0,1
Génétique+__vs__Génétique++__seed3140005__Astart,,A,A,victory,11,"1,2,TRIANGLE | 2,1,DIAMOND | 3,3,CIRCLE | 1,1,DIAMOND",5.168502,3.031425,6,5,200,120,0,0,0,0,0,1
Génétique+__vs__Génétique++__seed3140006__Bstart,,B,A,victory,12,"0,3,CIRCLE | 3,2,SQUARE | 1,3,TRIANGLE | 2,1,DIAMOND",4.726430,3.843826,6,6,138,168,1,0,0,0,0,1
Génétique+__vs__Génétique++__seed4150005__Astart,,A,A,no_move,11,"2,1,DIAMOND | 1,2,CIRCLE | 3,3,TRIANGLE | 2,0,SQUARE",5.544837,3.306413,6,5,170,129,0,1,0,0,0,0
Génétique+__vs__Génétique++__seed4150006__Bstart,,B,B,victory,11,"0,2,DIAMOND | 1,1,CIRCLE | 2,3,TRIANGLE | 0,3,SQUARE",4.958757,3.155263,5,6,134,175,0,1,0,0,1,0
Génétique+__vs__Génétique++__seed5160005__Astart,,A,A,victory,7,"2,1,CIRCLE | 2,2,DIAMOND | 1,1,SQUARE | 3,2,DIAMOND",4.020720,2.267978,4,3,186,114,0,0,0,0,0,1
Génétique+__vs__Génétique++__seed5160006__Bstart,,B,B,victory,9,"1,2,CIRCLE | 2,3,SQUARE | 3,2,TRIANGLE | 0,0,SQUARE",4.341139,2.667588,4,5,122,188,0,0,0,0,1,0
Génétique+__vs__Génétique++__seed6170005__Astart,,A,A,victory,9,"1,1,SQUARE | 0,3,DIAMOND | 2,2,CIRCLE | 2,1,DIAMOND",4.860181,2.669606,5,4,192,121,0,0,0,0,0,1
Génétique+__vs__Génétique++__seed6170006__Bstart,,B,B,no_move,11,"1,3,DIAMOND | 1,1,TRIANGLE | 3,2,CIRCLE | 2,2,TRIANGLE",4.905334,3.531274,5,6,126,179,0,0,0,0,0,0
Génétique+__vs__Génétique++__seed7180005__Astart,,A,A,victory,11,"1,0,SQUARE | 3,2,TRIANGLE | 3,3,SQUARE | 1,2,DIAMOND",5.679065,2.990001,6,5,173,141,0,0,0,0,0,1
Génétique+__vs__Génétique++__seed7180006__Bstart,,B,A,victory,10,"3,3,CIRCLE | 2,0,SQUARE | 2,2,DIAMOND | 0,1,TRIANGLE",4.198204,3.369114,5,5,142,166,0,0,0,0,0,1
Génétique+__vs__Génétique++__seed8190005__Astart,,A,B,victory,10,"3,1,DIAMOND | 1,3,DIAMOND | 2,1,CIRCLE | 1,0,SQUARE",5.287366,2.347311,5,5,175,138,0,0,0,0,1,0
Génétique+__vs__Génétique++__seed8190006__Bstart,,B,A,victory,10,"1,0,SQUARE | 1,1,TRIANGLE | 2,3,SQUARE | 0,2,CIRCLE",4.570074,3.351311,5,5,146,163,0,0,0,0,0,1
Génétique+__vs__Génétique++__seed9200005__Astart,,A,B,victory,10,"1,1,SQUARE | 2,3,CIRCLE | 2,2,DIAMOND | 0,1,CIRCLE",5.429087,2.287798,5,5,172,128,0,0,0,0,1,0
Génétique+__vs__Génétique++__seed9200006__Bstart,,B,B,victory,9,"3,1,TRIANGLE | 2,3,DIAMOND | 2,2,CIRCLE | 1,0,DIAMOND",4.420013,2.802756,4,5,118,184,0,0,0,0,1,0
